item_type,holding_cost,asl,item_code,orig_item,penalty_cost
Raw Material,0.0,92,2084,2084,0.0
Raw Material,0.0,114,2784,2784,0.0
Raw Material,0.0,120,1959,1959,0.0
Raw Material,0.0,92,1373,1373,0.0
Raw Material,0.0,92,1373,1373,0.0
Raw Material,0.0,92,1373,1373,0.0
Raw Material,0.0,92,1373,1373,0.0
Raw Material,0.0,122,3620,3620,0.0
Raw Material,0.0,122,3620,3620,0.0
Raw Material,0.0,122,3620,3620,0.0
Raw Material,0.0,92,2886,2886,0.0
Raw Material,0.0,92,2886,2886,0.0
Raw Material,0.0,92,1377,1377,0.0
Raw Material,0.0,92,1377,1377,0.0
Raw Material,0.0,92,1377,1377,0.0
Raw Material,0.0,92,1377,1377,0.0
Raw Material,0.0,360,3506,3506,0.0
Raw Material,0.0,142,2785,2785,0.0
Raw Material,0.0,142,2785,2785,0.0
Raw Material,0.0,142,2785,2785,0.0
Raw Material,0.0,92,1379,1379,0.0
Raw Material,0.0,92,1379,1379,0.0
Raw Material,0.0,92,1379,1379,0.0
Raw Material,0.0,58,2491,2491,0.0
Raw Material,0.0,122,2152,2152,0.0
Raw Material,0.0,92,1341,1341,0.0
Raw Material,0.0,92,1341,1341,0.0
Raw Material,0.0,92,1341,1341,0.0
Raw Material,0.0,92,1341,1341,0.0
Raw Material,0.0,39,4192,4192,0.0
Raw Material,0.0,114,3519,3519,0.0
Raw Material,0.0,114,3519,3519,0.0
Raw Material,0.0,114,3519,3519,0.0
Raw Material,0.0,360,786,786,0.0
Raw Material,0.0,100,2162,2162,0.0
Raw Material,0.0,100,2162,2162,0.0
Raw Material,0.0,100,2162,2162,0.0
Order Only,0.003,30,169,169,3.0
Raw Material,0.0,47,2342,2342,0.0
Raw Material,0.0,92,1513,1513,0.0
Raw Material,0.0,86,1666,1666,0.0
Raw Material,0.0,86,1666,1666,0.0
Raw Material,0.0,86,1666,1666,0.0
Raw Material,0.0,86,1666,1666,0.0
Raw Material,0.0,302,3431,3431,0.0
Raw Material,0.0,302,3431,3431,0.0
Raw Material,0.0,122,837,837,0.0
Raw Material,0.0,120,1949,1949,0.0
Raw Material,0.0,120,1949,1949,0.0
Raw Material,0.0,120,1949,1949,0.0
Raw Material,0.0,120,1949,1949,0.0
Raw Material,0.0,87,21,21,0.0
Order Only,0.0,30,171,171,0.0
Order Only,0.0,30,173,173,0.0
Raw Material,0.0,92,1358,1358,0.0
Raw Material,0.0,86,1759,1759,0.0
Raw Material,0.0,86,1759,1759,0.0
Raw Material,0.0,360,3532,3532,0.0
Raw Material,0.0,360,3532,3532,0.0
Raw Material,0.0,360,3532,3532,0.0
Raw Material,0.0,86,989,989,0.0
Raw Material,0.0,86,989,989,0.0
Raw Material,0.0,86,989,989,0.0
Raw Material,0.0,86,989,989,0.0
Raw Material,0.0,122,2726,2726,0.0
Raw Material,0.0,122,2726,2726,0.0
Raw Material,0.0,122,2726,2726,0.0
Raw Material,0.0,122,2726,2726,0.0
Raw Material,0.0,360,3404,3404,0.0
Raw Material,0.0,122,2242,2242,0.0
Raw Material,0.0,122,2242,2242,0.0
Raw Material,0.0,122,2242,2242,0.0
Raw Material,0.0,92,1505,1505,0.0
Raw Material,0.0,122,2108,2108,0.0
Raw Material,0.0,122,2108,2108,0.0
Raw Material,0.0,122,2108,2108,0.0
Raw Material,0.0,92,991,991,0.0
Raw Material,0.0,92,991,991,0.0
Raw Material,0.0,92,991,991,0.0
Raw Material,0.0,58,2690,2690,0.0
Type4 Component,0.001,30,193,193,1.0
Order Only,0.001,30,639,639,1.0
Order Only,0.001,30,639,639,1.0
Order Only,0.001,30,639,639,1.0
Raw Material,0.0,27,663,663,0.0
Raw Material,0.0,170,3533,3533,0.0
Raw Material,0.0,170,3533,3533,0.0
Raw Material,0.0,170,3533,3533,0.0
Raw Material,0.0,62,679,679,0.0
Raw Material,0.0,360,3412,3412,0.0
Raw Material,0.0,142,3354,3354,0.0
Raw Material,0.0,32,2364,2364,0.0
Raw Material,0.0,360,3798,3798,0.0
Raw Material,0.0,92,1391,1391,0.0
Raw Material,0.0,92,1391,1391,0.0
Raw Material,0.0,92,1391,1391,0.0
Raw Material,0.0,92,1391,1391,0.0
Raw Material,0.0,61,2507,2507,0.0
Raw Material,0.0,61,2508,2508,0.0
Raw Material,0.0,360,3800,3800,0.0
Type4 Component,0.003,30,463,463,3.0
Type4 Component,0.003,30,463,463,3.0
Raw Material,0.0,73,2662,2662,0.0
Raw Material,0.0,152,3657,3657,0.0
Raw Material,0.0,152,3658,3658,0.0
Raw Material,0.0,42,2939,2939,0.0
Raw Material,0.0,43,2343,2343,0.0
Raw Material,0.0,86,2594,2594,0.0
Raw Material,0.0,86,2594,2594,0.0
Raw Material,0.0,86,2594,2594,0.0
Raw Material,0.0,360,3413,3413,0.0
Raw Material,0.0,92,1487,1487,0.0
Raw Material,0.0,92,1487,1487,0.0
Raw Material,0.0,92,1487,1487,0.0
Raw Material,0.0,86,2032,2032,0.0
Raw Material,0.0,86,2032,2032,0.0
Raw Material,0.0,86,2032,2032,0.0
Raw Material,0.0,86,2032,2032,0.0
Raw Material,0.0,120,2067,2067,0.0
Raw Material,0.0,120,2067,2067,0.0
Raw Material,0.0,120,2067,2067,0.0
Raw Material,0.0,120,2067,2067,0.0
Order Only,0.0,30,157,157,0.0
Raw Material,0.0,122,2166,2166,0.0
Raw Material,0.0,122,2166,2166,0.0
Raw Material,0.0,122,2166,2166,0.0
Raw Material,0.0,92,1188,1188,0.0
Raw Material,0.0,92,1188,1188,0.0
Raw Material,0.0,92,1188,1188,0.0
Raw Material,0.0,92,1188,1188,0.0
Raw Material,0.0,122,2269,2269,0.0
Order Only,0.0,30,158,158,0.0
Raw Material,0.0,92,1190,1190,0.0
Raw Material,0.0,92,1190,1190,0.0
Raw Material,0.0,92,1190,1190,0.0
Order Only,0.0,30,215,215,0.0
Raw Material,0.0,121,1917,1917,0.0
Raw Material,0.0,360,3438,3438,0.0
Raw Material,0.0,62,664,664,0.0
Raw Material,0.0,32,3087,3087,0.0
Raw Material,0.0,32,3087,3087,0.0
Raw Material,0.0,32,3087,3087,0.0
Raw Material,0.0,32,3087,3087,0.0
Raw Material,0.0,92,1061,1061,0.0
Raw Material,0.0,72,2664,2664,0.0
Raw Material,0.0,72,2664,2664,0.0
Raw Material,0.0,72,2664,2664,0.0
Raw Material,0.0,360,3825,3825,0.0
Raw Material,0.0,360,3825,3825,0.0
Raw Material,0.0,360,3825,3825,0.0
Raw Material,0.0,30,3842,3842,0.0
Raw Material,0.0,30,3842,3842,0.0
Raw Material,0.0,30,3842,3842,0.0
Raw Material,0.0,70,955,955,0.0
Raw Material,0.0,87,1077,1077,0.0
Raw Material,0.0,87,1077,1077,0.0
Raw Material,0.0,87,1077,1077,0.0
Raw Material,0.0,122,945,945,0.0
Raw Material,0.0,58,2469,2469,0.0
Raw Material,0.0,58,2469,2469,0.0
Raw Material,0.0,58,2469,2469,0.0
Raw Material,0.0,65,995,995,0.0
Raw Material,0.0,360,766,766,0.0
Raw Material,0.0,107,3338,3338,0.0
Order Only,0.001,30,74,74,1.0
Raw Material,0.0,51,2303,2303,0.0
Raw Material,0.0,51,2303,2303,0.0
Raw Material,0.0,51,2303,2303,0.0
Raw Material,0.0,51,2303,2303,0.0
Order Only,0.001,30,40,40,1.0
Raw Material,0.0,360,3525,3525,0.0
Raw Material,0.0,360,3525,3525,0.0
Raw Material,0.0,360,3525,3525,0.0
Raw Material,0.0,92,3333,3333,0.0
Raw Material,0.0,92,1406,1406,0.0
Raw Material,0.0,42,2918,2918,0.0
Raw Material,0.0,42,2918,2918,0.0
Raw Material,0.0,72,2289,2289,0.0
Raw Material,0.0,91,1824,1824,0.0
Raw Material,0.0,92,1481,1481,0.0
Raw Material,0.0,92,1481,1481,0.0
Raw Material,0.0,92,3376,3376,0.0
Raw Material,0.0,92,3376,3376,0.0
Raw Material,0.0,360,3530,3530,0.0
Raw Material,0.0,42,2920,2920,0.0
Raw Material,0.0,122,839,839,0.0
Raw Material,0.0,122,839,839,0.0
Raw Material,0.0,122,839,839,0.0
Raw Material,0.0,44,2527,2527,0.0
Raw Material,0.0,92,1058,1058,0.0
Raw Material,0.0,92,1058,1058,0.0
Raw Material,0.0,32,3177,3177,0.0
Raw Material,0.0,92,1163,1163,0.0
Raw Material,0.0,52,3066,3066,0.0
Raw Material,0.0,62,3068,3068,0.0
Raw Material,0.0,360,2845,2845,0.0
Raw Material,0.0,92,1197,1197,0.0
Raw Material,0.0,92,1197,1197,0.0
Raw Material,0.0,92,1197,1197,0.0
Raw Material,0.0,92,1197,1197,0.0
Raw Material,0.0,152,3603,3603,0.0
Raw Material,0.0,152,3603,3603,0.0
Raw Material,0.0,152,3603,3603,0.0
Raw Material,0.0,37,2995,2995,0.0
Raw Material,0.0,360,763,763,0.0
Raw Material,0.0,92,4116,4116,0.0
Raw Material,0.0,92,998,998,0.0
Raw Material,0.0,122,3339,3339,0.0
Raw Material,0.0,92,3343,3343,0.0
Order Only,0.003,30,182,182,3.0
Raw Material,0.0,62,3,3,0.0
Raw Material,0.0,182,4103,4103,0.0
Raw Material,0.0,62,4,4,0.0
Raw Material,0.0,92,999,999,0.0
Raw Material,0.0,92,999,999,0.0
Raw Material,0.0,92,999,999,0.0
Raw Material,0.0,92,999,999,0.0
Raw Material,0.0,131,3560,3560,0.0
Raw Material,0.0,100,2204,2204,0.0
Raw Material,0.0,121,4153,4153,0.0
Raw Material,0.0,86,2747,2747,0.0
Raw Material,0.0,86,2747,2747,0.0
Raw Material,0.0,86,2747,2747,0.0
Raw Material,0.0,86,2747,2747,0.0
Raw Material,0.0,182,3760,3760,0.0
Raw Material,0.0,100,2122,2122,0.0
Raw Material,0.0,100,2122,2122,0.0
Raw Material,0.0,100,2122,2122,0.0
Raw Material,0.0,100,1844,1844,0.0
Raw Material,0.0,87,1106,1106,0.0
Raw Material,0.0,87,1106,1106,0.0
Raw Material,0.0,87,1106,1106,0.0
Raw Material,0.0,87,1106,1106,0.0
Raw Material,0.0,122,2177,2177,0.0
Raw Material,0.0,122,2177,2177,0.0
Raw Material,0.0,122,2177,2177,0.0
Raw Material,0.0,51,2304,2304,0.0
Raw Material,0.0,58,2334,2334,0.0
Raw Material,0.0,61,2509,2509,0.0
Raw Material,0.0,152,3425,3425,0.0
Raw Material,0.0,92,1125,1125,0.0
Raw Material,0.0,92,1125,1125,0.0
Raw Material,0.0,100,2097,2097,0.0
Raw Material,0.0,58,2335,2335,0.0
Raw Material,0.0,122,1604,1604,0.0
Raw Material,0.0,44,2324,2324,0.0
Raw Material,0.0,44,2324,2324,0.0
Raw Material,0.0,92,1215,1215,0.0
Raw Material,0.0,92,1215,1215,0.0
Raw Material,0.0,92,1215,1215,0.0
Raw Material,0.0,92,1215,1215,0.0
Raw Material,0.0,32,2955,2955,0.0
Raw Material,0.0,122,1605,1605,0.0
Raw Material,0.0,122,1605,1605,0.0
Raw Material,0.0,122,1605,1605,0.0
Raw Material,0.0,32,3069,3069,0.0
Order Only,0.0,30,152,152,0.0
Raw Material,0.0,92,1189,1189,0.0
Raw Material,0.0,92,1189,1189,0.0
Raw Material,0.0,92,1189,1189,0.0
Raw Material,0.0,92,1189,1189,0.0
Raw Material,0.0,58,2459,2459,0.0
Raw Material,0.0,58,2459,2459,0.0
Raw Material,0.0,58,2459,2459,0.0
Raw Material,0.0,100,2167,2167,0.0
Raw Material,0.0,100,2167,2167,0.0
Raw Material,0.0,100,2167,2167,0.0
Raw Material,0.0,100,2167,2167,0.0
Raw Material,0.0,92,1207,1207,0.0
Raw Material,0.0,92,1207,1207,0.0
Raw Material,0.0,92,1207,1207,0.0
Raw Material,0.0,92,1209,1209,0.0
Raw Material,0.0,32,4107,4107,0.0
Raw Material,0.0,32,2923,2923,0.0
Raw Material,0.0,360,2797,2797,0.0
Raw Material,0.0,65,986,986,0.0
Raw Material,0.0,32,2925,2925,0.0
Raw Material,0.0,92,1214,1214,0.0
Raw Material,0.0,92,1214,1214,0.0
Raw Material,0.0,92,1214,1214,0.0
Raw Material,0.0,92,1214,1214,0.0
Order Only,0.001,30,3957,3957,1.0
Raw Material,0.0,92,1216,1216,0.0
Raw Material,0.0,92,1216,1216,0.0
Raw Material,0.0,92,1216,1216,0.0
Raw Material,0.0,65,646,646,0.0
Raw Material,0.0,32,3080,3080,0.0
Raw Material,0.0,65,1000,1000,0.0
Raw Material,0.0,65,1000,1000,0.0
Raw Material,0.0,65,1000,1000,0.0
Raw Material,0.0,152,3836,3836,0.0
Raw Material,0.0,122,4129,4129,0.0
Raw Material,0.0,122,1608,1608,0.0
Raw Material,0.0,122,1608,1608,0.0
Raw Material,0.0,122,1608,1608,0.0
Raw Material,0.0,31,758,758,0.0
Raw Material,0.0,86,1002,1002,0.0
Raw Material,0.0,86,1002,1002,0.0
Raw Material,0.0,86,1002,1002,0.0
Raw Material,0.0,86,1002,1002,0.0
Raw Material,0.0,86,3491,3491,0.0
Normal,0.002,30,236,236,2.0
Raw Material,0.0,86,1701,1701,0.0
Raw Material,0.0,86,1701,1701,0.0
Raw Material,0.0,86,1701,1701,0.0
Raw Material,0.0,86,1676,1676,0.0
Raw Material,0.0,86,1676,1676,0.0
Raw Material,0.0,86,1676,1676,0.0
Raw Material,0.0,86,1676,1676,0.0
Raw Material,0.0,92,1003,1003,0.0
Raw Material,0.0,32,3097,3097,0.0
Raw Material,0.0,93,1156,1156,0.0
Raw Material,0.0,93,1156,1156,0.0
Raw Material,0.0,93,1156,1156,0.0
Raw Material,0.0,93,1156,1156,0.0
Normal,0.002,30,238,238,2.0
Raw Material,0.0,5,5,5,0.0
Raw Material,0.0,32,3844,3844,0.0
Raw Material,0.0,32,3844,3844,0.0
Raw Material,0.0,32,3844,3844,0.0
Raw Material,0.0,92,1253,1253,0.0
Raw Material,0.0,92,1253,1253,0.0
Raw Material,0.0,92,1253,1253,0.0
Raw Material,0.0,87,1552,1552,0.0
Raw Material,0.0,87,1552,1552,0.0
Raw Material,0.0,87,1552,1552,0.0
Order Only,0.0,30,714,714,0.0
Raw Material,0.0,100,2205,2205,0.0
Raw Material,0.0,37,3159,3159,0.0
Raw Material,0.0,182,3429,3429,0.0
Raw Material,0.0,92,1004,1004,0.0
Raw Material,0.0,92,1004,1004,0.0
Raw Material,0.0,92,1004,1004,0.0
Raw Material,0.0,79,2006,2006,0.0
Order Only,0.0,30,618,618,0.0
Raw Material,0.0,122,3477,3477,0.0
Raw Material,0.0,122,3477,3477,0.0
Raw Material,0.0,122,1615,1615,0.0
Raw Material,0.0,92,1275,1275,0.0
Raw Material,0.0,92,1275,1275,0.0
Raw Material,0.0,92,1275,1275,0.0
Raw Material,0.0,92,1275,1275,0.0
Raw Material,0.0,92,963,963,0.0
Raw Material,0.0,92,963,963,0.0
Raw Material,0.0,92,963,963,0.0
Raw Material,0.0,182,3570,3570,0.0
Order Only,0.002,30,620,620,2.0
Raw Material,0.0,30,3847,3847,0.0
Raw Material,0.0,92,1420,1420,0.0
Raw Material,0.0,92,1422,1422,0.0
Raw Material,0.0,86,2291,2291,0.0
Raw Material,0.0,100,1881,1881,0.0
Raw Material,0.0,100,1881,1881,0.0
Raw Material,0.0,100,1881,1881,0.0
Raw Material,0.0,92,1107,1107,0.0
Raw Material,0.0,92,2574,2574,0.0
Raw Material,0.0,122,1606,1606,0.0
Raw Material,0.0,122,1606,1606,0.0
Raw Material,0.0,122,1606,1606,0.0
Raw Material,0.0,72,2603,2603,0.0
Raw Material,0.0,182,3390,3390,0.0
Raw Material,0.0,182,3390,3390,0.0
Raw Material,0.0,58,2530,2530,0.0
Raw Material,0.0,121,3898,3898,0.0
Raw Material,0.0,47,2550,2550,0.0
Raw Material,0.0,47,2550,2550,0.0
Raw Material,0.0,72,1706,1706,0.0
Raw Material,0.0,72,1706,1706,0.0
Raw Material,0.0,72,1706,1706,0.0
Raw Material,0.0,121,4169,4169,0.0
Raw Material,0.0,122,2267,2267,0.0
Raw Material,0.0,122,2267,2267,0.0
Raw Material,0.0,122,2267,2267,0.0
Raw Material,0.0,122,2267,2267,0.0
Raw Material,0.0,17,4181,4181,0.0
Raw Material,0.0,72,2682,2682,0.0
Raw Material,0.0,47,3021,3021,0.0
Raw Material,0.0,100,1718,1718,0.0
Raw Material,0.0,100,1718,1718,0.0
Raw Material,0.0,100,1718,1718,0.0
Raw Material,0.0,87,1277,1277,0.0
Raw Material,0.0,87,1277,1277,0.0
Raw Material,0.0,87,1277,1277,0.0
Raw Material,0.0,87,1277,1277,0.0
Raw Material,0.0,32,2951,2951,0.0
Raw Material,0.0,103,3516,3516,0.0
Raw Material,0.0,103,3516,3516,0.0
Raw Material,0.0,103,3516,3516,0.0
Raw Material,0.0,122,2211,2211,0.0
Raw Material,0.0,122,2211,2211,0.0
Raw Material,0.0,122,2211,2211,0.0
Raw Material,0.0,360,3537,3537,0.0
Raw Material,0.0,144,3740,3740,0.0
Raw Material,0.0,120,2054,2054,0.0
Raw Material,0.0,360,3736,3736,0.0
Raw Material,0.0,44,2566,2566,0.0
Raw Material,0.0,44,2566,2566,0.0
Raw Material,0.0,44,2566,2566,0.0
Raw Material,0.0,44,2566,2566,0.0
Raw Material,0.0,92,1009,1009,0.0
Raw Material,0.0,100,2189,2189,0.0
Raw Material,0.0,114,1735,1735,0.0
Raw Material,0.0,114,1735,1735,0.0
Raw Material,0.0,114,1735,1735,0.0
Raw Material,0.0,114,1735,1735,0.0
Raw Material,0.0,92,1060,1060,0.0
Raw Material,0.0,32,2956,2956,0.0
Raw Material,0.0,86,1973,1973,0.0
Raw Material,0.0,86,1973,1973,0.0
Raw Material,0.0,86,1973,1973,0.0
Raw Material,0.0,92,1502,1502,0.0
Raw Material,0.0,92,1502,1502,0.0
Raw Material,0.0,91,1750,1750,0.0
Raw Material,0.0,91,1750,1750,0.0
Raw Material,0.0,32,2978,2978,0.0
Raw Material,0.0,122,1434,1434,0.0
Raw Material,0.0,92,1113,1113,0.0
Raw Material,0.0,92,1113,1113,0.0
Raw Material,0.0,79,1990,1990,0.0
Raw Material,0.0,86,1714,1714,0.0
Raw Material,0.0,86,1714,1714,0.0
Raw Material,0.0,142,3612,3612,0.0
Raw Material,0.0,92,1115,1115,0.0
Raw Material,0.0,92,1115,1115,0.0
Raw Material,0.0,92,1115,1115,0.0
Raw Material,0.0,114,3521,3521,0.0
Raw Material,0.0,114,3521,3521,0.0
Raw Material,0.0,114,3521,3521,0.0
Raw Material,0.0,114,3521,3521,0.0
Raw Material,0.0,121,3899,3899,0.0
Raw Material,0.0,122,2897,2897,0.0
Raw Material,0.0,122,2897,2897,0.0
Raw Material,0.0,360,3665,3665,0.0
Raw Material,0.0,62,1771,1771,0.0
Raw Material,0.0,62,1771,1771,0.0
Raw Material,0.0,114,3755,3755,0.0
Raw Material,0.0,114,3755,3755,0.0
Raw Material,0.0,114,3755,3755,0.0
Normal,0.003,30,446,446,3.0
Normal,0.003,30,446,446,3.0
Raw Material,0.0,92,1117,1117,0.0
Raw Material,0.0,92,1117,1117,0.0
Raw Material,0.0,92,1117,1117,0.0
Raw Material,0.0,62,665,665,0.0
Raw Material,0.0,122,1607,1607,0.0
Normal,0.001,30,448,448,1.0
Normal,0.001,30,448,448,1.0
Raw Material,0.0,92,1118,1118,0.0
Raw Material,0.0,58,2531,2531,0.0
Raw Material,0.0,122,1609,1609,0.0
Raw Material,0.0,92,1119,1119,0.0
Raw Material,0.0,92,1119,1119,0.0
Raw Material,0.0,92,1119,1119,0.0
Raw Material,0.0,92,1119,1119,0.0
Raw Material,0.0,92,1121,1121,0.0
Raw Material,0.0,30,2969,2969,0.0
Raw Material,0.0,92,1105,1105,0.0
Raw Material,0.0,92,1105,1105,0.0
Raw Material,0.0,92,1105,1105,0.0
Raw Material,0.0,122,2137,2137,0.0
Raw Material,0.0,122,2137,2137,0.0
Raw Material,0.0,122,2137,2137,0.0
Raw Material,0.0,122,2137,2137,0.0
Raw Material,0.0,122,1411,1411,0.0
Raw Material,0.0,122,1411,1411,0.0
Raw Material,0.0,122,1411,1411,0.0
Raw Material,0.0,122,1411,1411,0.0
Raw Material,0.0,107,2702,2702,0.0
Order Only,0.0,30,3967,3967,0.0
Raw Material,0.0,122,3424,3424,0.0
Raw Material,0.0,152,2787,2787,0.0
Raw Material,0.0,92,2080,2080,0.0
Raw Material,0.0,92,2080,2080,0.0
Raw Material,0.0,92,1556,1556,0.0
Raw Material,0.0,92,1556,1556,0.0
Raw Material,0.0,92,1556,1556,0.0
Raw Material,0.0,92,1556,1556,0.0
Raw Material,0.0,172,2711,2711,0.0
Raw Material,0.0,172,2711,2711,0.0
Raw Material,0.0,172,2711,2711,0.0
Raw Material,0.0,172,2711,2711,0.0
Normal,0.001,30,230,230,1.0
Raw Material,0.0,212,2259,2259,0.0
Raw Material,0.0,212,2259,2259,0.0
Raw Material,0.0,169,2788,2788,0.0
Raw Material,0.0,169,2788,2788,0.0
Raw Material,0.0,169,2788,2788,0.0
Raw Material,0.0,122,2139,2139,0.0
Raw Material,0.0,86,1015,1015,0.0
Raw Material,0.0,86,1015,1015,0.0
Raw Material,0.0,86,1015,1015,0.0
Raw Material,0.0,86,1015,1015,0.0
Raw Material,0.0,50,443,443,0.0
Raw Material,0.0,50,443,443,0.0
Normal,0.002,30,145,145,2.0
Raw Material,0.0,120,1834,1834,0.0
Raw Material,0.0,121,2215,2215,0.0
Raw Material,0.0,121,2215,2215,0.0
Raw Material,0.0,121,2215,2215,0.0
Raw Material,0.0,121,2215,2215,0.0
Raw Material,0.0,92,2093,2093,0.0
Raw Material,0.0,92,2093,2093,0.0
Raw Material,0.0,360,3709,3709,0.0
Raw Material,0.0,122,2837,2837,0.0
Raw Material,0.0,122,2129,2129,0.0
Raw Material,0.0,122,2129,2129,0.0
Raw Material,0.0,122,2129,2129,0.0
Raw Material,0.0,184,3579,3579,0.0
Raw Material,0.0,360,3681,3681,0.0
Raw Material,0.0,79,1754,1754,0.0
Raw Material,0.0,79,1754,1754,0.0
Raw Material,0.0,79,1754,1754,0.0
Raw Material,0.0,79,1754,1754,0.0
Raw Material,0.0,121,2220,2220,0.0
Raw Material,0.0,121,2220,2220,0.0
Raw Material,0.0,121,1756,1756,0.0
Raw Material,0.0,121,1756,1756,0.0
Raw Material,0.0,121,1756,1756,0.0
Raw Material,0.0,121,1756,1756,0.0
Normal,0.001,30,449,449,1.0
Normal,0.001,30,449,449,1.0
Type4 Component,0.001,30,137,137,1.0
Raw Material,0.0,86,1758,1758,0.0
Raw Material,0.0,360,3683,3683,0.0
Raw Material,0.0,86,1769,1769,0.0
Raw Material,0.0,86,1769,1769,0.0
Raw Material,0.0,86,1769,1769,0.0
Raw Material,0.0,86,1769,1769,0.0
Raw Material,0.0,17,3258,3258,0.0
Raw Material,0.0,100,2123,2123,0.0
Raw Material,0.0,100,2123,2123,0.0
Raw Material,0.0,100,2123,2123,0.0
Raw Material,0.0,360,3666,3666,0.0
Raw Material,0.0,86,1686,1686,0.0
Raw Material,0.0,86,1686,1686,0.0
Raw Material,0.0,86,1686,1686,0.0
Raw Material,0.0,37,3113,3113,0.0
Raw Material,0.0,100,2124,2124,0.0
Raw Material,0.0,92,1407,1407,0.0
Raw Material,0.0,92,1407,1407,0.0
Raw Material,0.0,92,1126,1126,0.0
Raw Material,0.0,92,1126,1126,0.0
Raw Material,0.0,92,1126,1126,0.0
Raw Material,0.0,92,1126,1126,0.0
Raw Material,0.0,122,4111,4111,0.0
Raw Material,0.0,44,671,671,0.0
Raw Material,0.0,44,2325,2325,0.0
Raw Material,0.0,92,1130,1130,0.0
Raw Material,0.0,92,1130,1130,0.0
Raw Material,0.0,92,1130,1130,0.0
Raw Material,0.0,92,1436,1436,0.0
Raw Material,0.0,92,1436,1436,0.0
Raw Material,0.0,92,1436,1436,0.0
Raw Material,0.0,92,1436,1436,0.0
Raw Material,0.0,114,3756,3756,0.0
Raw Material,0.0,114,3756,3756,0.0
Raw Material,0.0,114,3756,3756,0.0
Raw Material,0.0,360,3436,3436,0.0
Raw Material,0.0,360,768,768,0.0
Raw Material,0.0,92,1134,1134,0.0
Raw Material,0.0,152,2265,2265,0.0
Raw Material,0.0,122,4150,4150,0.0
Raw Material,0.0,92,1097,1097,0.0
Raw Material,0.0,92,1097,1097,0.0
Raw Material,0.0,92,1097,1097,0.0
Raw Material,0.0,92,1097,1097,0.0
Raw Material,0.0,39,4193,4193,0.0
Raw Material,0.0,39,4193,4193,0.0
Raw Material,0.0,39,4193,4193,0.0
Raw Material,0.0,122,2210,2210,0.0
Raw Material,0.0,73,2684,2684,0.0
Raw Material,0.0,92,2894,2894,0.0
Raw Material,0.0,92,2894,2894,0.0
Raw Material,0.0,73,2685,2685,0.0
Raw Material,0.0,73,2685,2685,0.0
Raw Material,0.0,73,2685,2685,0.0
Raw Material,0.0,121,4126,4126,0.0
Raw Material,0.0,360,3553,3553,0.0
Raw Material,0.0,360,3553,3553,0.0
Raw Material,0.0,360,3553,3553,0.0
Raw Material,0.0,360,3728,3728,0.0
Raw Material,0.0,360,3728,3728,0.0
Raw Material,0.0,360,3728,3728,0.0
Raw Material,0.0,93,1571,1571,0.0
Raw Material,0.0,93,1571,1571,0.0
Raw Material,0.0,93,1571,1571,0.0
Raw Material,0.0,86,1020,1020,0.0
Raw Material,0.0,37,3071,3071,0.0
Raw Material,0.0,37,3071,3071,0.0
Raw Material,0.0,37,3071,3071,0.0
Order Only,0.0,30,3960,3960,0.0
Raw Material,0.0,52,2478,2478,0.0
Raw Material,0.0,58,2447,2447,0.0
Raw Material,0.0,92,1102,1102,0.0
Raw Material,0.0,92,1102,1102,0.0
Raw Material,0.0,92,1102,1102,0.0
Raw Material,0.0,92,1102,1102,0.0
Raw Material,0.0,47,4010,4010,0.0
Raw Material,0.0,360,3667,3667,0.0
Normal,0.002,30,127,127,2.0
Normal,0.002,30,127,127,2.0
Raw Material,0.0,162,2728,2728,0.0
Raw Material,0.0,162,2728,2728,0.0
Raw Material,0.0,162,2728,2728,0.0
Raw Material,0.0,91,2028,2028,0.0
Raw Material,0.0,91,2028,2028,0.0
Raw Material,0.0,91,2028,2028,0.0
Raw Material,0.0,32,2993,2993,0.0
Raw Material,0.0,32,3317,3317,0.0
Raw Material,0.0,32,3317,3317,0.0
Raw Material,0.0,32,3317,3317,0.0
Raw Material,0.0,32,3317,3317,0.0
Raw Material,0.0,32,2994,2994,0.0
Raw Material,0.0,86,1806,1806,0.0
Raw Material,0.0,92,1051,1051,0.0
Raw Material,0.0,92,1051,1051,0.0
Raw Material,0.0,92,1051,1051,0.0
Raw Material,0.0,92,1051,1051,0.0
Raw Material,0.0,47,3009,3009,0.0
Raw Material,0.0,47,41,41,0.0
Raw Material,0.0,37,3010,3010,0.0
Raw Material,0.0,93,1150,1150,0.0
Raw Material,0.0,93,1150,1150,0.0
Raw Material,0.0,93,1150,1150,0.0
Raw Material,0.0,93,1150,1150,0.0
Raw Material,0.0,92,1444,1444,0.0
Raw Material,0.0,92,1444,1444,0.0
Raw Material,0.0,47,3011,3011,0.0
Raw Material,0.0,92,1152,1152,0.0
Raw Material,0.0,247,3558,3558,0.0
Raw Material,0.0,360,3674,3674,0.0
Raw Material,0.0,122,1814,1814,0.0
Raw Material,0.0,122,1814,1814,0.0
Raw Material,0.0,122,1814,1814,0.0
Raw Material,0.0,122,1814,1814,0.0
Raw Material,0.0,100,1815,1815,0.0
Raw Material,0.0,100,1815,1815,0.0
Raw Material,0.0,86,3488,3488,0.0
Normal,0.002,30,596,596,2.0
Raw Material,0.0,87,1154,1154,0.0
Raw Material,0.0,87,1154,1154,0.0
Raw Material,0.0,87,1154,1154,0.0
Raw Material,0.0,87,1154,1154,0.0
