alter_cost,multiplier,period,plant,priority_col,type,assembly,item_code1,item_code2
-1.0,1,43,72,2,alternate,190,779,780
-1.0,1,44,72,2,alternate,190,779,780
-1.0,1,45,72,2,alternate,190,779,780
-1.0,1,46,72,2,alternate,190,779,780
-1.0,1,47,72,2,alternate,190,779,780
-1.0,1,48,72,2,alternate,190,779,780
-1.0,1,49,72,2,alternate,190,779,780
-1.0,1,50,72,2,alternate,190,779,780
-1.0,1,51,72,2,alternate,190,779,780
-1.0,1,52,72,2,alternate,190,779,780
-1.0,1,53,72,2,alternate,190,779,780
-1.0,1,54,72,2,alternate,190,779,780
-1.0,1,55,72,2,alternate,190,779,780
-1.0,1,56,72,2,alternate,190,779,780
-1.0,1,57,72,2,alternate,190,779,780
-1.0,1,58,72,2,alternate,190,779,780
-1.0,1,59,72,2,alternate,190,779,780
-1.0,1,60,72,2,alternate,190,779,780
-1.0,1,61,72,2,alternate,190,779,780
-1.0,1,62,72,2,alternate,190,779,780
-1.0,1,63,72,2,alternate,190,779,780
-1.0,1,64,72,2,alternate,190,779,780
-1.0,1,65,72,2,alternate,190,779,780
-1.0,1,66,72,2,alternate,190,779,780
-1.0,1,67,72,2,alternate,190,779,780
-1.0,1,68,72,2,alternate,190,779,780
-1.0,1,69,72,2,alternate,190,779,780
-1.0,1,70,72,2,alternate,190,779,780
-1.0,1,77,72,2,alternate,190,779,780
-1.0,1,84,72,2,alternate,190,779,780
-1.0,1,91,72,2,alternate,190,779,780
-1.0,1,98,72,2,alternate,190,779,780
-1.0,1,105,72,2,alternate,190,779,780
-1.0,1,112,72,2,alternate,190,779,780
-1.0,1,119,72,2,alternate,190,779,780
-1.0,1,126,72,2,alternate,190,779,780
-1.0,1,133,72,2,alternate,190,779,780
-1.0,1,36,68,2,alternate,225,779,780
-1.0,1,37,68,2,alternate,225,779,780
-1.0,1,38,68,2,alternate,225,779,780
-1.0,1,39,68,2,alternate,225,779,780
-1.0,1,40,68,2,alternate,225,779,780
-1.0,1,41,68,2,alternate,225,779,780
-1.0,1,42,68,2,alternate,225,779,780
-1.0,1,43,68,2,alternate,225,779,780
-1.0,1,44,68,2,alternate,225,779,780
-1.0,1,45,68,2,alternate,225,779,780
-1.0,1,46,68,2,alternate,225,779,780
-1.0,1,47,68,2,alternate,225,779,780
-1.0,1,48,68,2,alternate,225,779,780
-1.0,1,49,68,2,alternate,225,779,780
-1.0,1,50,68,2,alternate,225,779,780
-1.0,1,51,68,2,alternate,225,779,780
-1.0,1,52,68,2,alternate,225,779,780
-1.0,1,53,68,2,alternate,225,779,780
-1.0,1,54,68,2,alternate,225,779,780
-1.0,1,55,68,2,alternate,225,779,780
-1.0,1,56,68,2,alternate,225,779,780
-1.0,1,57,68,2,alternate,225,779,780
-1.0,1,58,68,2,alternate,225,779,780
-1.0,1,59,68,2,alternate,225,779,780
-1.0,1,60,68,2,alternate,225,779,780
-1.0,1,61,68,2,alternate,225,779,780
-1.0,1,62,68,2,alternate,225,779,780
-1.0,1,63,68,2,alternate,225,779,780
-1.0,1,64,68,2,alternate,225,779,780
-1.0,1,65,68,2,alternate,225,779,780
-1.0,1,66,68,2,alternate,225,779,780
-1.0,1,67,68,2,alternate,225,779,780
-1.0,1,68,68,2,alternate,225,779,780
-1.0,1,69,68,2,alternate,225,779,780
-1.0,1,70,68,2,alternate,225,779,780
-1.0,1,77,68,2,alternate,225,779,780
-1.0,1,84,68,2,alternate,225,779,780
-1.0,1,91,68,2,alternate,225,779,780
-1.0,1,98,68,2,alternate,225,779,780
-1.0,1,105,68,2,alternate,225,779,780
-1.0,1,112,68,2,alternate,225,779,780
-1.0,1,119,68,2,alternate,225,779,780
-1.0,1,126,68,2,alternate,225,779,780
-1.0,1,133,68,2,alternate,225,779,780
5.0,1,36,18,1,alternate,127,2982,2980
5.0,1,37,18,1,alternate,127,2982,2980
5.0,1,38,18,1,alternate,127,2982,2980
5.0,1,39,18,1,alternate,127,2982,2980
5.0,1,40,18,1,alternate,127,2982,2980
5.0,1,41,18,1,alternate,127,2982,2980
5.0,1,42,18,1,alternate,127,2982,2980
5.0,1,43,18,1,alternate,127,2982,2980
5.0,1,44,18,1,alternate,127,2982,2980
5.0,1,45,18,1,alternate,127,2982,2980
5.0,1,46,18,1,alternate,127,2982,2980
5.0,1,47,18,1,alternate,127,2982,2980
5.0,1,48,18,1,alternate,127,2982,2980
5.0,1,49,18,1,alternate,127,2982,2980
5.0,1,50,18,1,alternate,127,2982,2980
5.0,1,51,18,1,alternate,127,2982,2980
5.0,1,52,18,1,alternate,127,2982,2980
5.0,1,53,18,1,alternate,127,2982,2980
5.0,1,54,18,1,alternate,127,2982,2980
5.0,1,55,18,1,alternate,127,2982,2980
5.0,1,56,18,1,alternate,127,2982,2980
5.0,1,57,18,1,alternate,127,2982,2980
5.0,1,58,18,1,alternate,127,2982,2980
5.0,1,59,18,1,alternate,127,2982,2980
5.0,1,60,18,1,alternate,127,2982,2980
5.0,1,61,18,1,alternate,127,2982,2980
5.0,1,62,18,1,alternate,127,2982,2980
5.0,1,36,72,1,alternate,127,2982,2980
5.0,1,37,72,1,alternate,127,2982,2980
5.0,1,38,72,1,alternate,127,2982,2980
5.0,1,39,72,1,alternate,127,2982,2980
5.0,1,40,72,1,alternate,127,2982,2980
5.0,1,41,72,1,alternate,127,2982,2980
5.0,1,42,72,1,alternate,127,2982,2980
5.0,1,43,72,1,alternate,127,2982,2980
5.0,1,44,72,1,alternate,127,2982,2980
5.0,1,45,72,1,alternate,127,2982,2980
5.0,1,46,72,1,alternate,127,2982,2980
5.0,1,47,72,1,alternate,127,2982,2980
5.0,1,48,72,1,alternate,127,2982,2980
5.0,1,49,72,1,alternate,127,2982,2980
5.0,1,50,72,1,alternate,127,2982,2980
5.0,1,51,72,1,alternate,127,2982,2980
5.0,1,52,72,1,alternate,127,2982,2980
5.0,1,53,72,1,alternate,127,2982,2980
5.0,1,54,72,1,alternate,127,2982,2980
5.0,1,55,72,1,alternate,127,2982,2980
5.0,1,56,72,1,alternate,127,2982,2980
5.0,1,57,72,1,alternate,127,2982,2980
5.0,1,58,72,1,alternate,127,2982,2980
5.0,1,59,72,1,alternate,127,2982,2980
5.0,1,60,72,1,alternate,127,2982,2980
5.0,1,61,72,1,alternate,127,2982,2980
5.0,1,62,72,1,alternate,127,2982,2980
5.0,1,36,18,1,alternate,128,2982,2980
5.0,1,37,18,1,alternate,128,2982,2980
5.0,1,38,18,1,alternate,128,2982,2980
5.0,1,39,18,1,alternate,128,2982,2980
5.0,1,40,18,1,alternate,128,2982,2980
5.0,1,41,18,1,alternate,128,2982,2980
5.0,1,42,18,1,alternate,128,2982,2980
5.0,1,43,18,1,alternate,128,2982,2980
5.0,1,44,18,1,alternate,128,2982,2980
5.0,1,45,18,1,alternate,128,2982,2980
5.0,1,46,18,1,alternate,128,2982,2980
5.0,1,47,18,1,alternate,128,2982,2980
5.0,1,48,18,1,alternate,128,2982,2980
5.0,1,49,18,1,alternate,128,2982,2980
5.0,1,50,18,1,alternate,128,2982,2980
5.0,1,51,18,1,alternate,128,2982,2980
5.0,1,52,18,1,alternate,128,2982,2980
5.0,1,53,18,1,alternate,128,2982,2980
5.0,1,54,18,1,alternate,128,2982,2980
5.0,1,55,18,1,alternate,128,2982,2980
5.0,1,56,18,1,alternate,128,2982,2980
5.0,1,57,18,1,alternate,128,2982,2980
5.0,1,58,18,1,alternate,128,2982,2980
5.0,1,59,18,1,alternate,128,2982,2980
5.0,1,60,18,1,alternate,128,2982,2980
5.0,1,61,18,1,alternate,128,2982,2980
5.0,1,62,18,1,alternate,128,2982,2980
5.0,1,36,72,1,alternate,128,2982,2980
5.0,1,37,72,1,alternate,128,2982,2980
5.0,1,38,72,1,alternate,128,2982,2980
5.0,1,39,72,1,alternate,128,2982,2980
5.0,1,40,72,1,alternate,128,2982,2980
5.0,1,41,72,1,alternate,128,2982,2980
5.0,1,42,72,1,alternate,128,2982,2980
5.0,1,43,72,1,alternate,128,2982,2980
5.0,1,44,72,1,alternate,128,2982,2980
5.0,1,45,72,1,alternate,128,2982,2980
5.0,1,46,72,1,alternate,128,2982,2980
5.0,1,47,72,1,alternate,128,2982,2980
5.0,1,48,72,1,alternate,128,2982,2980
5.0,1,49,72,1,alternate,128,2982,2980
5.0,1,50,72,1,alternate,128,2982,2980
5.0,1,51,72,1,alternate,128,2982,2980
5.0,1,52,72,1,alternate,128,2982,2980
5.0,1,53,72,1,alternate,128,2982,2980
5.0,1,54,72,1,alternate,128,2982,2980
5.0,1,55,72,1,alternate,128,2982,2980
5.0,1,56,72,1,alternate,128,2982,2980
5.0,1,57,72,1,alternate,128,2982,2980
5.0,1,58,72,1,alternate,128,2982,2980
5.0,1,59,72,1,alternate,128,2982,2980
5.0,1,60,72,1,alternate,128,2982,2980
5.0,1,61,72,1,alternate,128,2982,2980
5.0,1,62,72,1,alternate,128,2982,2980
5.0,1,36,18,1,alternate,127,2982,2980
5.0,1,37,18,1,alternate,127,2982,2980
5.0,1,38,18,1,alternate,127,2982,2980
5.0,1,39,18,1,alternate,127,2982,2980
5.0,1,40,18,1,alternate,127,2982,2980
5.0,1,41,18,1,alternate,127,2982,2980
5.0,1,42,18,1,alternate,127,2982,2980
5.0,1,43,18,1,alternate,127,2982,2980
5.0,1,44,18,1,alternate,127,2982,2980
5.0,1,45,18,1,alternate,127,2982,2980
5.0,1,46,18,1,alternate,127,2982,2980
5.0,1,47,18,1,alternate,127,2982,2980
5.0,1,48,18,1,alternate,127,2982,2980
5.0,1,49,18,1,alternate,127,2982,2980
5.0,1,50,18,1,alternate,127,2982,2980
5.0,1,51,18,1,alternate,127,2982,2980
5.0,1,52,18,1,alternate,127,2982,2980
5.0,1,53,18,1,alternate,127,2982,2980
5.0,1,54,18,1,alternate,127,2982,2980
5.0,1,55,18,1,alternate,127,2982,2980
5.0,1,56,18,1,alternate,127,2982,2980
5.0,1,57,18,1,alternate,127,2982,2980
5.0,1,58,18,1,alternate,127,2982,2980
5.0,1,59,18,1,alternate,127,2982,2980
5.0,1,60,18,1,alternate,127,2982,2980
5.0,1,61,18,1,alternate,127,2982,2980
5.0,1,62,18,1,alternate,127,2982,2980
5.0,1,36,72,1,alternate,127,2982,2980
5.0,1,37,72,1,alternate,127,2982,2980
5.0,1,38,72,1,alternate,127,2982,2980
5.0,1,39,72,1,alternate,127,2982,2980
5.0,1,40,72,1,alternate,127,2982,2980
5.0,1,41,72,1,alternate,127,2982,2980
5.0,1,42,72,1,alternate,127,2982,2980
5.0,1,43,72,1,alternate,127,2982,2980
5.0,1,44,72,1,alternate,127,2982,2980
5.0,1,45,72,1,alternate,127,2982,2980
5.0,1,46,72,1,alternate,127,2982,2980
5.0,1,47,72,1,alternate,127,2982,2980
5.0,1,48,72,1,alternate,127,2982,2980
5.0,1,49,72,1,alternate,127,2982,2980
5.0,1,50,72,1,alternate,127,2982,2980
5.0,1,51,72,1,alternate,127,2982,2980
5.0,1,52,72,1,alternate,127,2982,2980
5.0,1,53,72,1,alternate,127,2982,2980
5.0,1,54,72,1,alternate,127,2982,2980
5.0,1,55,72,1,alternate,127,2982,2980
5.0,1,56,72,1,alternate,127,2982,2980
5.0,1,57,72,1,alternate,127,2982,2980
5.0,1,58,72,1,alternate,127,2982,2980
5.0,1,59,72,1,alternate,127,2982,2980
5.0,1,60,72,1,alternate,127,2982,2980
5.0,1,61,72,1,alternate,127,2982,2980
5.0,1,62,72,1,alternate,127,2982,2980
5.0,1,36,14,1,alternate,184,2982,2980
5.0,1,37,14,1,alternate,184,2982,2980
5.0,1,38,14,1,alternate,184,2982,2980
5.0,1,39,14,1,alternate,184,2982,2980
5.0,1,40,14,1,alternate,184,2982,2980
5.0,1,41,14,1,alternate,184,2982,2980
5.0,1,42,14,1,alternate,184,2982,2980
5.0,1,43,14,1,alternate,184,2982,2980
5.0,1,44,14,1,alternate,184,2982,2980
5.0,1,45,14,1,alternate,184,2982,2980
5.0,1,46,14,1,alternate,184,2982,2980
5.0,1,47,14,1,alternate,184,2982,2980
5.0,1,48,14,1,alternate,184,2982,2980
5.0,1,49,14,1,alternate,184,2982,2980
5.0,1,50,14,1,alternate,184,2982,2980
5.0,1,51,14,1,alternate,184,2982,2980
5.0,1,52,14,1,alternate,184,2982,2980
5.0,1,53,14,1,alternate,184,2982,2980
5.0,1,54,14,1,alternate,184,2982,2980
5.0,1,55,14,1,alternate,184,2982,2980
5.0,1,56,14,1,alternate,184,2982,2980
5.0,1,57,14,1,alternate,184,2982,2980
5.0,1,58,14,1,alternate,184,2982,2980
5.0,1,59,14,1,alternate,184,2982,2980
5.0,1,60,14,1,alternate,184,2982,2980
5.0,1,61,14,1,alternate,184,2982,2980
5.0,1,62,14,1,alternate,184,2982,2980
5.0,1,36,18,1,alternate,184,2982,2980
5.0,1,37,18,1,alternate,184,2982,2980
5.0,1,38,18,1,alternate,184,2982,2980
5.0,1,39,18,1,alternate,184,2982,2980
5.0,1,40,18,1,alternate,184,2982,2980
5.0,1,41,18,1,alternate,184,2982,2980
5.0,1,42,18,1,alternate,184,2982,2980
5.0,1,43,18,1,alternate,184,2982,2980
5.0,1,44,18,1,alternate,184,2982,2980
5.0,1,45,18,1,alternate,184,2982,2980
5.0,1,46,18,1,alternate,184,2982,2980
5.0,1,47,18,1,alternate,184,2982,2980
5.0,1,48,18,1,alternate,184,2982,2980
5.0,1,49,18,1,alternate,184,2982,2980
5.0,1,50,18,1,alternate,184,2982,2980
5.0,1,51,18,1,alternate,184,2982,2980
5.0,1,52,18,1,alternate,184,2982,2980
5.0,1,53,18,1,alternate,184,2982,2980
5.0,1,54,18,1,alternate,184,2982,2980
5.0,1,55,18,1,alternate,184,2982,2980
5.0,1,56,18,1,alternate,184,2982,2980
5.0,1,57,18,1,alternate,184,2982,2980
5.0,1,58,18,1,alternate,184,2982,2980
5.0,1,59,18,1,alternate,184,2982,2980
5.0,1,60,18,1,alternate,184,2982,2980
5.0,1,61,18,1,alternate,184,2982,2980
5.0,1,62,18,1,alternate,184,2982,2980
5.0,1,36,72,1,alternate,184,2982,2980
5.0,1,37,72,1,alternate,184,2982,2980
5.0,1,38,72,1,alternate,184,2982,2980
5.0,1,39,72,1,alternate,184,2982,2980
5.0,1,40,72,1,alternate,184,2982,2980
5.0,1,41,72,1,alternate,184,2982,2980
5.0,1,42,72,1,alternate,184,2982,2980
5.0,1,43,72,1,alternate,184,2982,2980
5.0,1,44,72,1,alternate,184,2982,2980
5.0,1,45,72,1,alternate,184,2982,2980
5.0,1,46,72,1,alternate,184,2982,2980
5.0,1,47,72,1,alternate,184,2982,2980
5.0,1,48,72,1,alternate,184,2982,2980
5.0,1,49,72,1,alternate,184,2982,2980
5.0,1,50,72,1,alternate,184,2982,2980
5.0,1,51,72,1,alternate,184,2982,2980
5.0,1,52,72,1,alternate,184,2982,2980
5.0,1,53,72,1,alternate,184,2982,2980
5.0,1,54,72,1,alternate,184,2982,2980
5.0,1,55,72,1,alternate,184,2982,2980
5.0,1,56,72,1,alternate,184,2982,2980
5.0,1,57,72,1,alternate,184,2982,2980
5.0,1,58,72,1,alternate,184,2982,2980
5.0,1,59,72,1,alternate,184,2982,2980
5.0,1,60,72,1,alternate,184,2982,2980
5.0,1,61,72,1,alternate,184,2982,2980
5.0,1,62,72,1,alternate,184,2982,2980
5.0,1,36,14,1,alternate,186,2982,2980
5.0,1,37,14,1,alternate,186,2982,2980
5.0,1,38,14,1,alternate,186,2982,2980
5.0,1,39,14,1,alternate,186,2982,2980
5.0,1,40,14,1,alternate,186,2982,2980
5.0,1,41,14,1,alternate,186,2982,2980
5.0,1,42,14,1,alternate,186,2982,2980
5.0,1,43,14,1,alternate,186,2982,2980
5.0,1,44,14,1,alternate,186,2982,2980
5.0,1,45,14,1,alternate,186,2982,2980
5.0,1,46,14,1,alternate,186,2982,2980
5.0,1,47,14,1,alternate,186,2982,2980
5.0,1,48,14,1,alternate,186,2982,2980
5.0,1,49,14,1,alternate,186,2982,2980
5.0,1,50,14,1,alternate,186,2982,2980
5.0,1,51,14,1,alternate,186,2982,2980
5.0,1,52,14,1,alternate,186,2982,2980
5.0,1,53,14,1,alternate,186,2982,2980
5.0,1,54,14,1,alternate,186,2982,2980
5.0,1,55,14,1,alternate,186,2982,2980
5.0,1,56,14,1,alternate,186,2982,2980
5.0,1,57,14,1,alternate,186,2982,2980
5.0,1,58,14,1,alternate,186,2982,2980
5.0,1,59,14,1,alternate,186,2982,2980
5.0,1,60,14,1,alternate,186,2982,2980
5.0,1,61,14,1,alternate,186,2982,2980
5.0,1,62,14,1,alternate,186,2982,2980
5.0,1,36,18,1,alternate,186,2982,2980
5.0,1,37,18,1,alternate,186,2982,2980
5.0,1,38,18,1,alternate,186,2982,2980
5.0,1,39,18,1,alternate,186,2982,2980
5.0,1,40,18,1,alternate,186,2982,2980
5.0,1,41,18,1,alternate,186,2982,2980
5.0,1,42,18,1,alternate,186,2982,2980
5.0,1,43,18,1,alternate,186,2982,2980
5.0,1,44,18,1,alternate,186,2982,2980
5.0,1,45,18,1,alternate,186,2982,2980
5.0,1,46,18,1,alternate,186,2982,2980
5.0,1,47,18,1,alternate,186,2982,2980
5.0,1,48,18,1,alternate,186,2982,2980
5.0,1,49,18,1,alternate,186,2982,2980
5.0,1,50,18,1,alternate,186,2982,2980
5.0,1,51,18,1,alternate,186,2982,2980
5.0,1,52,18,1,alternate,186,2982,2980
5.0,1,53,18,1,alternate,186,2982,2980
5.0,1,54,18,1,alternate,186,2982,2980
5.0,1,55,18,1,alternate,186,2982,2980
5.0,1,56,18,1,alternate,186,2982,2980
5.0,1,57,18,1,alternate,186,2982,2980
5.0,1,58,18,1,alternate,186,2982,2980
5.0,1,59,18,1,alternate,186,2982,2980
5.0,1,60,18,1,alternate,186,2982,2980
5.0,1,61,18,1,alternate,186,2982,2980
5.0,1,62,18,1,alternate,186,2982,2980
5.0,1,36,72,1,alternate,186,2982,2980
5.0,1,37,72,1,alternate,186,2982,2980
5.0,1,38,72,1,alternate,186,2982,2980
5.0,1,39,72,1,alternate,186,2982,2980
5.0,1,40,72,1,alternate,186,2982,2980
5.0,1,41,72,1,alternate,186,2982,2980
5.0,1,42,72,1,alternate,186,2982,2980
5.0,1,43,72,1,alternate,186,2982,2980
5.0,1,44,72,1,alternate,186,2982,2980
5.0,1,45,72,1,alternate,186,2982,2980
5.0,1,46,72,1,alternate,186,2982,2980
5.0,1,47,72,1,alternate,186,2982,2980
5.0,1,48,72,1,alternate,186,2982,2980
5.0,1,49,72,1,alternate,186,2982,2980
5.0,1,50,72,1,alternate,186,2982,2980
5.0,1,51,72,1,alternate,186,2982,2980
5.0,1,52,72,1,alternate,186,2982,2980
5.0,1,53,72,1,alternate,186,2982,2980
5.0,1,54,72,1,alternate,186,2982,2980
5.0,1,55,72,1,alternate,186,2982,2980
5.0,1,56,72,1,alternate,186,2982,2980
5.0,1,57,72,1,alternate,186,2982,2980
5.0,1,58,72,1,alternate,186,2982,2980
5.0,1,59,72,1,alternate,186,2982,2980
5.0,1,60,72,1,alternate,186,2982,2980
5.0,1,61,72,1,alternate,186,2982,2980
5.0,1,62,72,1,alternate,186,2982,2980
5.0,1,36,14,1,alternate,187,2982,2980
5.0,1,37,14,1,alternate,187,2982,2980
5.0,1,38,14,1,alternate,187,2982,2980
5.0,1,39,14,1,alternate,187,2982,2980
5.0,1,40,14,1,alternate,187,2982,2980
5.0,1,41,14,1,alternate,187,2982,2980
5.0,1,42,14,1,alternate,187,2982,2980
5.0,1,43,14,1,alternate,187,2982,2980
5.0,1,44,14,1,alternate,187,2982,2980
5.0,1,45,14,1,alternate,187,2982,2980
5.0,1,46,14,1,alternate,187,2982,2980
5.0,1,47,14,1,alternate,187,2982,2980
5.0,1,48,14,1,alternate,187,2982,2980
5.0,1,49,14,1,alternate,187,2982,2980
5.0,1,50,14,1,alternate,187,2982,2980
5.0,1,51,14,1,alternate,187,2982,2980
5.0,1,52,14,1,alternate,187,2982,2980
5.0,1,53,14,1,alternate,187,2982,2980
5.0,1,54,14,1,alternate,187,2982,2980
5.0,1,55,14,1,alternate,187,2982,2980
5.0,1,56,14,1,alternate,187,2982,2980
5.0,1,57,14,1,alternate,187,2982,2980
5.0,1,58,14,1,alternate,187,2982,2980
5.0,1,59,14,1,alternate,187,2982,2980
5.0,1,60,14,1,alternate,187,2982,2980
5.0,1,61,14,1,alternate,187,2982,2980
5.0,1,62,14,1,alternate,187,2982,2980
5.0,1,36,18,1,alternate,187,2982,2980
5.0,1,37,18,1,alternate,187,2982,2980
5.0,1,38,18,1,alternate,187,2982,2980
5.0,1,39,18,1,alternate,187,2982,2980
5.0,1,40,18,1,alternate,187,2982,2980
5.0,1,41,18,1,alternate,187,2982,2980
5.0,1,42,18,1,alternate,187,2982,2980
5.0,1,43,18,1,alternate,187,2982,2980
5.0,1,44,18,1,alternate,187,2982,2980
5.0,1,45,18,1,alternate,187,2982,2980
5.0,1,46,18,1,alternate,187,2982,2980
5.0,1,47,18,1,alternate,187,2982,2980
5.0,1,48,18,1,alternate,187,2982,2980
5.0,1,49,18,1,alternate,187,2982,2980
5.0,1,50,18,1,alternate,187,2982,2980
5.0,1,51,18,1,alternate,187,2982,2980
5.0,1,52,18,1,alternate,187,2982,2980
5.0,1,53,18,1,alternate,187,2982,2980
5.0,1,54,18,1,alternate,187,2982,2980
5.0,1,55,18,1,alternate,187,2982,2980
5.0,1,56,18,1,alternate,187,2982,2980
5.0,1,57,18,1,alternate,187,2982,2980
5.0,1,58,18,1,alternate,187,2982,2980
5.0,1,59,18,1,alternate,187,2982,2980
5.0,1,60,18,1,alternate,187,2982,2980
5.0,1,61,18,1,alternate,187,2982,2980
5.0,1,62,18,1,alternate,187,2982,2980
5.0,1,36,72,1,alternate,187,2982,2980
5.0,1,37,72,1,alternate,187,2982,2980
5.0,1,38,72,1,alternate,187,2982,2980
5.0,1,39,72,1,alternate,187,2982,2980
5.0,1,40,72,1,alternate,187,2982,2980
5.0,1,41,72,1,alternate,187,2982,2980
5.0,1,42,72,1,alternate,187,2982,2980
5.0,1,43,72,1,alternate,187,2982,2980
5.0,1,44,72,1,alternate,187,2982,2980
5.0,1,45,72,1,alternate,187,2982,2980
5.0,1,46,72,1,alternate,187,2982,2980
5.0,1,47,72,1,alternate,187,2982,2980
5.0,1,48,72,1,alternate,187,2982,2980
5.0,1,49,72,1,alternate,187,2982,2980
5.0,1,50,72,1,alternate,187,2982,2980
5.0,1,51,72,1,alternate,187,2982,2980
5.0,1,52,72,1,alternate,187,2982,2980
5.0,1,53,72,1,alternate,187,2982,2980
5.0,1,54,72,1,alternate,187,2982,2980
5.0,1,55,72,1,alternate,187,2982,2980
5.0,1,56,72,1,alternate,187,2982,2980
5.0,1,57,72,1,alternate,187,2982,2980
5.0,1,58,72,1,alternate,187,2982,2980
5.0,1,59,72,1,alternate,187,2982,2980
5.0,1,60,72,1,alternate,187,2982,2980
5.0,1,61,72,1,alternate,187,2982,2980
5.0,1,62,72,1,alternate,187,2982,2980
5.0,1,36,14,1,alternate,188,2982,2980
5.0,1,37,14,1,alternate,188,2982,2980
5.0,1,38,14,1,alternate,188,2982,2980
5.0,1,39,14,1,alternate,188,2982,2980
5.0,1,40,14,1,alternate,188,2982,2980
5.0,1,41,14,1,alternate,188,2982,2980
5.0,1,42,14,1,alternate,188,2982,2980
5.0,1,43,14,1,alternate,188,2982,2980
5.0,1,44,14,1,alternate,188,2982,2980
5.0,1,45,14,1,alternate,188,2982,2980
5.0,1,46,14,1,alternate,188,2982,2980
5.0,1,47,14,1,alternate,188,2982,2980
5.0,1,48,14,1,alternate,188,2982,2980
5.0,1,49,14,1,alternate,188,2982,2980
5.0,1,50,14,1,alternate,188,2982,2980
5.0,1,51,14,1,alternate,188,2982,2980
5.0,1,52,14,1,alternate,188,2982,2980
5.0,1,53,14,1,alternate,188,2982,2980
5.0,1,54,14,1,alternate,188,2982,2980
5.0,1,55,14,1,alternate,188,2982,2980
5.0,1,56,14,1,alternate,188,2982,2980
5.0,1,57,14,1,alternate,188,2982,2980
5.0,1,58,14,1,alternate,188,2982,2980
5.0,1,59,14,1,alternate,188,2982,2980
5.0,1,60,14,1,alternate,188,2982,2980
5.0,1,61,14,1,alternate,188,2982,2980
5.0,1,62,14,1,alternate,188,2982,2980
5.0,1,36,18,1,alternate,188,2982,2980
5.0,1,37,18,1,alternate,188,2982,2980
5.0,1,38,18,1,alternate,188,2982,2980
5.0,1,39,18,1,alternate,188,2982,2980
5.0,1,40,18,1,alternate,188,2982,2980
5.0,1,41,18,1,alternate,188,2982,2980
5.0,1,42,18,1,alternate,188,2982,2980
5.0,1,43,18,1,alternate,188,2982,2980
5.0,1,44,18,1,alternate,188,2982,2980
5.0,1,45,18,1,alternate,188,2982,2980
5.0,1,46,18,1,alternate,188,2982,2980
5.0,1,47,18,1,alternate,188,2982,2980
5.0,1,48,18,1,alternate,188,2982,2980
5.0,1,49,18,1,alternate,188,2982,2980
5.0,1,50,18,1,alternate,188,2982,2980
5.0,1,51,18,1,alternate,188,2982,2980
5.0,1,52,18,1,alternate,188,2982,2980
5.0,1,53,18,1,alternate,188,2982,2980
5.0,1,54,18,1,alternate,188,2982,2980
5.0,1,55,18,1,alternate,188,2982,2980
5.0,1,56,18,1,alternate,188,2982,2980
5.0,1,57,18,1,alternate,188,2982,2980
5.0,1,58,18,1,alternate,188,2982,2980
5.0,1,59,18,1,alternate,188,2982,2980
5.0,1,60,18,1,alternate,188,2982,2980
5.0,1,61,18,1,alternate,188,2982,2980
5.0,1,62,18,1,alternate,188,2982,2980
5.0,1,36,72,1,alternate,188,2982,2980
5.0,1,37,72,1,alternate,188,2982,2980
5.0,1,38,72,1,alternate,188,2982,2980
5.0,1,39,72,1,alternate,188,2982,2980
5.0,1,40,72,1,alternate,188,2982,2980
5.0,1,41,72,1,alternate,188,2982,2980
5.0,1,42,72,1,alternate,188,2982,2980
5.0,1,43,72,1,alternate,188,2982,2980
5.0,1,44,72,1,alternate,188,2982,2980
5.0,1,45,72,1,alternate,188,2982,2980
5.0,1,46,72,1,alternate,188,2982,2980
5.0,1,47,72,1,alternate,188,2982,2980
5.0,1,48,72,1,alternate,188,2982,2980
5.0,1,49,72,1,alternate,188,2982,2980
5.0,1,50,72,1,alternate,188,2982,2980
5.0,1,51,72,1,alternate,188,2982,2980
5.0,1,52,72,1,alternate,188,2982,2980
5.0,1,53,72,1,alternate,188,2982,2980
5.0,1,54,72,1,alternate,188,2982,2980
5.0,1,55,72,1,alternate,188,2982,2980
5.0,1,56,72,1,alternate,188,2982,2980
5.0,1,57,72,1,alternate,188,2982,2980
5.0,1,58,72,1,alternate,188,2982,2980
5.0,1,59,72,1,alternate,188,2982,2980
5.0,1,60,72,1,alternate,188,2982,2980
5.0,1,61,72,1,alternate,188,2982,2980
5.0,1,62,72,1,alternate,188,2982,2980
5.0,1,36,14,1,alternate,190,2982,2980
5.0,1,37,14,1,alternate,190,2982,2980
5.0,1,38,14,1,alternate,190,2982,2980
5.0,1,39,14,1,alternate,190,2982,2980
5.0,1,40,14,1,alternate,190,2982,2980
5.0,1,41,14,1,alternate,190,2982,2980
5.0,1,42,14,1,alternate,190,2982,2980
5.0,1,43,14,1,alternate,190,2982,2980
5.0,1,44,14,1,alternate,190,2982,2980
5.0,1,45,14,1,alternate,190,2982,2980
5.0,1,46,14,1,alternate,190,2982,2980
5.0,1,47,14,1,alternate,190,2982,2980
5.0,1,48,14,1,alternate,190,2982,2980
5.0,1,49,14,1,alternate,190,2982,2980
5.0,1,50,14,1,alternate,190,2982,2980
5.0,1,51,14,1,alternate,190,2982,2980
5.0,1,52,14,1,alternate,190,2982,2980
5.0,1,53,14,1,alternate,190,2982,2980
