qty,plant,assembly,component
1.0,60,3932,1937
6.0,210,3953,1921
6.0,61,3953,1921
6.0,60,3953,1921
6.0,210,3934,1921
6.0,153,3934,1921
6.0,61,3934,1921
6.0,60,3934,1921
6.0,210,3933,1921
6.0,61,3933,1921
6.0,60,3933,1921
6.0,210,3932,1921
6.0,61,3932,1921
6.0,60,3932,1921
7.0,210,3953,1911
7.0,61,3953,1911
7.0,60,3953,1911
7.0,210,3934,1911
7.0,153,3934,1911
7.0,61,3934,1911
7.0,60,3934,1911
7.0,210,3933,1911
7.0,61,3933,1911
7.0,60,3933,1911
7.0,210,3932,1911
7.0,61,3932,1911
7.0,60,3932,1911
5.0,210,3953,1906
5.0,61,3953,1906
5.0,60,3953,1906
5.0,210,3934,1906
5.0,153,3934,1906
5.0,61,3934,1906
5.0,60,3934,1906
5.0,210,3933,1906
5.0,61,3933,1906
5.0,60,3933,1906
5.0,210,3932,1906
5.0,61,3932,1906
5.0,60,3932,1906
1.0,210,3921,1906
1.0,150,3921,1906
1.0,60,3921,1906
6.0,231,826,1906
12.0,72,568,1906
20.0,4,540,1906
8.0,46,537,1906
24.0,4,536,1906
75.0,72,529,1906
1.0,133,525,1906
28.0,72,507,1906
12.0,133,504,1906
12.0,4,504,1906
6.0,72,501,1906
1.0,72,498,1906
3.0,4,497,1906
1.0,72,491,1906
1.0,72,490,1906
1.0,72,485,1906
5.0,72,481,1906
1.0,168,477,1906
2.0,72,456,1906
28.0,70,449,1906
4.0,70,448,1906
22.0,70,446,1906
2.0,181,98,1906
2.0,46,98,1906
1.0,181,97,1906
1.0,46,97,1906
2.0,138,58,1906
2.0,56,58,1906
2.0,138,54,1906
2.0,56,54,1906
1.0,210,3953,1831
1.0,61,3953,1831
1.0,60,3953,1831
1.0,210,3934,1831
1.0,153,3934,1831
1.0,61,3934,1831
1.0,60,3934,1831
1.0,210,3933,1831
1.0,61,3933,1831
1.0,60,3933,1831
1.0,210,3932,1831
1.0,61,3932,1831
1.0,60,3932,1831
1.0,210,3953,1829
1.0,61,3953,1829
1.0,60,3953,1829
1.0,210,3934,1829
1.0,153,3934,1829
1.0,61,3934,1829
1.0,60,3934,1829
1.0,210,3933,1829
1.0,61,3933,1829
1.0,60,3933,1829
1.0,210,3932,1829
1.0,61,3932,1829
1.0,60,3932,1829
178.0,68,831,1829
215.0,231,826,1829
97.0,68,825,1829
16.0,235,800,1829
16.0,235,799,1829
97.0,72,587,1829
97.0,72,586,1829
30.0,70,578,1829
30.0,70,577,1829
30.0,70,575,1829
178.0,72,570,1829
178.0,72,569,1829
1.0,133,565,1829
1.0,72,565,1829
1.0,133,564,1829
1.0,72,564,1829
30.0,69,560,1829
1.0,80,551,1829
1.0,46,551,1829
37.0,11,550,1829
37.0,11,549,1829
16.0,72,513,1829
16.0,72,512,1829
16.0,133,493,1829
1.0,72,474,1829
256.0,72,473,1829
186.0,231,471,1829
186.0,231,469,1829
256.0,72,465,1829
256.0,72,464,1829
34.0,69,463,1829
186.0,69,460,1829
34.0,69,459,1829
4.0,72,457,1829
1.0,181,111,1829
1.0,46,111,1829
4.0,210,3953,1823
4.0,61,3953,1823
4.0,60,3953,1823
4.0,210,3934,1823
4.0,153,3934,1823
4.0,61,3934,1823
4.0,60,3934,1823
4.0,210,3933,1823
4.0,61,3933,1823
4.0,60,3933,1823
4.0,210,3932,1823
4.0,61,3932,1823
4.0,60,3932,1823
2.0,210,3921,1823
2.0,150,3921,1823
2.0,60,3921,1823
2.0,210,3953,1821
2.0,61,3953,1821
2.0,60,3953,1821
2.0,210,3934,1821
2.0,153,3934,1821
2.0,61,3934,1821
2.0,60,3934,1821
2.0,210,3933,1821
2.0,61,3933,1821
2.0,60,3933,1821
2.0,210,3932,1821
2.0,61,3932,1821
2.0,60,3932,1821
2.0,210,3953,1808
2.0,61,3953,1808
2.0,60,3953,1808
2.0,210,3934,1808
2.0,153,3934,1808
2.0,61,3934,1808
2.0,60,3934,1808
2.0,210,3933,1808
2.0,61,3933,1808
2.0,60,3933,1808
2.0,210,3932,1808
2.0,61,3932,1808
2.0,60,3932,1808
1.0,210,3953,1803
1.0,61,3953,1803
1.0,60,3953,1803
1.0,210,3934,1803
1.0,153,3934,1803
1.0,61,3934,1803
1.0,60,3934,1803
1.0,210,3933,1803
1.0,61,3933,1803
1.0,60,3933,1803
1.0,210,3932,1803
1.0,61,3932,1803
1.0,60,3932,1803
31.0,72,568,1803
31.0,72,457,1803
32.0,72,456,1803
1.0,210,3953,1801
1.0,61,3953,1801
1.0,60,3953,1801
1.0,210,3934,1801
1.0,153,3934,1801
1.0,61,3934,1801
1.0,60,3934,1801
1.0,210,3933,1801
1.0,61,3933,1801
1.0,60,3933,1801
1.0,210,3932,1801
1.0,61,3932,1801
1.0,60,3932,1801
3.0,210,3953,1800
3.0,61,3953,1800
3.0,60,3953,1800
3.0,210,3934,1800
3.0,153,3934,1800
3.0,61,3934,1800
3.0,60,3934,1800
3.0,210,3933,1800
3.0,61,3933,1800
3.0,60,3933,1800
3.0,210,3932,1800
3.0,61,3932,1800
3.0,60,3932,1800
4.0,210,3953,1798
4.0,61,3953,1798
4.0,60,3953,1798
4.0,210,3934,1798
4.0,153,3934,1798
4.0,61,3934,1798
4.0,60,3934,1798
4.0,210,3933,1798
4.0,61,3933,1798
4.0,60,3933,1798
4.0,210,3932,1798
4.0,61,3932,1798
4.0,60,3932,1798
2.0,210,3921,1798
2.0,150,3921,1798
2.0,60,3921,1798
3.0,72,516,1798
25.0,72,507,1798
12.0,4,506,1798
12.0,4,505,1798
14.0,133,504,1798
14.0,4,504,1798
13.0,72,491,1798
13.0,72,490,1798
28.0,210,3953,1795
28.0,61,3953,1795
28.0,60,3953,1795
28.0,210,3934,1795
28.0,153,3934,1795
28.0,61,3934,1795
28.0,60,3934,1795
28.0,210,3933,1795
28.0,61,3933,1795
28.0,60,3933,1795
28.0,210,3932,1795
28.0,61,3932,1795
28.0,60,3932,1795
38.0,4,543,1795
1.0,46,537,1795
17.0,72,507,1795
27.0,72,495,1795
2.0,72,491,1795
2.0,72,490,1795
5.0,72,481,1795
4.0,181,98,1795
2.0,181,98,1795
4.0,46,98,1795
2.0,46,98,1795
5.0,210,3953,1785
5.0,61,3953,1785
5.0,60,3953,1785
5.0,210,3934,1785
5.0,153,3934,1785
5.0,61,3934,1785
5.0,60,3934,1785
5.0,210,3933,1785
5.0,61,3933,1785
5.0,60,3933,1785
5.0,210,3932,1785
5.0,61,3932,1785
5.0,60,3932,1785
9.0,210,3921,1785
9.0,150,3921,1785
9.0,60,3921,1785
16.0,70,578,1785
16.0,70,577,1785
16.0,70,575,1785
2.0,181,544,1785
2.0,70,467,1785
2.0,70,455,1785
4.0,70,449,1785
28.0,70,446,1785
1.0,261,106,1785
1.0,261,106,1785
1.0,168,106,1785
1.0,168,106,1785
8.0,210,3953,1782
8.0,61,3953,1782
8.0,60,3953,1782
8.0,210,3934,1782
8.0,153,3934,1782
8.0,61,3934,1782
8.0,60,3934,1782
8.0,210,3933,1782
8.0,61,3933,1782
8.0,60,3933,1782
8.0,210,3932,1782
8.0,61,3932,1782
8.0,60,3932,1782
36.0,231,826,1782
2.0,72,568,1782
3.0,4,540,1782
2.0,4,536,1782
2.0,4,506,1782
2.0,4,505,1782
2.0,133,504,1782
2.0,4,504,1782
1.0,72,501,1782
2.0,72,491,1782
2.0,72,490,1782
1.0,210,3953,1766
1.0,61,3953,1766
1.0,60,3953,1766
1.0,210,3934,1766
1.0,153,3934,1766
1.0,61,3934,1766
1.0,60,3934,1766
1.0,210,3933,1766
1.0,61,3933,1766
1.0,60,3933,1766
1.0,210,3932,1766
1.0,61,3932,1766
1.0,60,3932,1766
39.0,72,529,1766
22.0,72,507,1766
6.0,4,506,1766
6.0,4,505,1766
6.0,133,504,1766
6.0,4,504,1766
5.0,72,491,1766
5.0,72,490,1766
112.0,210,3953,1756
112.0,61,3953,1756
112.0,60,3953,1756
112.0,210,3934,1756
112.0,153,3934,1756
112.0,61,3934,1756
112.0,60,3934,1756
112.0,210,3933,1756
112.0,61,3933,1756
112.0,60,3933,1756
112.0,210,3932,1756
112.0,61,3932,1756
112.0,60,3932,1756
70.0,210,3921,1756
70.0,150,3921,1756
70.0,60,3921,1756
14.0,235,791,1756
14.0,231,791,1756
28.0,68,790,1756
28.0,68,789,1756
169.0,11,550,1756
169.0,11,549,1756
96.0,4,543,1756
36.0,4,541,1756
338.0,4,540,1756
11.0,46,537,1756
413.0,4,536,1756
19.0,72,534,1756
38.0,72,531,1756
779.0,72,529,1756
4.0,72,527,1756
107.0,133,525,1756
21.0,11,514,1756
555.0,72,507,1756
3.0,4,506,1756
3.0,4,505,1756
21.0,72,498,1756
2.0,72,496,1756
19.0,72,495,1756
14.0,72,494,1756
108.0,72,491,1756
108.0,72,490,1756
1.0,72,489,1756
28.0,133,486,1756
296.0,72,485,1756
2.0,72,481,1756
13.0,72,480,1756
27.0,72,479,1756
20.0,72,451,1756
2.0,168,101,1756
14.0,181,98,1756
7.0,181,98,1756
14.0,46,98,1756
7.0,46,98,1756
17.0,181,97,1756
11.0,181,97,1756
17.0,46,97,1756
11.0,46,97,1756
35.0,210,3953,1754
35.0,61,3953,1754
35.0,60,3953,1754
35.0,210,3934,1754
35.0,153,3934,1754
35.0,61,3934,1754
35.0,60,3934,1754
35.0,210,3933,1754
35.0,61,3933,1754
35.0,60,3933,1754
35.0,210,3932,1754
35.0,61,3932,1754
35.0,60,3932,1754
7.0,235,800,1754
7.0,235,799,1754
92.0,235,791,1754
92.0,231,791,1754
4.0,68,790,1754
4.0,68,789,1754
12.0,72,568,1754
125.0,4,540,1754
141.0,4,536,1754
6.0,133,525,1754
7.0,72,513,1754
7.0,72,512,1754
18.0,4,506,1754
18.0,4,505,1754
14.0,133,504,1754
14.0,4,504,1754
91.0,72,495,1754
92.0,72,494,1754
6.0,133,493,1754
12.0,72,491,1754
12.0,72,490,1754
4.0,133,486,1754
1.0,210,3953,1751
1.0,61,3953,1751
1.0,60,3953,1751
1.0,210,3934,1751
1.0,153,3934,1751
1.0,61,3934,1751
1.0,60,3934,1751
1.0,210,3933,1751
1.0,61,3933,1751
1.0,60,3933,1751
1.0,210,3932,1751
1.0,61,3932,1751
1.0,60,3932,1751
2.0,210,3921,1751
2.0,150,3921,1751
2.0,60,3921,1751
17.0,68,831,1751
32.0,231,826,1751
41.0,68,825,1751
41.0,72,587,1751
41.0,72,586,1751
17.0,72,570,1751
17.0,72,569,1751
4.0,72,553,1751
3.0,80,551,1751
3.0,46,551,1751
1.0,181,544,1751
6.0,72,531,1751
47.0,72,529,1751
50.0,231,471,1751
50.0,231,469,1751
50.0,69,460,1751
1.0,70,449,1751
1.0,70,446,1751
1.0,181,111,1751
1.0,46,111,1751
4.0,210,3953,1731
4.0,61,3953,1731
4.0,60,3953,1731
4.0,210,3934,1731
4.0,153,3934,1731
4.0,61,3934,1731
4.0,60,3934,1731
4.0,210,3933,1731
4.0,61,3933,1731
4.0,60,3933,1731
4.0,210,3932,1731
4.0,61,3932,1731
4.0,60,3932,1731
2.0,68,831,1731
2.0,231,826,1731
2.0,72,570,1731
2.0,72,569,1731
2.0,69,463,1731
2.0,69,459,1731
21.0,210,3953,1726
21.0,61,3953,1726
21.0,60,3953,1726
21.0,210,3934,1726
21.0,153,3934,1726
21.0,61,3934,1726
21.0,60,3934,1726
21.0,210,3933,1726
21.0,61,3933,1726
21.0,60,3933,1726
21.0,210,3932,1726
21.0,61,3932,1726
21.0,60,3932,1726
2.0,72,579,1726
4.0,210,3953,1716
4.0,61,3953,1716
4.0,60,3953,1716
4.0,210,3934,1716
4.0,153,3934,1716
4.0,61,3934,1716
4.0,60,3934,1716
4.0,210,3933,1716
4.0,61,3933,1716
4.0,60,3933,1716
4.0,210,3932,1716
4.0,61,3932,1716
4.0,60,3932,1716
2.0,70,449,1716
1.0,181,144,1716
6.0,181,111,1716
6.0,46,111,1716
1.0,261,110,1716
1.0,181,110,1716
1.0,80,110,1716
1.0,46,110,1716
1.0,261,106,1716
1.0,168,106,1716
1.0,210,3953,1713
1.0,61,3953,1713
1.0,60,3953,1713
1.0,210,3934,1713
1.0,153,3934,1713
1.0,61,3934,1713
1.0,60,3934,1713
1.0,210,3933,1713
1.0,61,3933,1713
1.0,60,3933,1713
1.0,210,3932,1713
1.0,61,3932,1713
1.0,60,3932,1713
2.0,68,790,1713
2.0,68,789,1713
2.0,4,540,1713
6.0,4,536,1713
9.0,72,507,1713
2.0,133,486,1713
5.0,210,3953,1712
5.0,61,3953,1712
5.0,60,3953,1712
5.0,210,3934,1712
5.0,153,3934,1712
5.0,61,3934,1712
5.0,60,3934,1712
5.0,210,3933,1712
5.0,61,3933,1712
5.0,60,3933,1712
5.0,210,3932,1712
5.0,61,3932,1712
5.0,60,3932,1712
3.0,70,578,1712
3.0,70,577,1712
3.0,70,575,1712
1.0,181,544,1712
2.0,72,473,1712
2.0,72,465,1712
2.0,72,464,1712
2.0,72,456,1712
1.0,181,111,1712
1.0,46,111,1712
1.0,261,110,1712
1.0,181,110,1712
1.0,80,110,1712
1.0,46,110,1712
1.0,210,3953,1708
1.0,61,3953,1708
1.0,60,3953,1708
1.0,210,3934,1708
1.0,153,3934,1708
1.0,61,3934,1708
1.0,60,3934,1708
1.0,210,3933,1708
1.0,61,3933,1708
1.0,60,3933,1708
1.0,210,3932,1708
1.0,61,3932,1708
1.0,60,3932,1708
1.0,210,3921,1708
1.0,150,3921,1708
1.0,60,3921,1708
2.0,68,831,1708
2.0,231,826,1708
2.0,72,570,1708
2.0,72,569,1708
2.0,70,446,1708
4.0,210,3953,1680
4.0,61,3953,1680
4.0,60,3953,1680
4.0,210,3934,1680
4.0,153,3934,1680
4.0,61,3934,1680
4.0,60,3934,1680
4.0,210,3933,1680
4.0,61,3933,1680
4.0,60,3933,1680
4.0,210,3932,1680
4.0,61,3932,1680
4.0,60,3932,1680
45.0,68,831,1680
41.0,231,826,1680
61.0,68,825,1680
4.0,235,800,1680
4.0,235,799,1680
61.0,72,587,1680
61.0,72,586,1680
17.0,70,578,1680
17.0,70,577,1680
18.0,70,575,1680
45.0,72,570,1680
45.0,72,569,1680
3.0,72,568,1680
8.0,133,565,1680
8.0,72,565,1680
8.0,133,564,1680
8.0,72,564,1680
3.0,69,560,1680
13.0,72,553,1680
4.0,80,551,1680
4.0,46,551,1680
4.0,181,544,1680
3.0,72,521,1680
1.0,133,518,1680
1.0,133,517,1680
4.0,72,513,1680
4.0,72,512,1680
4.0,133,493,1680
8.0,72,474,1680
32.0,72,473,1680
24.0,231,471,1680
24.0,231,469,1680
32.0,72,465,1680
32.0,72,464,1680
22.0,69,463,1680
24.0,69,460,1680
22.0,69,459,1680
4.0,72,457,1680
1.0,133,450,1680
20.0,70,446,1680
11.0,181,144,1680
5.0,181,144,1680
1.0,181,144,1680
11.0,181,111,1680
5.0,181,111,1680
2.0,181,111,1680
11.0,46,111,1680
5.0,46,111,1680
2.0,46,111,1680
9.0,261,110,1680
5.0,261,110,1680
1.0,261,110,1680
9.0,181,110,1680
5.0,181,110,1680
1.0,181,110,1680
9.0,80,110,1680
5.0,80,110,1680
1.0,80,110,1680
9.0,46,110,1680
5.0,46,110,1680
1.0,46,110,1680
10.0,261,106,1680
1.0,261,106,1680
10.0,168,106,1680
1.0,168,106,1680
1.0,210,3953,1621
1.0,61,3953,1621
1.0,60,3953,1621
1.0,210,3934,1621
1.0,153,3934,1621
1.0,61,3934,1621
1.0,60,3934,1621
1.0,210,3933,1621
1.0,61,3933,1621
1.0,60,3933,1621
1.0,210,3932,1621
1.0,61,3932,1621
1.0,60,3932,1621
1.0,210,3953,1618
1.0,61,3953,1618
1.0,60,3953,1618
1.0,210,3934,1618
1.0,153,3934,1618
1.0,61,3934,1618
1.0,60,3934,1618
1.0,210,3933,1618
1.0,61,3933,1618
1.0,60,3933,1618
1.0,210,3932,1618
1.0,61,3932,1618
1.0,60,3932,1618
1.0,210,3952,3733
1.0,150,3952,3733
1.0,60,3952,3733
1.0,210,3952,3186
1.0,150,3952,3186
1.0,60,3952,3186
1.0,210,3921,3186
1.0,150,3921,3186
1.0,60,3921,3186
1.0,210,3952,3185
1.0,150,3952,3185
1.0,60,3952,3185
1.0,210,3921,3185
1.0,150,3921,3185
1.0,60,3921,3185
1.0,153,3948,3206
1.0,150,3948,3206
1.0,153,3948,3205
1.0,150,3948,3205
1.0,210,3943,3340
1.0,61,3943,3340
1.0,210,3940,3340
1.0,61,3940,3340
1.0,210,3943,3236
1.0,61,3943,3236
1.0,210,3940,3236
1.0,61,3940,3236
1.0,210,3943,3202
1.0,61,3943,3202
1.0,210,3940,3202
1.0,61,3940,3202
1.0,210,3943,3201
1.0,61,3943,3201
1.0,210,3940,3201
1.0,61,3940,3201
1.0,210,3943,3200
1.0,61,3943,3200
1.0,210,3940,3200
1.0,61,3940,3200
1.0,210,3943,3199
1.0,61,3943,3199
1.0,210,3940,3199
1.0,61,3940,3199
1.0,210,3943,2274
1.0,61,3943,2274
1.0,210,3940,2274
1.0,61,3940,2274
1.0,210,3921,2274
1.0,150,3921,2274
1.0,60,3921,2274
1.0,210,3943,18
1.0,61,3943,18
1.0,210,3940,18
1.0,61,3940,18
1.0,150,3925,18
1.0,61,3925,18
1.0,150,3909,18
1.0,61,3909,18
1.0,210,3934,25
1.0,153,3934,25
1.0,61,3934,25
1.0,60,3934,25
1.0,210,3932,25
1.0,61,3932,25
1.0,60,3932,25
1.0,61,3904,25
1.0,60,3904,25
1.0,210,3933,23
1.0,61,3933,23
1.0,60,3933,23
1.0,150,3925,3231
1.0,61,3925,3231
1.0,150,3909,3231
1.0,61,3909,3231
1.0,61,3924,19
1.0,61,3922,35
1.0,60,3922,35
1.0,210,3900,35
1.0,60,3900,35
1.0,210,3921,2769
1.0,150,3921,2769
1.0,60,3921,2769
2.0,210,3921,1940
2.0,150,3921,1940
2.0,60,3921,1940
1.0,210,3921,1853
1.0,150,3921,1853
1.0,60,3921,1853
36.0,231,826,1853
28.0,68,825,1853
28.0,72,587,1853
28.0,72,586,1853
1.0,72,553,1853
4.0,181,544,1853
22.0,231,471,1853
22.0,231,469,1853
22.0,69,460,1853
2.0,72,457,1853
28.0,70,449,1853
6.0,70,446,1853
2.0,181,144,1853
1.0,210,3921,1847
1.0,150,3921,1847
1.0,60,3921,1847
2.0,80,551,1847
2.0,46,551,1847
2.0,181,144,1847
4.0,261,110,1847
4.0,181,110,1847
4.0,80,110,1847
4.0,46,110,1847
1.0,210,3921,1814
1.0,150,3921,1814
1.0,60,3921,1814
2.0,80,551,1814
2.0,46,551,1814
7.0,181,544,1814
54.0,261,106,1814
54.0,168,106,1814
5.0,210,3921,1804
5.0,150,3921,1804
5.0,60,3921,1804
44.0,72,568,1804
110.0,72,507,1804
31.0,4,506,1804
31.0,4,505,1804
44.0,133,504,1804
44.0,4,504,1804
45.0,72,491,1804
45.0,72,490,1804
5.0,210,3921,1730
5.0,150,3921,1730
5.0,60,3921,1730
2.0,72,495,1730
2.0,210,3921,1727
2.0,150,3921,1727
2.0,60,3921,1727
1.0,210,3921,1721
1.0,150,3921,1721
1.0,60,3921,1721
4.0,72,529,1721
3.0,181,98,1721
3.0,46,98,1721
4.0,210,3921,1715
4.0,150,3921,1715
4.0,60,3921,1715
2.0,72,491,1715
2.0,72,490,1715
2.0,181,98,1715
2.0,46,98,1715
1.0,210,3921,1714
1.0,150,3921,1714
1.0,60,3921,1714
1.0,261,106,1714
1.0,168,106,1714
1.0,210,3921,1711
1.0,150,3921,1711
1.0,60,3921,1711
3.0,11,547,1711
2.0,4,540,1711
2.0,4,536,1711
2.0,72,480,1711
1.0,181,98,1711
1.0,46,98,1711
1.0,210,3921,1709
1.0,150,3921,1709
1.0,60,3921,1709
2.0,72,507,1709
1.0,210,3921,1702
1.0,150,3921,1702
1.0,60,3921,1702
3.0,68,820,1702
3.0,68,819,1702
1.0,68,790,1702
1.0,68,789,1702
14.0,4,540,1702
3.0,46,537,1702
16.0,4,536,1702
6.0,72,496,1702
3.0,4,492,1702
1.0,133,486,1702
1.0,72,481,1702
11.0,168,101,1702
11.0,181,98,1702
7.0,181,98,1702
11.0,46,98,1702
7.0,46,98,1702
8.0,210,3921,1697
8.0,150,3921,1697
8.0,60,3921,1697
2.0,70,467,1697
2.0,70,455,1697
1.0,70,446,1697
1.0,210,3921,1681
1.0,150,3921,1681
1.0,60,3921,1681
11.0,4,543,1681
2.0,4,540,1681
2.0,46,537,1681
2.0,4,536,1681
6.0,4,506,1681
6.0,4,505,1681
3.0,72,495,1681
1.0,72,491,1681
1.0,72,490,1681
2.0,72,481,1681
21.0,168,101,1681
2.0,210,3921,1679
2.0,150,3921,1679
2.0,60,3921,1679
5.0,72,579,1679
1.0,133,567,1679
10.0,11,550,1679
10.0,11,549,1679
17.0,4,543,1679
1.0,4,541,1679
10.0,4,540,1679
4.0,46,537,1679
5.0,4,536,1679
5.0,72,534,1679
7.0,72,531,1679
37.0,72,529,1679
9.0,133,525,1679
7.0,11,514,1679
30.0,72,507,1679
2.0,72,491,1679
2.0,72,490,1679
7.0,72,489,1679
1.0,72,481,1679
4.0,72,479,1679
1.0,72,451,1679
17.0,168,101,1679
10.0,181,98,1679
5.0,181,98,1679
10.0,46,98,1679
5.0,46,98,1679
15.0,181,97,1679
5.0,181,97,1679
15.0,46,97,1679
5.0,46,97,1679
2.0,210,3921,1623
2.0,150,3921,1623
2.0,60,3921,1623
1.0,210,3921,1619
1.0,150,3921,1619
1.0,60,3921,1619
1.0,61,3904,3654
1.0,60,3904,3654
1.0,61,3904,3605
1.0,60,3904,3605
1.0,61,3904,3198
1.0,60,3904,3198
1.0,61,3904,3197
1.0,60,3904,3197
1.0,61,3904,3196
1.0,60,3904,3196
1.0,61,3904,3195
1.0,60,3904,3195
1.0,70,3336,3413
1.0,68,831,4129
1.0,68,831,4098
14.0,68,831,4010
14.0,231,826,4010
14.0,72,570,4010
14.0,72,569,4010
1.0,68,831,3860
1.0,231,826,3860
1.0,72,570,3860
1.0,72,569,3860
13.0,68,831,3854
13.0,231,826,3854
5.0,68,825,3854
5.0,72,587,3854
5.0,72,586,3854
13.0,72,570,3854
13.0,72,569,3854
1.0,72,568,3854
1.0,133,565,3854
1.0,72,565,3854
1.0,133,564,3854
1.0,72,564,3854
5.0,11,550,3854
5.0,11,549,3854
6.0,4,536,3854
1.0,72,531,3854
1.0,72,474,3854
8.0,72,473,3854
12.0,231,469,3854
8.0,72,465,3854
8.0,72,464,3854
4.0,68,831,3848
3.0,231,826,3848
5.0,68,825,3848
5.0,72,587,3848
5.0,72,586,3848
4.0,72,570,3848
4.0,72,569,3848
1.0,72,568,3848
1.0,4,543,3848
1.0,4,541,3848
1.0,4,540,3848
4.0,72,529,3848
1.0,72,521,3848
1.0,133,518,3848
1.0,133,517,3848
1.0,4,506,3848
1.0,4,505,3848
1.0,133,504,3848
1.0,4,504,3848
1.0,72,498,3848
1.0,4,497,3848
2.0,72,491,3848
2.0,72,490,3848
3.0,72,473,3848
3.0,231,471,3848
3.0,231,469,3848
3.0,72,465,3848
3.0,72,464,3848
1.0,69,463,3848
1.0,69,462,3848
3.0,69,460,3848
1.0,69,459,3848
3.0,72,457,3848
1.0,69,453,3848
1.0,72,451,3848
1.0,133,450,3848
1.0,68,831,3792
1.0,231,826,3792
2.0,70,578,3792
2.0,70,577,3792
2.0,70,575,3792
1.0,72,570,3792
1.0,72,569,3792
1.0,72,521,3792
1.0,72,473,3792
1.0,72,465,3792
1.0,72,464,3792
2.0,68,831,3788
2.0,68,831,3690
2.0,231,826,3690
2.0,72,570,3690
2.0,72,569,3690
1.0,4,536,3690
1.0,72,521,3690
1.0,133,520,3690
1.0,72,513,3690
1.0,72,512,3690
1.0,72,501,3690
1.0,4,497,3690
1.0,72,495,3690
1.0,72,494,3690
1.0,133,493,3690
1.0,72,473,3690
1.0,72,465,3690
1.0,72,464,3690
1.0,72,456,3690
3.0,68,831,3637
3.0,231,826,3637
2.0,70,578,3637
2.0,70,577,3637
2.0,70,575,3637
3.0,72,570,3637
3.0,72,569,3637
1.0,133,565,3637
1.0,72,565,3637
1.0,133,564,3637
1.0,72,564,3637
1.0,72,474,3637
1.0,72,473,3637
3.0,231,471,3637
3.0,231,469,3637
1.0,72,465,3637
1.0,72,464,3637
1.0,69,463,3637
3.0,69,460,3637
1.0,69,459,3637
1.0,70,446,3637
2.0,68,831,3635
2.0,231,826,3635
3.0,68,825,3635
3.0,72,587,3635
3.0,72,586,3635
2.0,70,578,3635
2.0,70,577,3635
2.0,70,575,3635
2.0,72,570,3635
2.0,72,569,3635
1.0,69,560,3635
1.0,4,540,3635
1.0,4,536,3635
1.0,72,473,3635
1.0,72,465,3635
1.0,72,464,3635
3.0,69,463,3635
3.0,69,459,3635
1.0,70,449,3635
3.0,70,446,3635
1.0,68,831,3633
1.0,231,826,3633
1.0,70,578,3633
1.0,70,577,3633
1.0,70,575,3633
1.0,72,570,3633
1.0,72,569,3633
1.0,69,463,3633
1.0,69,459,3633
8.0,68,831,3599
5.0,68,825,3599
5.0,72,587,3599
5.0,72,586,3599
8.0,72,570,3599
8.0,72,569,3599
8.0,231,471,3599
8.0,231,469,3599
8.0,69,460,3599
32.0,68,831,3584
36.0,231,826,3584
11.0,68,825,3584
11.0,72,587,3584
11.0,72,586,3584
32.0,72,570,3584
32.0,72,569,3584
3.0,72,531,3584
11.0,72,529,3584
22.0,231,471,3584
22.0,231,469,3584
22.0,69,460,3584
6.0,68,831,3510
6.0,231,826,3510
6.0,72,570,3510
6.0,72,569,3510
3.0,4,540,3510
2.0,4,536,3510
4.0,68,831,3493
4.0,231,826,3493
2.0,68,825,3493
2.0,72,587,3493
2.0,72,586,3493
1.0,70,578,3493
1.0,70,577,3493
1.0,70,575,3493
4.0,72,570,3493
4.0,72,569,3493
1.0,72,568,3493
1.0,133,567,3493
1.0,133,565,3493
1.0,72,565,3493
1.0,133,564,3493
1.0,72,564,3493
1.0,72,553,3493
1.0,11,550,3493
1.0,11,549,3493
2.0,4,536,3493
1.0,72,531,3493
3.0,72,529,3493
1.0,72,474,3493
4.0,72,473,3493
4.0,72,465,3493
4.0,72,464,3493
1.0,70,449,3493
3.0,68,831,3459
2.0,231,826,3459
2.0,235,800,3459
2.0,235,799,3459
3.0,72,570,3459
3.0,72,569,3459
2.0,133,565,3459
2.0,72,565,3459
2.0,133,564,3459
2.0,72,564,3459
4.0,11,550,3459
4.0,11,549,3459
2.0,72,513,3459
2.0,72,512,3459
2.0,133,493,3459
3.0,72,491,3459
3.0,72,490,3459
2.0,72,474,3459
1.0,231,471,3459
1.0,231,469,3459
7.0,69,463,3459
1.0,69,460,3459
7.0,69,459,3459
3.0,72,457,3459
7.0,68,831,3448
7.0,231,826,3448
7.0,72,570,3448
7.0,72,569,3448
2.0,181,144,3448
1.0,261,110,3448
1.0,181,110,3448
1.0,80,110,3448
1.0,46,110,3448
4.0,68,831,3437
4.0,231,826,3437
1.0,68,825,3437
1.0,72,587,3437
1.0,72,586,3437
4.0,72,570,3437
4.0,72,569,3437
2.0,133,565,3437
2.0,72,565,3437
2.0,133,564,3437
2.0,72,564,3437
5.0,4,540,3437
5.0,4,536,3437
1.0,72,521,3437
2.0,72,474,3437
6.0,72,473,3437
2.0,231,471,3437
2.0,231,469,3437
6.0,72,465,3437
6.0,72,464,3437
3.0,69,463,3437
2.0,69,460,3437
3.0,69,459,3437
2.0,68,831,3425
2.0,231,826,3425
2.0,72,570,3425
2.0,72,569,3425
1.0,133,565,3425
1.0,72,565,3425
1.0,133,564,3425
1.0,72,564,3425
1.0,4,540,3425
1.0,72,474,3425
1.0,72,473,3425
1.0,231,471,3425
1.0,231,469,3425
