orig_production_cost,lot_size,fixed_days_supply,lead_time,component_holding_cost,production_cost,min_production,max_production,item_code,plant
79.77,1,12,3,3.1677816,82.9377816,100,350,6948,22
60.45,1,12,3,3.0720815999999997,63.5220816,1,200,6952,22
40.23,4,12,3,1.6439114099999999,41.87391141,4,348,6953,22
47.76,1,12,3,0.8964434099999999,48.65644341,200,350,6954,22
47.76,1,12,3,0.89614341,48.65614341,1,350,6955,22
81.72,1,12,3,3.3075816,85.0275816,200,260,6994,22
81.72,1,12,3,3.3072815999999996,85.0272816,200,260,6995,22
82.86,1,12,3,6.5793816000000005,89.4393816,50,260,6996,22
82.86,1,12,3,6.5790816,89.4390816,8,260,6997,22
47.76,1,12,3,0.89614341,48.65614341,60,350,7001,22
78.6,1,12,3,3.0012816,81.6012816,100,350,7006,22
78.6,1,12,3,6.375081600000001,84.9750816,100,350,7007,22
46.02,2,12,3,0.973689,46.993689,50,500,7010,22
55.14,2,12,3,1.669689,56.809689,100,500,7011,22
72.99,2,12,3,2.992689,75.982689,100,500,7012,22
60.45,1,12,5,5.120635999999998,65.57063600000001,1,350,7017,22
39.09,4,12,3,0.9911114099999999,40.081111410000005,160,348,7025,22
43.26,4,12,3,1.8512114100000001,45.111211409999996,200,260,7039,22
43.26,4,12,3,1.8509114100000001,45.11091141,200,260,7040,22
28.50099015,1,7,3,0.8685,29.36949015,1,216,1756,22
22.34737071,2,7,3,0.8685,23.21587071,2,216,1759,22
26.1960988,2,7,3,0.81,27.0060988,2,216,1766,22
43.41,4,12,3,3.3019197,46.711919699999996,100,260,7046,22
37.38,4,12,3,0.9548114099999999,38.33481141,100,348,6829,22
59.4,2,10,3,3.313989,62.713989,100,500,6837,22
56.4,2,10,4,2.818652,59.218652,100,500,6838,22
46.56,2,10,3,1.211589,47.771589000000006,8,500,6839,22
37.65,4,12,3,0.027511409999999997,37.67751141,4,348,6844,22
38.97,4,12,3,1.70121141,40.67121141,100,348,6845,22
56.4,2,14,3,2.113989,58.513988999999995,2,500,6862,22
78.6,1,12,3,3.0009816000000002,81.6009816,100,350,6874,22
58.71,2,30,8,7.172464,65.882464,2,500,6707,22
58.71,2,30,8,7.172464,65.882464,2,500,6707,22
52.68,1,30,7,4.3672314,57.0472314,1,300,6728,22
52.68,1,30,7,4.3672314,57.0472314,1,300,6728,22
71.04,1,14,7,14.517231400000002,85.5572314,1,300,6730,22
71.04,1,14,7,14.517231400000002,85.5572314,1,300,6730,22
66.72,2,30,5,26.16979,92.88979,2,200,6735,22
66.72,2,30,5,26.16979,92.88979,2,200,6735,22
45.81,2,30,7,4.241052199999999,50.0510522,2,500,6776,22
45.81,2,30,7,4.241052199999999,50.0510522,2,500,6776,22
47.01,2,30,7,7.497452200000001,54.507452199999996,2,500,6777,22
47.01,2,30,7,7.497452200000001,54.507452199999996,2,500,6777,22
38.37,4,12,3,1.0448114100000003,39.41481141,100,348,6788,22
38.52,4,12,3,1.7135114100000004,40.233511410000006,100,348,6789,22
41.58,4,14,3,1.0535114100000003,42.63351141,100,260,6790,22
60.6,1,12,3,3.3360815999999995,63.9360816,100,260,6791,22
41.58,4,14,3,1.0538114100000002,42.63381141,8,260,6793,22
55.95,1,12,3,3.2373816,59.1873816,100,350,6794,22
55.95,1,12,3,3.2370816000000002,59.187081600000006,4,350,6796,22
42.78,4,10,3,1.8122114100000004,44.592211410000004,56,260,6798,22
57,1,12,3,3.3270816,60.3270816,100,350,6799,22
42.78,4,12,3,1.8119114100000002,44.59191141,52,260,6801,22
39.57,4,12,3,1.8032114100000003,41.37321141,100,348,6802,22
37.38,4,12,3,0.9551114099999999,38.33511141,100,348,6805,22
37.38,4,12,3,0.9548114099999999,38.33481141,100,348,6806,22
60.6,1,10,3,3.3357815999999993,63.9357816,100,260,6807,22
78.69,1,10,3,5.0319816,83.72198159999999,100,260,6808,22
36.20677694,1,7,3,1.173,37.37977694,1,144,1705,22
13.7844626,1,7,3,0.4755,14.2599626,1,100,1054,22
17.32267231,1,7,3,0.6144,17.93707231,1,150,1055,22
18.77461103,2,7,3,0.6513,19.425911027999998,2,200,1070,22
30.54717292,2,7,3,0.7464000000000001,31.293572916000002,2,200,1071,22
30.62950041,2,7,3,1.014,31.643500409999998,2,200,1072,22
21.36207473,1,7,3,0.879,22.24107473,1,150,1073,22
27.62831619,1,7,3,0.7781999999999999,28.406516189999998,1,192,1074,22
36.90282961,2,7,3,1.173,38.07582961,2,192,1075,22
167.1080474,1,14,3,5.4489,172.55694741000002,1,200,1388,22
170.6261116,1,14,3,5.6784,176.3045116,1,200,2242,22
79.71,1,14,6,23.331146399999998,103.04114639999999,1,400,7157,22
67.65,1,12,3,3.3334278000000004,70.9834278,1,350,7167,22
44.82,4,14,3,1.7935452000000003,46.6135452,4,400,7168,22
67.65,1,14,3,3.3334278000000004,70.9834278,1,400,7169,22
70.65,1,14,3,5.8586007,76.5086007,1,350,7170,22
70.65,1,14,3,5.8586007,76.5086007,1,350,7171,22
67.65,1,14,4,3.7682675999999997,71.41826760000001,50,200,7227,22
87.45,1,14,3,5.4168731999999995,92.8668732,50,200,7228,22
87.45,1,14,5,9.028122,96.478122,50,200,7229,22
90.18,1,14,3,5.4216732,95.60167320000001,50,200,7230,22
76.08,1,14,4,6.318108799999999,82.3981088,10,200,7284,22
24.15,3,14,4,2.13387636,26.283876359999997,12,402,7303,22
77.34,1,12,3,5.5833816,82.9233816,8,260,7062,22
81.72,1,12,3,3.3075816,85.0275816,50,260,7067,22
39.09,4,12,5,1.65185235,40.74185235,4,400,7071,22
55.14,2,12,4,2.2262519999999992,57.366252,10,500,7080,22
77.34,1,14,5,9.305635999999998,86.645636,1,400,7119,22
40.29,4,14,3,1.8431114100000001,42.13311141,20,200,7150,22
15.40595285,1,7,7,1.11356875,16.5195216,1,200,1899,22
21.42215618,1,7,7,1.5237687500000001,22.94592493,1,200,1900,22
27.74040232,1,7,7,1.74566875,29.48607107,1,200,1901,22
5.16,4,14,7,0,5.16,4,300,3236,22
5.16,4,14,7,0,5.16,4,300,3236,22
49.77,2,14,7,0,49.77,2,200,6734,22
5.16,4,14,7,0,5.16,4,300,3346,22
5.16,4,14,7,0,5.16,4,300,3346,22
64.05,1,14,8,0.08437599999999999,64.134376,1,200,6695,22
23.83524818,1,7,3,0.7781999999999999,24.61344818,1,144,757,34
34.83304847,1,7,3,1.0152,35.84824847,1,200,856,34
14.44815058,2,7,3,0.47669999999999996,14.92485058,2,100,836,34
21.65215767,2,7,3,0.6144,22.26655767,2,144,838,34
20.37532806,1,7,3,0.6551999999999999,21.03052806,1,200,739,34
21.06164428,1,7,3,0.6144,21.67604428,1,144,742,34
22.53452659,1,7,3,0.879,23.41352659,1,144,743,34
13.70340055,1,7,3,0.47669999999999996,14.180100551999999,1,60,745,34
19.66097635,2,7,3,0.6657,20.32667635,2,100,747,34
17.52642127,1,7,4,0.9428,18.469221265999998,1,200,748,34
29.80041127,1,7,3,0.8556,30.65601127,1,100,749,34
32.37601095,2,7,3,1.173,33.54901095,2,144,772,34
30.07806986,1,7,3,0.8556,30.933669854999998,1,200,1596,34
21.08949566,1,5,3,0.62124375,21.71073941,1,200,1599,34
25.55619894,1,7,3,0.69624375,26.252442690000002,1,200,1600,34
14.59815562,1,5,4,0.7804,15.37855562,1,200,1624,34
20.54980753,1,7,4,0.8316,21.38140753,1,400,1632,34
23.55403527,1,7,3,0.6657,24.21973527,1,200,1633,34
32.83752581,1,7,3,0.8556,33.69312581,1,100,1634,34
18.11051308,1,7,3,0.6144,18.72491308,1,24,1635,34
24.64877709,1,7,3,0.879,25.52777709,1,144,1636,34
19.45768131,1,7,3,0.6657,20.123381310000003,1,200,1639,34
28.97428748,1,7,3,0.8556,29.82988748,1,200,1640,34
24.41402683,1,7,3,0.879,25.293026832000002,1,144,1643,34
28.98316479,1,7,3,0.7781999999999999,29.76136479,1,144,1648,34
229.5348307,1,14,4,11.875200000000001,241.41003073800002,1,200,1651,34
229.5348307,1,14,4,11.875200000000001,241.41003073800002,1,200,1651,34
259.9819295,1,14,3,8.906400000000001,268.8883295,1,200,1653,34
259.9819295,1,14,3,8.906400000000001,268.8883295,1,200,1653,34
24.72185602,1,5,3,0.7512000000000001,25.47305602,1,144,1581,34
23.8405776,1,5,3,0.7623378,24.6029154,1,288,1655,34
15.0903618,2,7,2,0.3221625,15.4125243,2,100,1749,34
36.20677694,1,7,3,1.173,37.37977694,1,144,1705,34
13.7844626,1,7,3,0.4755,14.2599626,1,100,1054,34
17.32267231,1,7,3,0.6144,17.93707231,1,150,1055,34
18.77461103,2,7,3,0.6513,19.425911027999998,2,200,1070,34
30.54717292,2,7,3,0.7464000000000001,31.293572916000002,2,200,1071,34
30.62950041,2,7,3,1.014,31.643500409999998,2,200,1072,34
21.36207473,1,7,3,0.879,22.24107473,1,150,1073,34
27.62831619,1,7,3,0.7781999999999999,28.406516189999998,1,192,1074,34
36.90282961,2,7,3,1.173,38.07582961,2,192,1075,34
13.55783302,1,5,4,0.733525,14.29135802,1,100,1555,34
17.86079936,2,5,4,0.833925,18.694724358000002,2,60,1556,34
112.4931888,1,10,3,3.6369,116.1300888,1,200,1885,34
15.40595285,1,7,3,0.47724374999999997,15.8831966,1,200,1899,34
21.42215618,1,7,3,0.65304375,22.07519993,1,200,1900,34
27.74040232,1,7,3,0.7481437500000001,28.48854607,1,200,1901,34
34.4691249,1,7,3,1.01574375,35.484868649999996,1,200,1902,34
151.9874887,1,10,3,6.2955000000000005,158.2829887,1,200,1908,34
19.56300023,1,7,4,1.1760503999999998,20.73905063,1,192,1911,34
27.45374314,1,7,4,1.0416503999999998,28.49539354,1,192,1912,34
35.95660949,1,7,3,1.1760378,37.13264729,1,192,1913,34
5.16,6,7,3,0,5.16,300,2004,3122,34
6.03,6,5,3,0,6.03,300,600,3472,34
38.73670765,1,7,4,1.7291999999999998,40.46590765,1,144,851,48
13.79871295,1,10,7,1.2019,15.00061295,1,100,960,48
158.8360514,1,14,3,4.5213,163.3573514,1,200,827,48
158.8360514,1,14,3,4.5213,163.3573514,1,200,827,48
15.23393676,1,7,4,0.7804,16.01433676,1,144,837,48
53.98458129,1,14,3,1.9311000000000003,55.91568129,1,200,782,48
53.98458129,1,14,3,1.9311000000000003,55.91568129,1,200,782,48
173.9682968,1,10,3,5.6457,179.6139968,1,100,909,48
114.256087,1,10,3,3.3896999999999995,117.645787,1,200,910,48
107.2194826,1,10,3,3.9108,111.1302826,1,200,1185,48
204.2744175,1,7,3,5.6457,209.9201175,1,200,1412,48
339.7345498,1,14,3,11.333400000000001,351.0679498,1,200,1428,48
34.78128868,1,5,7,2.2106,36.99188868,1,400,1248,48
92.6585587,1,14,3,3.3558000000000003,96.0143587,1,100,1270,48
26.27790508,1,5,4,0.8816504000000001,27.159555482000002,1,144,1598,48
55.23293722,1,14,3,1.8585,57.09143722,1,200,1646,48
55.23293722,1,14,3,1.8585,57.09143722,1,200,1646,48
59.24148435,1,14,3,1.8864,61.12788435,1,200,1647,48
59.24148435,1,14,3,1.8864,61.12788435,1,200,1647,48
102.5235674,1,14,3,3.6282000000000005,106.15176742800001,1,200,1650,48
102.5235674,1,14,3,3.6282000000000005,106.15176742800001,1,200,1650,48
92.52239683,1,14,3,3.6003000000000003,96.12269682600001,1,200,1652,48
92.52239683,1,14,3,3.6003000000000003,96.12269682600001,1,200,1652,48
108.9951928,1,10,3,3.2676,112.2627928,1,300,1286,48
108.9016989,1,14,3,3.1572,112.0588989,1,100,1297,48
193.8912863,1,14,4,6.64,200.53128629499997,1,100,1299,48
21.19469574,1,7,4,1.1852504,22.37994614,1,70,1582,48
21.08450506,1,14,4,0.876325,21.960830056000002,1,24,1583,48
15.54016464,1,7,4,0.7772504,16.31741504,1,144,1587,48
19.55774292,1,5,4,0.919925,20.47766792,1,150,1589,48
17.68703299,1,7,4,0.8912504,18.57828339,1,5,2157,48
19.98080093,1,7,4,0.8316504,20.81245133,1,150,1669,48
112.2306075,1,14,3,3.5039999999999996,115.7346075,1,200,788,48
112.2306075,1,14,3,3.5039999999999996,115.7346075,1,200,788,48
93.54092382,1,14,3,3.5042999999999997,97.04522382,1,200,789,48
93.54092382,1,14,3,3.5042999999999997,97.04522382,1,200,789,48
19.7650328,1,7,5,1.029,20.7940328,1,100,793,48
43.59678757,1,7,4,1.8848504000000001,45.481637971999994,1,144,1718,48
29.23884101,1,5,4,1.1724504,30.41129141,1,144,1725,48
108.1225545,1,14,3,3.0942000000000003,111.2167545,1,200,1731,48
39.37159743,1,14,7,2.5669,41.93849743,1,200,1738,48
28.85855737,2,7,4,1.194325,30.05288237,2,100,1858,48
34.98495661,1,14,3,1.1186999999999998,36.10365661,1,200,1867,48
55.33669136,1,14,3,1.9569,57.29359136,1,200,1869,48
105.600797,1,10,3,3.3225,108.923297,1,200,1871,48
105.600797,1,10,3,3.3225,108.923297,1,200,1871,48
89.91751036,1,10,3,3.3225,93.24001036,1,100,1872,48
171.5421243,1,10,4,7.4364,178.9785243,1,200,1873,48
173.3105998,1,10,3,5.7156,179.0261998,1,200,1874,48
80.64,1,12,5,10.633636,91.273636,100,260,6934,48
79.77,1,12,5,5.279635999999999,85.04963599999999,100,350,6948,48
22.51345248,1,7,3,0.7623378,23.275790280000002,1,140,1741,48
226.8831391,1,12,3,7.620900000000001,234.50403912000002,1,200,1744,48
226.8831391,1,12,3,7.620900000000001,234.50403912000002,1,200,1744,48
15.70354607,1,5,3,0.47844375,16.181989817999998,1,200,1745,48
34.28902361,1,7,4,1.3559249999999998,35.64494861,1,200,1746,48
36.01293956,1,7,4,1.4428504,37.45578996,1,144,1751,48
81.72,1,12,5,5.5126360000000005,87.232636,200,260,6994,48
81.72,1,12,5,5.512136,87.232136,200,260,6995,48
78.6,1,12,5,10.625136,89.22513599999999,100,350,7007,48
72.99,2,12,4,3.9902519999999995,76.980252,100,500,7012,48
38.04,4,12,4,1.21068188,39.25068188,52,348,7018,48
47.39397863,1,14,3,1.7769,49.17087863,1,200,1763,48
47.39397863,1,14,3,1.7769,49.17087863,1,200,1763,48
47.96660074,1,14,3,1.7813999999999999,49.748000735999995,1,200,1764,48
47.96660074,1,14,3,1.7813999999999999,49.748000735999995,1,200,1764,48
47.66576189,1,7,6,3.0678756000000003,50.73363749,1,192,1976,48
44.30571519,1,7,3,1.2912,45.596915190000004,1,144,1777,48
35.93586001,1,7,3,1.161,37.09686001,1,100,1784,48
38.75435883,1,7,3,1.161,39.91535883,1,100,1785,48
188.3553117,1,14,3,6.6822,195.0375117,1,200,1800,48
188.3553117,1,14,3,6.6822,195.0375117,1,200,1800,48
24.11129002,1,7,4,0.8344,24.94569002,1,100,1992,48
19.69216193,1,7,4,0.77,20.46216193,1,48,1993,48
15.08086112,1,7,3,0.4743,15.55516112,1,100,1996,48
19.12950464,1,7,4,0.8304,19.95990464,1,100,1997,48
17.3662939,1,7,3,0.63,17.996293898999998,1,72,1998,48
27.2067479,1,7,4,1.1532,28.359947904000002,1,100,1999,48
40.85791454,1,10,3,1.0686,41.92651454,1,200,2003,48
39.20490063,1,10,3,1.0758,40.28070063,1,200,2004,48
134.7543672,1,10,3,4.4184,139.1727672,1,200,2005,48
61.08,1,30,7,5.654929000000002,66.734929,1,200,6698,48
61.08,1,30,7,5.654929000000002,66.734929,1,200,6698,48
182.8990828,1,10,4,8.636000000000001,191.5350828,1,200,2021,48
71.76,1,12,6,12.4345632,84.1945632,100,400,6848,48
37.38,4,12,5,1.59135235,38.971352350000004,4,300,6849,48
37.38,4,12,4,1.2730818799999999,38.65308188,4,300,6851,48
33.08909405,1,7,4,1.2260000000000002,34.31509405,1,100,2034,48
28.3435586,1,7,4,1.2356,29.579158595000003,1,216,2035,48
29.71454674,1,10,5,1.7015,31.41604674,1,100,2037,48
30.63492276,1,10,4,1.2356,31.87052276,1,100,2042,48
21.85346482,1,7,4,0.9104504,22.763915221999998,1,48,2047,48
59.4,2,14,4,4.418652,63.818652,2,500,6863,48
66.6,2,14,7,14.474306,81.07430599999999,2,500,6705,48
66.6,2,14,7,14.474306,81.07430599999999,2,500,6705,48
66.6,2,14,7,8.001406000000001,74.601406,2,500,6706,48
66.6,2,14,7,8.001406000000001,74.601406,2,500,6706,48
41.85,2,14,7,3.3758522,45.2258522,2,500,6720,48
41.85,2,14,7,3.3758522,45.2258522,2,500,6720,48
70.29,1,30,7,36.688331399999996,106.9783314,1,300,6721,48
70.29,1,30,7,36.688331399999996,106.9783314,1,300,6721,48
70.29,1,30,7,36.688331399999996,106.9783314,1,300,6722,48
70.29,1,30,7,36.688331399999996,106.9783314,1,300,6722,48
47.01,2,30,7,11.115052200000001,58.1250522,2,300,6745,48
47.01,2,30,7,11.115052200000001,58.1250522,2,300,6745,48
47.01,2,30,7,18.670852199999995,65.68085219999999,2,300,6746,48
47.01,2,30,7,18.670852199999995,65.68085219999999,2,300,6746,48
47.01,2,30,7,18.670852199999995,65.68085219999999,2,300,6756,48
47.01,2,30,7,18.670852199999995,65.68085219999999,2,300,6756,48
80.79,1,14,6,10.6393632,91.42936320000001,1,400,6792,48
73.89,1,12,6,9.4777632,83.3677632,8,350,6795,48
102.7302019,1,14,3,3.6282000000000005,106.3584019,1,200,1675,48
102.7302019,1,14,3,3.6282000000000005,106.3584019,1,200,1675,48
48.19325321,1,12,3,1.7787,49.97195321,1,200,1676,48
48.19325321,1,12,3,1.7787,49.97195321,1,200,1676,48
92.16697739,1,14,3,3.3225,95.48947739,1,200,2124,48
73.83,1,12,7,22.3196904,96.1496904,1,400,6803,48
543.6380137,1,14,3,17.9139,561.5519137,1,200,1690,48
543.6380137,1,14,3,17.9139,561.5519137,1,200,1690,48
574.4576715,1,14,2,10.7242,585.1818715,1,200,1691,48
574.4576715,1,14,2,10.7242,585.1818715,1,200,1691,48
48.19918612,1,14,4,2.3644,50.563586122000004,1,200,1692,48
48.19918612,1,14,4,2.3644,50.563586122000004,1,200,1692,48
51.73156471,1,14,3,1.8012,53.53276471,1,200,1693,48
51.73156471,1,14,3,1.8012,53.53276471,1,200,1693,48
60.30916173,1,14,3,2.4285,62.73766173,1,200,1698,48
60.30916173,1,14,3,2.4285,62.73766173,1,200,1698,48
40.78946653,1,7,3,1.1823378,41.97180433,1,15,1702,48
38.57612008,1,5,4,1.5764503999999997,40.15257048,1,70,1703,48
46.4039397,1,7,6,2.9640756,49.3680153,1,144,1704,48
19.06070498,1,7,4,0.8320504,19.89275538,1,150,1708,48
199.7913405,1,12,3,6.620100000000001,206.4114405,1,200,1709,48
199.7913405,1,12,3,6.620100000000001,206.4114405,1,200,1709,48
35.67758033,1,14,4,1.3672,37.04478033,1,200,1711,48
60.41458305,1,14,3,1.8864,62.30098305,1,200,1712,48
60.41458305,1,14,3,1.8864,62.30098305,1,200,1712,48
46.76106932,1,7,4,1.8932504,48.65431972,1,150,1717,48
43.88780609,1,7,4,2.0412000000000003,45.92900609,1,192,1076,48
103.3437017,1,14,7,7.4563999999999995,110.8001017,1,200,1386,48
289.0841835,1,14,3,9.7239,298.8080835,1,200,1392,48
172.9603806,1,14,3,5.7498000000000005,178.7101806,1,200,2243,48
44.82,4,14,4,2.3913936,47.2113936,4,400,7159,48
67.65,1,14,4,3.7682675999999997,71.41826760000001,50,200,7227,48
76.08,1,14,4,6.318108799999999,82.3981088,10,200,7283,48
24.15,3,14,7,3.7342836300000006,27.88428363,12,402,7303,48
86.29333791,1,14,3,3.9846000000000004,90.27793791,1,200,2063,48
113.2452619,1,10,3,3.6369,116.8821619,1,100,2066,48
77.34,1,12,5,9.305635999999998,86.645636,8,260,7062,48
16.26190306,1,7,3,0.48660000000000003,16.748503061999997,1,100,1855,48
22.64309982,1,7,3,0.7269,23.36999982,1,144,1856,48
25.93928202,1,14,4,1.0500504,26.98933242,1,40,2079,48
36.99611488,1,14,7,2.2981882,39.29430308,1,240,2081,48
37.55837345,1,14,7,3.5266882,41.08506165,1,240,2082,48
72.99,2,12,5,4.987814999999999,77.97781499999999,10,500,7081,48
77.34,1,14,5,9.305635999999998,86.645636,1,400,7119,48
67.65,1,12,5,5.564213,73.214213,1,400,7127,48
69.24,1,14,4,12.835135600000001,82.0751356,1,400,7128,48
203.7205659,1,10,3,6.4698,210.1903659,1,200,1886,48
37.76920547,1,14,3,1.3029,39.072105474000004,1,200,1887,48
31.67652916,1,7,4,1.5768503999999997,33.25337956,1,150,1888,48
110.8607478,1,10,4,4.8976,115.7583478,1,200,1897,48
38.4281031,1,14,3,1.1282999999999999,39.5564031,1,200,2103,48
107.9123601,1,14,3,3.0954,111.0077601,1,200,2106,48
35.79277098,1,14,3,1.2731999999999999,37.06597098,1,200,2114,48
33.53490703,1,14,4,1.7371999999999999,35.27210703,1,200,2115,48
50.75281805,1,14,3,1.7252999999999998,52.478118044999995,1,200,2116,48
99.57699161,1,14,3,3.6369,103.2138916,1,200,2117,48
147.7551474,1,14,3,5.8116,153.5667474,1,200,2118,48
161.5873251,1,14,3,5.3286,166.91592514799999,1,200,2119,48
209.0096923,1,14,3,5.3286,214.3382923,1,200,2120,48
35.61331153,1,14,3,1.2410999999999999,36.85441153,1,200,1904,48
90.9630628,1,10,3,3.3225,94.2855628,1,200,1906,48
108.8466566,1,10,3,3.6369,112.4835566,1,200,1907,48
171.0896789,1,10,3,5.3286,176.4182789,1,200,1909,48
35.48016272,1,14,3,1.0757999999999999,36.55596272,1,200,1914,48
34.19696678,1,7,4,1.5764503999999997,35.773417183999996,1,150,1916,48
43.54746731,1,14,7,3.5938882000000003,47.141355514000004,1,150,1917,48
112.9196642,1,10,3,3.3225,116.2421642,1,200,1920,48
302.7278301,1,10,4,14.9564,317.68423011199997,1,200,1922,48
99.32748237,1,10,3,3.3225,102.6499824,1,200,1925,48
95.83388813,1,14,3,3.0972000000000004,98.93108813,1,200,1928,48
44.82,2,14,7,4.024752199999998,48.8447522,2,300,6689,48
44.82,2,14,7,4.024752199999998,48.8447522,2,300,6689,48
46.02,2,30,7,7.0935522,53.1135522,2,300,6692,48
46.02,2,30,7,7.0935522,53.1135522,2,300,6692,48
71.94,1,14,7,14.507129,86.447129,1,500,6694,48
71.94,1,14,7,14.507129,86.447129,1,500,6694,48
71.94,1,14,7,8.034229,79.974229,1,1500,6696,48
71.94,1,14,7,8.034229,79.974229,1,1500,6696,48
67.98,1,14,7,12.891529,80.87152900000001,1,2000,6697,48
67.98,1,14,7,12.891529,80.87152900000001,1,2000,6697,48
184.363964,1,10,3,5.6829,190.046864,1,200,1956,48
58.28013239,1,14,3,1.9569,60.237032393999996,1,200,1958,48
99.32748237,1,10,3,3.3225,102.6499824,1,200,1959,48
176.7856879,1,10,3,6.2955000000000005,183.0811879,1,200,1960,48
110.2684683,1,10,3,3.6666,113.9350683,1,200,1962,48
0.09,18,14,7,0,0.09,18,540,3257,48
173.9682968,1,10,3,5.6457,179.6139968,1,100,909,49
204.2744175,1,7,3,5.6457,209.9201175,1,200,1412,49
92.6585587,1,14,3,3.3558000000000003,96.0143587,1,100,1270,49
93.54092382,1,14,3,3.5042999999999997,97.04522382,1,200,789,49
93.54092382,1,14,3,3.5042999999999997,97.04522382,1,200,789,49
16.20309964,1,10,2,0.36719999999999997,16.57029964,1,50,790,49
24.11129002,1,7,3,0.6258,24.737090016000003,1,100,1992,49
19.69216193,1,7,4,0.77,20.46216193,1,48,1993,49
37.0240503,1,10,4,1.64,38.6640503,1,100,1994,49
182.8990828,1,10,3,6.477,189.3760828,1,200,2021,49
30.63492276,1,10,3,0.9267000000000001,31.56162276,1,100,2042,49
52.68,1,30,4,2.495560799999999,55.1755608,1,300,6728,49
52.68,1,30,4,2.495560799999999,55.1755608,1,300,6728,49
71.04,1,14,6,12.4433412,83.48334120000001,1,300,6730,49
71.04,1,14,6,12.4433412,83.48334120000001,1,300,6730,49
45.81,2,30,4,2.4234583999999995,48.2334584,2,500,6776,49
45.81,2,30,4,2.4234583999999995,48.2334584,2,500,6776,49
47.01,2,30,4,4.2842584,51.2942584,2,500,6777,49
47.01,2,30,4,4.2842584,51.2942584,2,500,6777,49
159.6474601,1,14,7,13.249600000000001,172.89706006300003,1,200,1387,49
26.26484203,1,14,7,1.5302882000000002,27.79513023,1,240,2083,49
33.53490703,1,14,3,1.3029,34.83780703,1,200,2115,49
147.7551474,1,14,3,5.8116,153.5667474,1,200,2118,49
0.87,15,7,3,0,0.87,525,540,3349,49
75.65905939,1,14,7,5.539100000000001,81.19815939200001,1,400,366,8
188.3035048,1,7,7,12.7414,201.0449048,1,50,1591,8
20.06762059,1,14,3,0.6531378,20.72075839,1,24,2172,8
20.92830241,1,14,4,0.8864504000000001,21.81475281,1,24,2174,8
16.13009049,1,5,3,0.44489999999999996,16.57499049,1,216,1657,8
17.77692606,2,7,3,0.6438,18.42072606,2,216,1659,8
24.11866686,1,7,3,0.7515000000000001,24.87016686,1,216,1660,8
33.14804378,2,7,3,1.0899,34.23794378,2,216,1661,8
27.27342886,1,5,3,0.8757,28.149128855999997,1,216,1663,8
15.25755137,1,7,3,0.49350000000000005,15.751051364999999,1,100,1664,8
17.22712423,1,7,3,0.6438,17.87092423,1,216,1671,8
23.17656569,2,7,3,0.7515000000000001,23.92806569,2,216,1672,8
31.75132959,1,5,3,1.0899,32.84122959,1,216,1673,8
28.50099015,1,7,3,0.8685,29.36949015,1,216,1756,8
22.34737071,2,7,3,0.8685,23.21587071,2,216,1759,8
21.6735674,2,7,3,0.6516000000000001,22.325167397999998,2,216,1765,8
26.1960988,2,7,3,0.81,27.0060988,2,216,1766,8
41.10680137,2,7,4,2.0304,43.13720137,2,216,1774,8
39.0050677,2,7,3,0.9806999999999999,39.9857677,2,216,1780,8
14.05255091,1,7,3,0.4743,14.526850913999999,1,25,2025,8
18.83286214,1,7,3,0.6501,19.482962138999998,1,100,2026,8
27.25207775,1,7,3,0.7452000000000001,27.997277748000002,1,100,2027,8
17.07460487,1,7,3,0.4743,17.548904873999998,1,100,2028,8
13.16222449,1,7,3,0.48149999999999993,13.64372449,1,72,2029,8
19.14187401,1,7,3,0.6228,19.76467401,1,100,2030,8
17.50374867,1,7,3,0.63,18.13374867,1,72,2031,8
23.57979547,1,7,3,0.8648999999999999,24.44469547,1,100,2032,8
23.76275933,1,7,3,0.8720999999999999,24.63485933,1,72,2033,8
19.97613341,1,5,3,0.6438,20.619933410999998,1,216,1685,8
23.01230599,1,5,3,0.7515000000000001,23.76380599,1,200,1686,8
29.42690282,1,5,3,1.0899,30.51680282,1,24,1687,8
40.55983542,2,7,4,1.8268504,42.38668582,2,216,1838,8
45.82529553,1,7,3,1.3701378,47.19543333,1,216,1839,8
48.76718767,2,7,3,1.5072,50.274387671999996,2,216,1955,8
26.25194672,1,1,7,1.701,27.95294672,1,1000000,548,15
137.2054311,1,7,7,8.0416,145.2470311,1,50,1821,15
0.30375621,1,1,24,0.0744,0.37815621,10000,10000,588,40
0.168126639,11760,14,24,0.031200000000000002,0.199326639,23520,35280,589,40
9.60632136,1,7,27,0.3729024,9.97922376,100,1000,590,40
0.290764962,1,5,23,0.0805,0.37126496200000003,10000,10000,591,40
0.140120352,2352,7,30,0.03,0.170120352,23520,39984,595,40
0.051406272,1,14,20,0.01,0.061406272000000005,50000,100000,597,40
0.277830588,1,7,16,0.048,0.325830588,60000,60000,599,40
0.3362091,1,14,18,0.063,0.3992091,100000,100000,602,40
0.248485092,1,14,19,0.0532,0.301685092,25000,25000,604,40
0.168126639,11760,14,30,0.039,0.207126639,23520,35280,589,91
0.140120352,2352,7,30,0.03,0.170120352,23520,39984,595,91
0.3362091,1,14,30,0.105,0.44120909999999997,100000,100000,602,91
3.042425448,1,1,7,0,3.042425448,1,1000000,603,50
0.287232504,1,1,7,0.0105,0.297732504,1,1000000,7409,50
