alter_cost,multiplier,priority_col,type,assembly,item_code1,item_code2,period,plant
-1.0,1,2,alternate,6566,11151,11152,136,31
-1.0,1,2,alternate,2977,602,603,136,31
-1.0,1,2,alternate,3058,602,603,136,31
-1.0,1,2,alternate,2977,604,606,136,31
-1.0,1,2,alternate,3058,604,606,136,31
-1.0,1,2,alternate,3001,8978,8754,136,31
-1.0,1,2,alternate,3545,11435,11438,136,31
5.0,1,1,alternate,3757,8894,8893,136,31
5.0,1,1,alternate,3757,9312,9311,136,31
-1.0,1,2,alternate,4114,9960,12659,136,31
0.0,1,1,interchange,,2939,2939,143,31
0.0,1,1,alternate,2978,2939,2939,143,31
0.0,1,1,interchange,,2940,2940,143,31
0.0,1,1,interchange,,2795,2795,143,31
0.0,1,1,alternate,2914,2795,2795,143,31
0.0,1,1,alternate,2849,2795,2795,143,31
0.0,1,1,interchange,,2792,2792,143,31
0.0,1,1,alternate,2914,2792,2792,143,31
0.0,1,1,alternate,2849,2792,2792,143,31
0.0,1,1,interchange,,3000,3000,143,31
0.0,1,1,interchange,,3232,3232,143,31
0.0,1,1,alternate,2849,3232,3232,143,31
0.0,1,1,alternate,2751,3232,3232,143,31
0.0,1,1,alternate,2750,3232,3232,143,31
0.0,1,1,alternate,2736,3232,3232,143,31
0.0,1,1,alternate,6539,3232,3232,143,31
0.0,1,1,alternate,6538,3232,3232,143,31
-1.0,1,2,alternate,2872,11151,11152,143,31
-1.0,1,2,alternate,6565,11151,11152,143,31
-1.0,1,2,alternate,6566,11151,11152,143,31
-1.0,1,2,alternate,2977,602,603,143,31
-1.0,1,2,alternate,3058,602,603,143,31
-1.0,1,2,alternate,2977,604,606,143,31
-1.0,1,2,alternate,3058,604,606,143,31
-1.0,1,2,alternate,3545,11435,11438,143,31
5.0,1,1,alternate,3757,8894,8893,143,31
-1.0,1,2,alternate,4114,9960,12659,143,31
0.0,1,1,interchange,,2939,2939,150,31
0.0,1,1,alternate,2978,2939,2939,150,31
0.0,1,1,interchange,,2940,2940,150,31
0.0,1,1,interchange,,2795,2795,150,31
0.0,1,1,alternate,2914,2795,2795,150,31
0.0,1,1,alternate,2849,2795,2795,150,31
0.0,1,1,interchange,,2792,2792,150,31
0.0,1,1,alternate,2914,2792,2792,150,31
0.0,1,1,alternate,2849,2792,2792,150,31
0.0,1,1,interchange,,3000,3000,150,31
0.0,1,1,interchange,,3232,3232,150,31
0.0,1,1,alternate,2849,3232,3232,150,31
0.0,1,1,alternate,2751,3232,3232,150,31
0.0,1,1,alternate,2750,3232,3232,150,31
0.0,1,1,alternate,2736,3232,3232,150,31
0.0,1,1,alternate,6539,3232,3232,150,31
0.0,1,1,alternate,6538,3232,3232,150,31
-1.0,1,2,alternate,2872,11151,11152,150,31
-1.0,1,2,alternate,6565,11151,11152,150,31
-1.0,1,2,alternate,6566,11151,11152,150,31
-1.0,1,2,alternate,2977,602,603,150,31
-1.0,1,2,alternate,3058,602,603,150,31
-1.0,1,2,alternate,2977,604,606,150,31
-1.0,1,2,alternate,3058,604,606,150,31
-1.0,1,2,alternate,3545,11435,11438,150,31
0.0,1,1,interchange,,2939,2939,157,31
0.0,1,1,alternate,2978,2939,2939,157,31
0.0,1,1,interchange,,2940,2940,157,31
0.0,1,1,interchange,,2795,2795,157,31
0.0,1,1,alternate,2914,2795,2795,157,31
0.0,1,1,alternate,2849,2795,2795,157,31
0.0,1,1,interchange,,2792,2792,157,31
0.0,1,1,alternate,2914,2792,2792,157,31
0.0,1,1,alternate,2849,2792,2792,157,31
0.0,1,1,interchange,,3000,3000,157,31
0.0,1,1,interchange,,3232,3232,157,31
0.0,1,1,alternate,2849,3232,3232,157,31
0.0,1,1,alternate,2751,3232,3232,157,31
0.0,1,1,alternate,2750,3232,3232,157,31
0.0,1,1,alternate,2736,3232,3232,157,31
0.0,1,1,alternate,6539,3232,3232,157,31
0.0,1,1,alternate,6538,3232,3232,157,31
-1.0,1,2,alternate,2977,602,603,157,31
-1.0,1,2,alternate,3058,602,603,157,31
-1.0,1,2,alternate,2977,604,606,157,31
-1.0,1,2,alternate,3058,604,606,157,31
-1.0,1,2,alternate,3545,11435,11438,157,31
0.0,1,1,interchange,,2939,2939,164,31
0.0,1,1,alternate,2978,2939,2939,164,31
0.0,1,1,interchange,,2940,2940,164,31
0.0,1,1,interchange,,2795,2795,164,31
0.0,1,1,alternate,2914,2795,2795,164,31
0.0,1,1,alternate,2849,2795,2795,164,31
0.0,1,1,interchange,,2792,2792,164,31
0.0,1,1,alternate,2914,2792,2792,164,31
0.0,1,1,alternate,2849,2792,2792,164,31
0.0,1,1,interchange,,3000,3000,164,31
0.0,1,1,interchange,,3232,3232,164,31
0.0,1,1,alternate,2849,3232,3232,164,31
0.0,1,1,alternate,2751,3232,3232,164,31
0.0,1,1,alternate,2750,3232,3232,164,31
0.0,1,1,alternate,2736,3232,3232,164,31
0.0,1,1,alternate,6539,3232,3232,164,31
0.0,1,1,alternate,6538,3232,3232,164,31
0.0,1,1,interchange,,2939,2939,171,31
0.0,1,1,alternate,2978,2939,2939,171,31
0.0,1,1,interchange,,2940,2940,171,31
0.0,1,1,interchange,,2795,2795,171,31
0.0,1,1,alternate,2914,2795,2795,171,31
0.0,1,1,alternate,2849,2795,2795,171,31
0.0,1,1,interchange,,2792,2792,171,31
0.0,1,1,alternate,2914,2792,2792,171,31
0.0,1,1,alternate,2849,2792,2792,171,31
0.0,1,1,interchange,,3000,3000,171,31
0.0,1,1,interchange,,3232,3232,171,31
0.0,1,1,alternate,2849,3232,3232,171,31
0.0,1,1,alternate,2751,3232,3232,171,31
0.0,1,1,alternate,2750,3232,3232,171,31
0.0,1,1,alternate,2736,3232,3232,171,31
0.0,1,1,alternate,6539,3232,3232,171,31
0.0,1,1,alternate,6538,3232,3232,171,31
0.0,1,1,interchange,,2939,2939,72,78
0.0,1,1,interchange,,2940,2940,72,78
0.0,1,1,interchange,,2795,2795,72,78
0.0,1,1,interchange,,2792,2792,72,78
0.0,1,1,interchange,,2794,2794,72,78
0.0,1,1,interchange,,3000,3000,72,78
0.0,1,1,interchange,,3232,3232,72,78
1.0,1,1,interchange,,6708,6708,72,78
0.0,1,1,interchange,,6708,6708,72,78
0.0,1,1,interchange,,6913,6913,72,78
0.0,1,1,interchange,,6913,6913,72,78
0.0,1,1,interchange,,6923,6923,72,78
0.0,1,1,interchange,,6923,6923,72,78
0.0,1,1,interchange,,7004,7004,72,78
0.0,1,1,interchange,,7004,7004,72,78
0.0,1,1,interchange,,7065,7065,72,78
0.0,1,1,interchange,,7065,7065,72,78
0.0,1,1,interchange,,7034,7034,72,78
0.0,1,1,interchange,,7034,7034,72,78
0.0,1,1,interchange,,6835,6835,72,78
0.0,1,1,interchange,,6835,6835,72,78
0.0,1,1,interchange,,2939,2939,73,78
0.0,1,1,interchange,,2940,2940,73,78
0.0,1,1,interchange,,2795,2795,73,78
0.0,1,1,interchange,,2792,2792,73,78
0.0,1,1,interchange,,2794,2794,73,78
0.0,1,1,interchange,,3000,3000,73,78
0.0,1,1,interchange,,3232,3232,73,78
1.0,1,1,interchange,,6708,6708,73,78
0.0,1,1,interchange,,6708,6708,73,78
0.0,1,1,interchange,,6913,6913,73,78
0.0,1,1,interchange,,6913,6913,73,78
0.0,1,1,interchange,,6923,6923,73,78
0.0,1,1,interchange,,6923,6923,73,78
0.0,1,1,interchange,,7004,7004,73,78
0.0,1,1,interchange,,7004,7004,73,78
0.0,1,1,interchange,,7065,7065,73,78
0.0,1,1,interchange,,7065,7065,73,78
0.0,1,1,interchange,,7034,7034,73,78
0.0,1,1,interchange,,7034,7034,73,78
0.0,1,1,interchange,,6835,6835,73,78
0.0,1,1,interchange,,6835,6835,73,78
0.0,1,1,interchange,,2939,2939,74,78
0.0,1,1,interchange,,2940,2940,74,78
0.0,1,1,interchange,,2795,2795,74,78
0.0,1,1,interchange,,2792,2792,74,78
0.0,1,1,interchange,,2794,2794,74,78
0.0,1,1,interchange,,3000,3000,74,78
0.0,1,1,interchange,,3232,3232,74,78
1.0,1,1,interchange,,6708,6708,74,78
0.0,1,1,interchange,,6708,6708,74,78
0.0,1,1,interchange,,6913,6913,74,78
0.0,1,1,interchange,,6913,6913,74,78
0.0,1,1,interchange,,6923,6923,74,78
0.0,1,1,interchange,,6923,6923,74,78
0.0,1,1,interchange,,7004,7004,74,78
0.0,1,1,interchange,,7004,7004,74,78
0.0,1,1,interchange,,7065,7065,74,78
0.0,1,1,interchange,,7065,7065,74,78
0.0,1,1,interchange,,7034,7034,74,78
0.0,1,1,interchange,,7034,7034,74,78
0.0,1,1,interchange,,6835,6835,74,78
0.0,1,1,interchange,,6835,6835,74,78
0.0,1,1,interchange,,2939,2939,75,78
0.0,1,1,interchange,,2940,2940,75,78
0.0,1,1,interchange,,2795,2795,75,78
0.0,1,1,interchange,,2792,2792,75,78
0.0,1,1,interchange,,2794,2794,75,78
0.0,1,1,interchange,,3000,3000,75,78
0.0,1,1,interchange,,3232,3232,75,78
1.0,1,1,interchange,,6708,6708,75,78
0.0,1,1,interchange,,6708,6708,75,78
0.0,1,1,interchange,,6913,6913,75,78
0.0,1,1,interchange,,6913,6913,75,78
0.0,1,1,interchange,,6923,6923,75,78
0.0,1,1,interchange,,6923,6923,75,78
0.0,1,1,interchange,,7004,7004,75,78
0.0,1,1,interchange,,7004,7004,75,78
0.0,1,1,interchange,,7065,7065,75,78
0.0,1,1,interchange,,7065,7065,75,78
0.0,1,1,interchange,,7034,7034,75,78
0.0,1,1,interchange,,7034,7034,75,78
0.0,1,1,interchange,,6835,6835,75,78
0.0,1,1,interchange,,6835,6835,75,78
0.0,1,1,interchange,,2939,2939,76,78
0.0,1,1,interchange,,2940,2940,76,78
0.0,1,1,interchange,,2795,2795,76,78
0.0,1,1,interchange,,2792,2792,76,78
0.0,1,1,interchange,,2794,2794,76,78
0.0,1,1,interchange,,3000,3000,76,78
0.0,1,1,interchange,,3232,3232,76,78
1.0,1,1,interchange,,6708,6708,76,78
0.0,1,1,interchange,,6708,6708,76,78
0.0,1,1,interchange,,6913,6913,76,78
0.0,1,1,interchange,,6913,6913,76,78
0.0,1,1,interchange,,6923,6923,76,78
0.0,1,1,interchange,,6923,6923,76,78
0.0,1,1,interchange,,7004,7004,76,78
0.0,1,1,interchange,,7004,7004,76,78
0.0,1,1,interchange,,7065,7065,76,78
0.0,1,1,interchange,,7065,7065,76,78
0.0,1,1,interchange,,7034,7034,76,78
0.0,1,1,interchange,,7034,7034,76,78
0.0,1,1,interchange,,6835,6835,76,78
0.0,1,1,interchange,,6835,6835,76,78
0.0,1,1,interchange,,2939,2939,77,78
0.0,1,1,interchange,,2940,2940,77,78
0.0,1,1,interchange,,2795,2795,77,78
0.0,1,1,interchange,,2792,2792,77,78
0.0,1,1,interchange,,2794,2794,77,78
0.0,1,1,interchange,,3000,3000,77,78
0.0,1,1,interchange,,3232,3232,77,78
1.0,1,1,interchange,,6708,6708,77,78
0.0,1,1,interchange,,6708,6708,77,78
0.0,1,1,interchange,,6913,6913,77,78
0.0,1,1,interchange,,6913,6913,77,78
0.0,1,1,interchange,,6923,6923,77,78
0.0,1,1,interchange,,6923,6923,77,78
0.0,1,1,interchange,,7004,7004,77,78
0.0,1,1,interchange,,7004,7004,77,78
0.0,1,1,interchange,,7065,7065,77,78
0.0,1,1,interchange,,7065,7065,77,78
0.0,1,1,interchange,,7034,7034,77,78
0.0,1,1,interchange,,7034,7034,77,78
0.0,1,1,interchange,,6835,6835,77,78
0.0,1,1,interchange,,6835,6835,77,78
0.0,1,1,interchange,,2939,2939,78,78
0.0,1,1,interchange,,2940,2940,78,78
0.0,1,1,interchange,,2795,2795,78,78
0.0,1,1,interchange,,2792,2792,78,78
0.0,1,1,interchange,,2794,2794,78,78
0.0,1,1,interchange,,3000,3000,78,78
0.0,1,1,interchange,,3232,3232,78,78
1.0,1,1,interchange,,6708,6708,78,78
0.0,1,1,interchange,,6708,6708,78,78
0.0,1,1,interchange,,6913,6913,78,78
0.0,1,1,interchange,,6913,6913,78,78
0.0,1,1,interchange,,6923,6923,78,78
0.0,1,1,interchange,,6923,6923,78,78
0.0,1,1,interchange,,7004,7004,78,78
0.0,1,1,interchange,,7004,7004,78,78
0.0,1,1,interchange,,7065,7065,78,78
0.0,1,1,interchange,,7065,7065,78,78
0.0,1,1,interchange,,7034,7034,78,78
0.0,1,1,interchange,,7034,7034,78,78
0.0,1,1,interchange,,6835,6835,78,78
0.0,1,1,interchange,,6835,6835,78,78
0.0,1,1,interchange,,2939,2939,79,78
0.0,1,1,interchange,,2940,2940,79,78
0.0,1,1,interchange,,2795,2795,79,78
0.0,1,1,interchange,,2792,2792,79,78
0.0,1,1,interchange,,2794,2794,79,78
0.0,1,1,interchange,,3000,3000,79,78
0.0,1,1,interchange,,3232,3232,79,78
1.0,1,1,interchange,,6708,6708,79,78
0.0,1,1,interchange,,6708,6708,79,78
0.0,1,1,interchange,,6913,6913,79,78
0.0,1,1,interchange,,6913,6913,79,78
0.0,1,1,interchange,,6923,6923,79,78
0.0,1,1,interchange,,6923,6923,79,78
0.0,1,1,interchange,,7004,7004,79,78
0.0,1,1,interchange,,7004,7004,79,78
0.0,1,1,interchange,,7065,7065,79,78
0.0,1,1,interchange,,7065,7065,79,78
0.0,1,1,interchange,,7034,7034,79,78
0.0,1,1,interchange,,7034,7034,79,78
0.0,1,1,interchange,,6835,6835,79,78
0.0,1,1,interchange,,6835,6835,79,78
0.0,1,1,interchange,,2939,2939,80,78
0.0,1,1,interchange,,2940,2940,80,78
0.0,1,1,interchange,,2795,2795,80,78
0.0,1,1,interchange,,2792,2792,80,78
0.0,1,1,interchange,,2794,2794,80,78
0.0,1,1,interchange,,3000,3000,80,78
0.0,1,1,interchange,,3232,3232,80,78
1.0,1,1,interchange,,6708,6708,80,78
0.0,1,1,interchange,,6708,6708,80,78
0.0,1,1,interchange,,6913,6913,80,78
0.0,1,1,interchange,,6913,6913,80,78
0.0,1,1,interchange,,6923,6923,80,78
0.0,1,1,interchange,,6923,6923,80,78
0.0,1,1,interchange,,7004,7004,80,78
0.0,1,1,interchange,,7004,7004,80,78
0.0,1,1,interchange,,7065,7065,80,78
0.0,1,1,interchange,,7065,7065,80,78
0.0,1,1,interchange,,7034,7034,80,78
0.0,1,1,interchange,,7034,7034,80,78
0.0,1,1,interchange,,6835,6835,80,78
0.0,1,1,interchange,,6835,6835,80,78
0.0,1,1,interchange,,2939,2939,81,78
0.0,1,1,interchange,,2940,2940,81,78
0.0,1,1,interchange,,2795,2795,81,78
0.0,1,1,interchange,,2792,2792,81,78
0.0,1,1,interchange,,2794,2794,81,78
0.0,1,1,interchange,,3000,3000,81,78
0.0,1,1,interchange,,3232,3232,81,78
1.0,1,1,interchange,,6708,6708,81,78
0.0,1,1,interchange,,6708,6708,81,78
0.0,1,1,interchange,,6913,6913,81,78
0.0,1,1,interchange,,6913,6913,81,78
0.0,1,1,interchange,,6923,6923,81,78
0.0,1,1,interchange,,6923,6923,81,78
0.0,1,1,interchange,,7004,7004,81,78
0.0,1,1,interchange,,7004,7004,81,78
0.0,1,1,interchange,,7065,7065,81,78
0.0,1,1,interchange,,7065,7065,81,78
0.0,1,1,interchange,,7034,7034,81,78
0.0,1,1,interchange,,7034,7034,81,78
0.0,1,1,interchange,,6835,6835,81,78
0.0,1,1,interchange,,6835,6835,81,78
0.0,1,1,interchange,,2939,2939,82,78
0.0,1,1,interchange,,2940,2940,82,78
0.0,1,1,interchange,,2795,2795,82,78
0.0,1,1,interchange,,2792,2792,82,78
0.0,1,1,interchange,,2794,2794,82,78
0.0,1,1,interchange,,3000,3000,82,78
0.0,1,1,interchange,,3232,3232,82,78
1.0,1,1,interchange,,6708,6708,82,78
0.0,1,1,interchange,,6708,6708,82,78
0.0,1,1,interchange,,6913,6913,82,78
0.0,1,1,interchange,,6913,6913,82,78
0.0,1,1,interchange,,6923,6923,82,78
0.0,1,1,interchange,,6923,6923,82,78
0.0,1,1,interchange,,7004,7004,82,78
0.0,1,1,interchange,,7004,7004,82,78
0.0,1,1,interchange,,7065,7065,82,78
0.0,1,1,interchange,,7065,7065,82,78
0.0,1,1,interchange,,7034,7034,82,78
0.0,1,1,interchange,,7034,7034,82,78
0.0,1,1,interchange,,6835,6835,82,78
0.0,1,1,interchange,,6835,6835,82,78
0.0,1,1,interchange,,2939,2939,83,78
0.0,1,1,interchange,,2940,2940,83,78
0.0,1,1,interchange,,2795,2795,83,78
0.0,1,1,interchange,,2792,2792,83,78
0.0,1,1,interchange,,2794,2794,83,78
0.0,1,1,interchange,,3000,3000,83,78
0.0,1,1,interchange,,3232,3232,83,78
1.0,1,1,interchange,,6708,6708,83,78
0.0,1,1,interchange,,6708,6708,83,78
0.0,1,1,interchange,,6913,6913,83,78
0.0,1,1,interchange,,6913,6913,83,78
0.0,1,1,interchange,,6923,6923,83,78
0.0,1,1,interchange,,6923,6923,83,78
0.0,1,1,interchange,,7004,7004,83,78
0.0,1,1,interchange,,7004,7004,83,78
0.0,1,1,interchange,,7065,7065,83,78
0.0,1,1,interchange,,7065,7065,83,78
0.0,1,1,interchange,,7034,7034,83,78
0.0,1,1,interchange,,7034,7034,83,78
0.0,1,1,interchange,,6835,6835,83,78
0.0,1,1,interchange,,6835,6835,83,78
0.0,1,1,interchange,,2939,2939,84,78
0.0,1,1,interchange,,2940,2940,84,78
0.0,1,1,interchange,,2795,2795,84,78
0.0,1,1,interchange,,2792,2792,84,78
0.0,1,1,interchange,,2794,2794,84,78
0.0,1,1,interchange,,3000,3000,84,78
0.0,1,1,interchange,,3232,3232,84,78
1.0,1,1,interchange,,6708,6708,84,78
0.0,1,1,interchange,,6708,6708,84,78
0.0,1,1,interchange,,6913,6913,84,78
0.0,1,1,interchange,,6913,6913,84,78
0.0,1,1,interchange,,6923,6923,84,78
0.0,1,1,interchange,,6923,6923,84,78
0.0,1,1,interchange,,7004,7004,84,78
0.0,1,1,interchange,,7004,7004,84,78
0.0,1,1,interchange,,7065,7065,84,78
0.0,1,1,interchange,,7065,7065,84,78
0.0,1,1,interchange,,7034,7034,84,78
0.0,1,1,interchange,,7034,7034,84,78
0.0,1,1,interchange,,6835,6835,84,78
0.0,1,1,interchange,,6835,6835,84,78
0.0,1,1,interchange,,2939,2939,85,78
0.0,1,1,interchange,,2940,2940,85,78
0.0,1,1,interchange,,2795,2795,85,78
0.0,1,1,interchange,,2792,2792,85,78
0.0,1,1,interchange,,2794,2794,85,78
0.0,1,1,interchange,,3000,3000,85,78
0.0,1,1,interchange,,3232,3232,85,78
1.0,1,1,interchange,,6708,6708,85,78
0.0,1,1,interchange,,6708,6708,85,78
0.0,1,1,interchange,,6913,6913,85,78
0.0,1,1,interchange,,6913,6913,85,78
0.0,1,1,interchange,,6923,6923,85,78
0.0,1,1,interchange,,6923,6923,85,78
0.0,1,1,interchange,,7004,7004,85,78
0.0,1,1,interchange,,7004,7004,85,78
0.0,1,1,interchange,,7065,7065,85,78
0.0,1,1,interchange,,7065,7065,85,78
0.0,1,1,interchange,,7034,7034,85,78
0.0,1,1,interchange,,7034,7034,85,78
0.0,1,1,interchange,,6835,6835,85,78
0.0,1,1,interchange,,6835,6835,85,78
0.0,1,1,interchange,,2939,2939,86,78
0.0,1,1,interchange,,2940,2940,86,78
0.0,1,1,interchange,,2795,2795,86,78
0.0,1,1,interchange,,2792,2792,86,78
0.0,1,1,interchange,,2794,2794,86,78
0.0,1,1,interchange,,3000,3000,86,78
0.0,1,1,interchange,,3232,3232,86,78
1.0,1,1,interchange,,6708,6708,86,78
0.0,1,1,interchange,,6708,6708,86,78
0.0,1,1,interchange,,6913,6913,86,78
0.0,1,1,interchange,,6913,6913,86,78
0.0,1,1,interchange,,6923,6923,86,78
0.0,1,1,interchange,,6923,6923,86,78
0.0,1,1,interchange,,7004,7004,86,78
0.0,1,1,interchange,,7004,7004,86,78
0.0,1,1,interchange,,7065,7065,86,78
0.0,1,1,interchange,,7065,7065,86,78
0.0,1,1,interchange,,7034,7034,86,78
0.0,1,1,interchange,,7034,7034,86,78
0.0,1,1,interchange,,6835,6835,86,78
0.0,1,1,interchange,,6835,6835,86,78
0.0,1,1,interchange,,2939,2939,87,78
0.0,1,1,interchange,,2940,2940,87,78
0.0,1,1,interchange,,2795,2795,87,78
0.0,1,1,interchange,,2792,2792,87,78
0.0,1,1,interchange,,2794,2794,87,78
0.0,1,1,interchange,,3000,3000,87,78
0.0,1,1,interchange,,3232,3232,87,78
1.0,1,1,interchange,,6708,6708,87,78
0.0,1,1,interchange,,6708,6708,87,78
0.0,1,1,interchange,,6913,6913,87,78
0.0,1,1,interchange,,6913,6913,87,78
0.0,1,1,interchange,,6923,6923,87,78
0.0,1,1,interchange,,6923,6923,87,78
0.0,1,1,interchange,,7004,7004,87,78
0.0,1,1,interchange,,7004,7004,87,78
0.0,1,1,interchange,,7065,7065,87,78
0.0,1,1,interchange,,7065,7065,87,78
0.0,1,1,interchange,,7034,7034,87,78
0.0,1,1,interchange,,7034,7034,87,78
0.0,1,1,interchange,,6835,6835,87,78
0.0,1,1,interchange,,6835,6835,87,78
0.0,1,1,interchange,,2939,2939,88,78
0.0,1,1,interchange,,2940,2940,88,78
0.0,1,1,interchange,,2795,2795,88,78
0.0,1,1,interchange,,2792,2792,88,78
0.0,1,1,interchange,,2794,2794,88,78
0.0,1,1,interchange,,3000,3000,88,78
0.0,1,1,interchange,,3232,3232,88,78
1.0,1,1,interchange,,6708,6708,88,78
0.0,1,1,interchange,,6708,6708,88,78
0.0,1,1,interchange,,6913,6913,88,78
0.0,1,1,interchange,,6913,6913,88,78
0.0,1,1,interchange,,6923,6923,88,78
0.0,1,1,interchange,,6923,6923,88,78
0.0,1,1,interchange,,7004,7004,88,78
0.0,1,1,interchange,,7004,7004,88,78
0.0,1,1,interchange,,7065,7065,88,78
0.0,1,1,interchange,,7065,7065,88,78
0.0,1,1,interchange,,7034,7034,88,78
0.0,1,1,interchange,,7034,7034,88,78
0.0,1,1,interchange,,6835,6835,88,78
0.0,1,1,interchange,,6835,6835,88,78
0.0,1,1,interchange,,2939,2939,89,78
0.0,1,1,interchange,,2940,2940,89,78
0.0,1,1,interchange,,2795,2795,89,78
0.0,1,1,interchange,,2792,2792,89,78
0.0,1,1,interchange,,2794,2794,89,78
0.0,1,1,interchange,,3000,3000,89,78
0.0,1,1,interchange,,3232,3232,89,78
1.0,1,1,interchange,,6708,6708,89,78
0.0,1,1,interchange,,6708,6708,89,78
0.0,1,1,interchange,,6913,6913,89,78
0.0,1,1,interchange,,6913,6913,89,78
0.0,1,1,interchange,,6923,6923,89,78
0.0,1,1,interchange,,6923,6923,89,78
0.0,1,1,interchange,,7004,7004,89,78
0.0,1,1,interchange,,7004,7004,89,78
0.0,1,1,interchange,,7065,7065,89,78
0.0,1,1,interchange,,7065,7065,89,78
0.0,1,1,interchange,,7034,7034,89,78
0.0,1,1,interchange,,7034,7034,89,78
0.0,1,1,interchange,,6835,6835,89,78
0.0,1,1,interchange,,6835,6835,89,78
0.0,1,1,interchange,,2939,2939,90,78
0.0,1,1,interchange,,2940,2940,90,78
0.0,1,1,interchange,,2795,2795,90,78
0.0,1,1,interchange,,2792,2792,90,78
0.0,1,1,interchange,,2794,2794,90,78
0.0,1,1,interchange,,3000,3000,90,78
0.0,1,1,interchange,,3232,3232,90,78
1.0,1,1,interchange,,6708,6708,90,78
0.0,1,1,interchange,,6708,6708,90,78
0.0,1,1,interchange,,6913,6913,90,78
0.0,1,1,interchange,,6913,6913,90,78
0.0,1,1,interchange,,6923,6923,90,78
0.0,1,1,interchange,,6923,6923,90,78
0.0,1,1,interchange,,7004,7004,90,78
0.0,1,1,interchange,,7004,7004,90,78
0.0,1,1,interchange,,7065,7065,90,78
0.0,1,1,interchange,,7065,7065,90,78
0.0,1,1,interchange,,7034,7034,90,78
0.0,1,1,interchange,,7034,7034,90,78
0.0,1,1,interchange,,6835,6835,90,78
0.0,1,1,interchange,,6835,6835,90,78
0.0,1,1,interchange,,2939,2939,91,78
0.0,1,1,interchange,,2940,2940,91,78
0.0,1,1,interchange,,2795,2795,91,78
0.0,1,1,interchange,,2792,2792,91,78
0.0,1,1,interchange,,2794,2794,91,78
0.0,1,1,interchange,,3000,3000,91,78
0.0,1,1,interchange,,3232,3232,91,78
1.0,1,1,interchange,,6708,6708,91,78
0.0,1,1,interchange,,6708,6708,91,78
0.0,1,1,interchange,,6913,6913,91,78
0.0,1,1,interchange,,6913,6913,91,78
0.0,1,1,interchange,,6923,6923,91,78
0.0,1,1,interchange,,6923,6923,91,78
0.0,1,1,interchange,,7004,7004,91,78
0.0,1,1,interchange,,7004,7004,91,78
0.0,1,1,interchange,,7065,7065,91,78
0.0,1,1,interchange,,7065,7065,91,78
0.0,1,1,interchange,,7034,7034,91,78
0.0,1,1,interchange,,7034,7034,91,78
0.0,1,1,interchange,,6835,6835,91,78
0.0,1,1,interchange,,6835,6835,91,78
0.0,1,1,interchange,,2939,2939,92,78
0.0,1,1,interchange,,2940,2940,92,78
0.0,1,1,interchange,,2795,2795,92,78
0.0,1,1,interchange,,2792,2792,92,78
0.0,1,1,interchange,,2794,2794,92,78
0.0,1,1,interchange,,3000,3000,92,78
0.0,1,1,interchange,,3232,3232,92,78
1.0,1,1,interchange,,6708,6708,92,78
0.0,1,1,interchange,,6708,6708,92,78
0.0,1,1,interchange,,6913,6913,92,78
0.0,1,1,interchange,,6913,6913,92,78
0.0,1,1,interchange,,6923,6923,92,78
0.0,1,1,interchange,,6923,6923,92,78
0.0,1,1,interchange,,7004,7004,92,78
0.0,1,1,interchange,,7004,7004,92,78
0.0,1,1,interchange,,7065,7065,92,78
0.0,1,1,interchange,,7065,7065,92,78
0.0,1,1,interchange,,7034,7034,92,78
0.0,1,1,interchange,,7034,7034,92,78
0.0,1,1,interchange,,6835,6835,92,78
0.0,1,1,interchange,,6835,6835,92,78
0.0,1,1,interchange,,2939,2939,93,78
0.0,1,1,interchange,,2940,2940,93,78
0.0,1,1,interchange,,2795,2795,93,78
0.0,1,1,interchange,,2792,2792,93,78
0.0,1,1,interchange,,2794,2794,93,78
0.0,1,1,interchange,,3000,3000,93,78
0.0,1,1,interchange,,3232,3232,93,78
1.0,1,1,interchange,,6708,6708,93,78
0.0,1,1,interchange,,6708,6708,93,78
0.0,1,1,interchange,,6913,6913,93,78
0.0,1,1,interchange,,6913,6913,93,78
0.0,1,1,interchange,,6923,6923,93,78
0.0,1,1,interchange,,6923,6923,93,78
0.0,1,1,interchange,,7004,7004,93,78
0.0,1,1,interchange,,7004,7004,93,78
0.0,1,1,interchange,,7065,7065,93,78
0.0,1,1,interchange,,7065,7065,93,78
0.0,1,1,interchange,,7034,7034,93,78
0.0,1,1,interchange,,7034,7034,93,78
0.0,1,1,interchange,,6835,6835,93,78
0.0,1,1,interchange,,6835,6835,93,78
0.0,1,1,interchange,,2939,2939,94,78
0.0,1,1,interchange,,2940,2940,94,78
0.0,1,1,interchange,,2795,2795,94,78
0.0,1,1,interchange,,2792,2792,94,78
0.0,1,1,interchange,,2794,2794,94,78
0.0,1,1,interchange,,3000,3000,94,78
0.0,1,1,interchange,,3232,3232,94,78
1.0,1,1,interchange,,6708,6708,94,78
0.0,1,1,interchange,,6708,6708,94,78
0.0,1,1,interchange,,6913,6913,94,78
0.0,1,1,interchange,,6913,6913,94,78
0.0,1,1,interchange,,6923,6923,94,78
0.0,1,1,interchange,,6923,6923,94,78
0.0,1,1,interchange,,7004,7004,94,78
0.0,1,1,interchange,,7004,7004,94,78
0.0,1,1,interchange,,7065,7065,94,78
0.0,1,1,interchange,,7065,7065,94,78
0.0,1,1,interchange,,7034,7034,94,78
0.0,1,1,interchange,,7034,7034,94,78
