line,shift,i_shift,capacity_type,work_day,max_capacity,set,period,plant
,1.0,1,Pcs,1.0,3500.0,69,108,46
,1.0,1,Pcs,1.0,3500.0,70,108,46
,1.0,1,Pcs,1.0,560.0,71,108,46
,1.0,1,Pcs,1.0,3500.0,72,108,46
,1.0,1,Pcs,1.0,560.0,73,108,46
,1.0,1,Pcs,1.0,3500.0,74,108,46
,1.0,1,Pcs,1.0,630.0,75,108,46
,1.0,1,Pcs,1.0,420.0,76,108,46
,1.0,1,Pcs,1.0,3500.0,77,108,46
,1.0,1,Pcs,1.0,315.0,78,108,46
,1.0,1,Pcs,1.0,210.0,79,108,46
,1.0,1,Pcs,1.0,3500.0,80,108,46
,1.0,1,Pcs,1.0,560.0,82,108,46
,1.0,1,Pcs,1.0,105.0,83,108,46
,1.0,1,Pcs,1.0,3500.0,84,108,46
,1.0,1,Pcs,1.0,2100.0,89,108,46
,1.0,1,Pcs,1.0,3500.0,90,108,46
,1.0,1,Pcs,1.0,840.0,91,108,46
,1.0,1,Pcs,1.0,3500.0,92,108,46
,1.0,1,Pcs,1.0,700.0,93,108,46
,1.0,1,Pcs,1.0,3500.0,94,108,46
,1.0,1,Pcs,1.0,980.0,95,108,46
,1.0,1,Pcs,1.0,3500.0,97,108,46
,1.0,1,Pcs,1.0,952.0,98,108,46
,1.0,1,Pcs,1.0,700.0,101,108,46
,1.0,1,Pcs,1.0,3500.0,102,108,46
,1.0,1,Pcs,1.0,455.0,104,108,46
,1.0,1,Pcs,1.0,560.0,106,108,46
,1.0,1,Pcs,1.0,2800.0,111,108,46
,1.0,1,Pcs,1.0,1400.0,114,108,46
,1.0,1,Pcs,1.0,3360.0,119,108,46
,1.0,1,Pcs,1.0,3500.0,123,108,46
,1.0,1,Pcs,1.0,350.0,124,108,46
,1.0,1,Pcs,1.0,2240.0,170,108,46
,1.0,1,Pcs,1.0,1050.0,171,108,46
,1.0,1,Point,1.0,315000000.0,176,108,46
,1.0,1,Point,1.0,112000000.0,179,108,46
,1.0,1,Pcs,1.0,2800.0,203,108,46
,1.0,1,Pcs,1.0,5600.0,0,115,46
,1.0,1,Pcs,1.0,350.0,20,115,46
,1.0,1,Pcs,1.0,1400.0,22,115,46
,1.0,1,Pcs,1.0,1050.0,29,115,46
,1.0,1,Pcs,1.0,24500.0,36,115,46
,1.0,1,Pcs,1.0,560.0,37,115,46
,1.0,1,Pcs,1.0,1400.0,39,115,46
,1.0,1,Pcs,1.0,210.0,40,115,46
,1.0,1,Pcs,1.0,1400.0,41,115,46
,1.0,1,Pcs,1.0,210.0,42,115,46
,1.0,1,Pcs,1.0,3500.0,43,115,46
,1.0,1,Pcs,1.0,350.0,45,115,46
,1.0,1,Pcs,1.0,3500.0,47,115,46
,1.0,1,Pcs,1.0,1400.0,48,115,46
,1.0,1,Pcs,1.0,3500.0,49,115,46
,1.0,1,Pcs,1.0,245.0,50,115,46
,1.0,1,Pcs,1.0,700.0,51,115,46
,1.0,1,Pcs,1.0,700.0,52,115,46
,1.0,1,Pcs,1.0,350.0,54,115,46
,1.0,1,Pcs,1.0,700.0,59,115,46
,1.0,1,Pcs,1.0,1680.0,63,115,46
,1.0,1,Pcs,1.0,3500.0,64,115,46
,1.0,1,Pcs,1.0,2800.0,66,115,46
,1.0,1,Pcs,1.0,3500.0,69,115,46
,1.0,1,Pcs,1.0,3500.0,70,115,46
,1.0,1,Pcs,1.0,560.0,71,115,46
,1.0,1,Pcs,1.0,3500.0,72,115,46
,1.0,1,Pcs,1.0,560.0,73,115,46
,1.0,1,Pcs,1.0,3500.0,74,115,46
,1.0,1,Pcs,1.0,630.0,75,115,46
,1.0,1,Pcs,1.0,420.0,76,115,46
,1.0,1,Pcs,1.0,3500.0,77,115,46
,1.0,1,Pcs,1.0,315.0,78,115,46
,1.0,1,Pcs,1.0,210.0,79,115,46
,1.0,1,Pcs,1.0,3500.0,80,115,46
,1.0,1,Pcs,1.0,560.0,82,115,46
,1.0,1,Pcs,1.0,105.0,83,115,46
,1.0,1,Pcs,1.0,3500.0,84,115,46
,1.0,1,Pcs,1.0,2100.0,89,115,46
,1.0,1,Pcs,1.0,3500.0,90,115,46
,1.0,1,Pcs,1.0,840.0,91,115,46
,1.0,1,Pcs,1.0,3500.0,92,115,46
,1.0,1,Pcs,1.0,700.0,93,115,46
,1.0,1,Pcs,1.0,3500.0,94,115,46
,1.0,1,Pcs,1.0,980.0,95,115,46
,1.0,1,Pcs,1.0,3500.0,97,115,46
,1.0,1,Pcs,1.0,952.0,98,115,46
,1.0,1,Pcs,1.0,700.0,101,115,46
,1.0,1,Pcs,1.0,3500.0,102,115,46
,1.0,1,Pcs,1.0,455.0,104,115,46
,1.0,1,Pcs,1.0,560.0,106,115,46
,1.0,1,Pcs,1.0,2800.0,111,115,46
,1.0,1,Pcs,1.0,1400.0,114,115,46
,1.0,1,Pcs,1.0,3360.0,119,115,46
,1.0,1,Pcs,1.0,3500.0,123,115,46
,1.0,1,Pcs,1.0,350.0,124,115,46
,1.0,1,Pcs,1.0,2240.0,170,115,46
,1.0,1,Pcs,1.0,1050.0,171,115,46
,1.0,1,Point,1.0,315000000.0,176,115,46
,1.0,1,Point,1.0,112000000.0,179,115,46
,1.0,1,Pcs,1.0,2800.0,203,115,46
,1.0,1,Pcs,1.0,5600.0,0,122,46
,1.0,1,Pcs,1.0,350.0,20,122,46
,1.0,1,Pcs,1.0,1400.0,22,122,46
,1.0,1,Pcs,1.0,1050.0,29,122,46
,1.0,1,Pcs,1.0,28000.0,36,122,46
,1.0,1,Pcs,1.0,560.0,37,122,46
,1.0,1,Pcs,1.0,1400.0,39,122,46
,1.0,1,Pcs,1.0,140.0,40,122,46
,1.0,1,Pcs,1.0,1400.0,41,122,46
,1.0,1,Pcs,1.0,210.0,42,122,46
,1.0,1,Pcs,1.0,3500.0,43,122,46
,1.0,1,Pcs,1.0,350.0,45,122,46
,1.0,1,Pcs,1.0,3500.0,47,122,46
,1.0,1,Pcs,1.0,1400.0,48,122,46
,1.0,1,Pcs,1.0,3500.0,49,122,46
,1.0,1,Pcs,1.0,210.0,50,122,46
,1.0,1,Pcs,1.0,700.0,51,122,46
,1.0,1,Pcs,1.0,700.0,52,122,46
,1.0,1,Pcs,1.0,350.0,54,122,46
,1.0,1,Pcs,1.0,700.0,59,122,46
,1.0,1,Pcs,1.0,560.0,63,122,46
,1.0,1,Pcs,1.0,3500.0,64,122,46
,1.0,1,Pcs,1.0,2800.0,66,122,46
,1.0,1,Pcs,1.0,1750.0,69,122,46
,1.0,1,Pcs,1.0,3500.0,70,122,46
,1.0,1,Pcs,1.0,560.0,71,122,46
,1.0,1,Pcs,1.0,3500.0,72,122,46
,1.0,1,Pcs,1.0,560.0,73,122,46
,1.0,1,Pcs,1.0,3500.0,74,122,46
,1.0,1,Pcs,1.0,700.0,75,122,46
,1.0,1,Pcs,1.0,420.0,76,122,46
,1.0,1,Pcs,1.0,3500.0,77,122,46
,1.0,1,Pcs,1.0,420.0,78,122,46
,1.0,1,Pcs,1.0,210.0,79,122,46
,1.0,1,Pcs,1.0,3500.0,80,122,46
,1.0,1,Pcs,1.0,420.0,82,122,46
,1.0,1,Pcs,1.0,105.0,83,122,46
,1.0,1,Pcs,1.0,3500.0,84,122,46
,1.0,1,Pcs,1.0,2100.0,89,122,46
,1.0,1,Pcs,1.0,3500.0,90,122,46
,1.0,1,Pcs,1.0,840.0,91,122,46
,1.0,1,Pcs,1.0,3500.0,92,122,46
,1.0,1,Pcs,1.0,700.0,93,122,46
,1.0,1,Pcs,1.0,3500.0,94,122,46
,1.0,1,Pcs,1.0,700.0,95,122,46
,1.0,1,Pcs,1.0,3500.0,97,122,46
,1.0,1,Pcs,1.0,1190.0,98,122,46
,1.0,1,Pcs,1.0,700.0,101,122,46
,1.0,1,Pcs,1.0,3500.0,102,122,46
,1.0,1,Pcs,1.0,119.0,104,122,46
,1.0,1,Pcs,1.0,280.0,106,122,46
,1.0,1,Pcs,1.0,756.0,111,122,46
,1.0,1,Pcs,1.0,1400.0,114,122,46
,1.0,1,Pcs,1.0,3360.0,119,122,46
,1.0,1,Pcs,1.0,3500.0,123,122,46
,1.0,1,Pcs,1.0,350.0,124,122,46
,1.0,1,Pcs,1.0,2240.0,170,122,46
,1.0,1,Pcs,1.0,1050.0,171,122,46
,1.0,1,Point,1.0,315000000.0,176,122,46
,1.0,1,Point,1.0,112000000.0,179,122,46
,1.0,1,Pcs,1.0,2800.0,203,122,46
,1.0,1,Pcs,1.0,5600.0,0,129,46
,1.0,1,Pcs,1.0,350.0,20,129,46
,1.0,1,Pcs,1.0,1400.0,22,129,46
,1.0,1,Pcs,1.0,1050.0,29,129,46
,1.0,1,Pcs,1.0,28000.0,36,129,46
,1.0,1,Pcs,1.0,560.0,37,129,46
,1.0,1,Pcs,1.0,1400.0,39,129,46
,1.0,1,Pcs,1.0,140.0,40,129,46
,1.0,1,Pcs,1.0,1400.0,41,129,46
,1.0,1,Pcs,1.0,210.0,42,129,46
,1.0,1,Pcs,1.0,3500.0,43,129,46
,1.0,1,Pcs,1.0,350.0,45,129,46
,1.0,1,Pcs,1.0,3500.0,47,129,46
,1.0,1,Pcs,1.0,1400.0,48,129,46
,1.0,1,Pcs,1.0,3500.0,49,129,46
,1.0,1,Pcs,1.0,210.0,50,129,46
,1.0,1,Pcs,1.0,700.0,51,129,46
,1.0,1,Pcs,1.0,700.0,52,129,46
,1.0,1,Pcs,1.0,350.0,54,129,46
,1.0,1,Pcs,1.0,700.0,59,129,46
,1.0,1,Pcs,1.0,560.0,63,129,46
,1.0,1,Pcs,1.0,3500.0,64,129,46
,1.0,1,Pcs,1.0,2800.0,66,129,46
,1.0,1,Pcs,1.0,1750.0,69,129,46
,1.0,1,Pcs,1.0,3500.0,70,129,46
,1.0,1,Pcs,1.0,560.0,71,129,46
,1.0,1,Pcs,1.0,3500.0,72,129,46
,1.0,1,Pcs,1.0,560.0,73,129,46
,1.0,1,Pcs,1.0,3500.0,74,129,46
,1.0,1,Pcs,1.0,700.0,75,129,46
,1.0,1,Pcs,1.0,420.0,76,129,46
,1.0,1,Pcs,1.0,3500.0,77,129,46
,1.0,1,Pcs,1.0,420.0,78,129,46
,1.0,1,Pcs,1.0,210.0,79,129,46
,1.0,1,Pcs,1.0,3500.0,80,129,46
,1.0,1,Pcs,1.0,420.0,82,129,46
,1.0,1,Pcs,1.0,105.0,83,129,46
,1.0,1,Pcs,1.0,3500.0,84,129,46
,1.0,1,Pcs,1.0,2100.0,89,129,46
,1.0,1,Pcs,1.0,3500.0,90,129,46
,1.0,1,Pcs,1.0,840.0,91,129,46
,1.0,1,Pcs,1.0,3500.0,92,129,46
,1.0,1,Pcs,1.0,700.0,93,129,46
,1.0,1,Pcs,1.0,3500.0,94,129,46
,1.0,1,Pcs,1.0,700.0,95,129,46
,1.0,1,Pcs,1.0,3500.0,97,129,46
,1.0,1,Pcs,1.0,1190.0,98,129,46
,1.0,1,Pcs,1.0,700.0,101,129,46
,1.0,1,Pcs,1.0,3500.0,102,129,46
,1.0,1,Pcs,1.0,119.0,104,129,46
,1.0,1,Pcs,1.0,280.0,106,129,46
,1.0,1,Pcs,1.0,756.0,111,129,46
,1.0,1,Pcs,1.0,1400.0,114,129,46
,1.0,1,Pcs,1.0,3360.0,119,129,46
,1.0,1,Pcs,1.0,3500.0,123,129,46
,1.0,1,Pcs,1.0,350.0,124,129,46
,1.0,1,Pcs,1.0,2240.0,170,129,46
,1.0,1,Pcs,1.0,1050.0,171,129,46
,1.0,1,Point,1.0,315000000.0,176,129,46
,1.0,1,Point,1.0,112000000.0,179,129,46
,1.0,1,Pcs,1.0,2800.0,203,129,46
,1.0,1,Pcs,1.0,5600.0,0,136,46
,1.0,1,Pcs,1.0,350.0,20,136,46
,1.0,1,Pcs,1.0,1400.0,22,136,46
,1.0,1,Pcs,1.0,1050.0,29,136,46
,1.0,1,Pcs,1.0,28000.0,36,136,46
,1.0,1,Pcs,1.0,560.0,37,136,46
,1.0,1,Pcs,1.0,1400.0,39,136,46
,1.0,1,Pcs,1.0,140.0,40,136,46
,1.0,1,Pcs,1.0,1400.0,41,136,46
,1.0,1,Pcs,1.0,210.0,42,136,46
,1.0,1,Pcs,1.0,3500.0,43,136,46
,1.0,1,Pcs,1.0,350.0,45,136,46
,1.0,1,Pcs,1.0,3500.0,47,136,46
,1.0,1,Pcs,1.0,1400.0,48,136,46
,1.0,1,Pcs,1.0,3500.0,49,136,46
,1.0,1,Pcs,1.0,210.0,50,136,46
,1.0,1,Pcs,1.0,700.0,51,136,46
,1.0,1,Pcs,1.0,700.0,52,136,46
,1.0,1,Pcs,1.0,350.0,54,136,46
,1.0,1,Pcs,1.0,700.0,59,136,46
,1.0,1,Pcs,1.0,560.0,63,136,46
,1.0,1,Pcs,1.0,3500.0,64,136,46
,1.0,1,Pcs,1.0,2800.0,66,136,46
,1.0,1,Pcs,1.0,1750.0,69,136,46
,1.0,1,Pcs,1.0,3500.0,70,136,46
,1.0,1,Pcs,1.0,560.0,71,136,46
,1.0,1,Pcs,1.0,3500.0,72,136,46
,1.0,1,Pcs,1.0,560.0,73,136,46
,1.0,1,Pcs,1.0,3500.0,74,136,46
,1.0,1,Pcs,1.0,700.0,75,136,46
,1.0,1,Pcs,1.0,420.0,76,136,46
,1.0,1,Pcs,1.0,3500.0,77,136,46
,1.0,1,Pcs,1.0,420.0,78,136,46
,1.0,1,Pcs,1.0,210.0,79,136,46
,1.0,1,Pcs,1.0,3500.0,80,136,46
,1.0,1,Pcs,1.0,420.0,82,136,46
,1.0,1,Pcs,1.0,105.0,83,136,46
,1.0,1,Pcs,1.0,3500.0,84,136,46
,1.0,1,Pcs,1.0,2100.0,89,136,46
,1.0,1,Pcs,1.0,3500.0,90,136,46
,1.0,1,Pcs,1.0,840.0,91,136,46
,1.0,1,Pcs,1.0,3500.0,92,136,46
,1.0,1,Pcs,1.0,700.0,93,136,46
,1.0,1,Pcs,1.0,3500.0,94,136,46
,1.0,1,Pcs,1.0,700.0,95,136,46
,1.0,1,Pcs,1.0,3500.0,97,136,46
,1.0,1,Pcs,1.0,1190.0,98,136,46
,1.0,1,Pcs,1.0,700.0,101,136,46
,1.0,1,Pcs,1.0,3500.0,102,136,46
,1.0,1,Pcs,1.0,119.0,104,136,46
,1.0,1,Pcs,1.0,280.0,106,136,46
,1.0,1,Pcs,1.0,756.0,111,136,46
,1.0,1,Pcs,1.0,1400.0,114,136,46
,1.0,1,Pcs,1.0,3360.0,119,136,46
,1.0,1,Pcs,1.0,3500.0,123,136,46
,1.0,1,Pcs,1.0,350.0,124,136,46
,1.0,1,Pcs,1.0,2240.0,170,136,46
,1.0,1,Pcs,1.0,1050.0,171,136,46
,1.0,1,Point,1.0,315000000.0,176,136,46
,1.0,1,Point,1.0,112000000.0,179,136,46
,1.0,1,Pcs,1.0,2800.0,203,136,46
,1.0,1,Pcs,1.0,5600.0,0,143,46
,1.0,1,Pcs,1.0,350.0,20,143,46
,1.0,1,Pcs,1.0,1400.0,22,143,46
,1.0,1,Pcs,1.0,1050.0,29,143,46
,1.0,1,Pcs,1.0,28000.0,36,143,46
,1.0,1,Pcs,1.0,560.0,37,143,46
,1.0,1,Pcs,1.0,1400.0,39,143,46
,1.0,1,Pcs,1.0,140.0,40,143,46
,1.0,1,Pcs,1.0,1400.0,41,143,46
,1.0,1,Pcs,1.0,210.0,42,143,46
,1.0,1,Pcs,1.0,3500.0,43,143,46
,1.0,1,Pcs,1.0,350.0,45,143,46
,1.0,1,Pcs,1.0,3500.0,47,143,46
,1.0,1,Pcs,1.0,1400.0,48,143,46
,1.0,1,Pcs,1.0,3500.0,49,143,46
,1.0,1,Pcs,1.0,210.0,50,143,46
,1.0,1,Pcs,1.0,700.0,51,143,46
,1.0,1,Pcs,1.0,700.0,52,143,46
,1.0,1,Pcs,1.0,350.0,54,143,46
,1.0,1,Pcs,1.0,700.0,59,143,46
,1.0,1,Pcs,1.0,560.0,63,143,46
,1.0,1,Pcs,1.0,3500.0,64,143,46
,1.0,1,Pcs,1.0,2800.0,66,143,46
,1.0,1,Pcs,1.0,1750.0,69,143,46
,1.0,1,Pcs,1.0,3500.0,70,143,46
,1.0,1,Pcs,1.0,560.0,71,143,46
,1.0,1,Pcs,1.0,3500.0,72,143,46
,1.0,1,Pcs,1.0,560.0,73,143,46
,1.0,1,Pcs,1.0,3500.0,74,143,46
,1.0,1,Pcs,1.0,700.0,75,143,46
,1.0,1,Pcs,1.0,420.0,76,143,46
,1.0,1,Pcs,1.0,3500.0,77,143,46
,1.0,1,Pcs,1.0,420.0,78,143,46
,1.0,1,Pcs,1.0,210.0,79,143,46
,1.0,1,Pcs,1.0,3500.0,80,143,46
,1.0,1,Pcs,1.0,420.0,82,143,46
,1.0,1,Pcs,1.0,105.0,83,143,46
,1.0,1,Pcs,1.0,3500.0,84,143,46
,1.0,1,Pcs,1.0,2100.0,89,143,46
,1.0,1,Pcs,1.0,3500.0,90,143,46
,1.0,1,Pcs,1.0,840.0,91,143,46
,1.0,1,Pcs,1.0,3500.0,92,143,46
,1.0,1,Pcs,1.0,700.0,93,143,46
,1.0,1,Pcs,1.0,3500.0,94,143,46
,1.0,1,Pcs,1.0,700.0,95,143,46
,1.0,1,Pcs,1.0,3500.0,97,143,46
,1.0,1,Pcs,1.0,1190.0,98,143,46
,1.0,1,Pcs,1.0,700.0,101,143,46
,1.0,1,Pcs,1.0,3500.0,102,143,46
,1.0,1,Pcs,1.0,119.0,104,143,46
,1.0,1,Pcs,1.0,280.0,106,143,46
,1.0,1,Pcs,1.0,756.0,111,143,46
,1.0,1,Pcs,1.0,1400.0,114,143,46
,1.0,1,Pcs,1.0,3360.0,119,143,46
,1.0,1,Pcs,1.0,3500.0,123,143,46
,1.0,1,Pcs,1.0,350.0,124,143,46
,1.0,1,Pcs,1.0,2240.0,170,143,46
,1.0,1,Pcs,1.0,1050.0,171,143,46
,1.0,1,Point,1.0,315000000.0,176,143,46
,1.0,1,Point,1.0,112000000.0,179,143,46
,1.0,1,Pcs,1.0,2800.0,203,143,46
,1.0,1,Pcs,1.0,5600.0,0,150,46
,1.0,1,Pcs,1.0,350.0,20,150,46
,1.0,1,Pcs,1.0,1400.0,22,150,46
,1.0,1,Pcs,1.0,1050.0,29,150,46
,1.0,1,Pcs,1.0,24500.0,36,150,46
,1.0,1,Pcs,1.0,560.0,37,150,46
,1.0,1,Pcs,1.0,1400.0,39,150,46
,1.0,1,Pcs,1.0,210.0,40,150,46
,1.0,1,Pcs,1.0,1400.0,41,150,46
,1.0,1,Pcs,1.0,210.0,42,150,46
,1.0,1,Pcs,1.0,3500.0,43,150,46
,1.0,1,Pcs,1.0,350.0,45,150,46
,1.0,1,Pcs,1.0,3500.0,47,150,46
,1.0,1,Pcs,1.0,1400.0,48,150,46
,1.0,1,Pcs,1.0,3500.0,49,150,46
,1.0,1,Pcs,1.0,245.0,50,150,46
,1.0,1,Pcs,1.0,700.0,51,150,46
,1.0,1,Pcs,1.0,700.0,52,150,46
,1.0,1,Pcs,1.0,350.0,54,150,46
,1.0,1,Pcs,1.0,700.0,59,150,46
,1.0,1,Pcs,1.0,1680.0,63,150,46
,1.0,1,Pcs,1.0,3500.0,64,150,46
,1.0,1,Pcs,1.0,2800.0,66,150,46
,1.0,1,Pcs,1.0,3500.0,69,150,46
,1.0,1,Pcs,1.0,3500.0,70,150,46
,1.0,1,Pcs,1.0,560.0,71,150,46
,1.0,1,Pcs,1.0,3500.0,72,150,46
,1.0,1,Pcs,1.0,560.0,73,150,46
,1.0,1,Pcs,1.0,3500.0,74,150,46
,1.0,1,Pcs,1.0,630.0,75,150,46
,1.0,1,Pcs,1.0,420.0,76,150,46
,1.0,1,Pcs,1.0,3500.0,77,150,46
,1.0,1,Pcs,1.0,315.0,78,150,46
,1.0,1,Pcs,1.0,210.0,79,150,46
,1.0,1,Pcs,1.0,3500.0,80,150,46
,1.0,1,Pcs,1.0,560.0,82,150,46
,1.0,1,Pcs,1.0,105.0,83,150,46
,1.0,1,Pcs,1.0,3500.0,84,150,46
,1.0,1,Pcs,1.0,2100.0,89,150,46
,1.0,1,Pcs,1.0,3500.0,90,150,46
,1.0,1,Pcs,1.0,840.0,91,150,46
,1.0,1,Pcs,1.0,3500.0,92,150,46
,1.0,1,Pcs,1.0,700.0,93,150,46
,1.0,1,Pcs,1.0,3500.0,94,150,46
,1.0,1,Pcs,1.0,980.0,95,150,46
,1.0,1,Pcs,1.0,3500.0,97,150,46
,1.0,1,Pcs,1.0,952.0,98,150,46
,1.0,1,Pcs,1.0,700.0,101,150,46
,1.0,1,Pcs,1.0,3500.0,102,150,46
,1.0,1,Pcs,1.0,455.0,104,150,46
,1.0,1,Pcs,1.0,560.0,106,150,46
,1.0,1,Pcs,1.0,2800.0,111,150,46
,1.0,1,Pcs,1.0,1400.0,114,150,46
,1.0,1,Pcs,1.0,3360.0,119,150,46
,1.0,1,Pcs,1.0,3500.0,123,150,46
,1.0,1,Pcs,1.0,350.0,124,150,46
,1.0,1,Pcs,1.0,2240.0,170,150,46
,1.0,1,Pcs,1.0,1050.0,171,150,46
,1.0,1,Point,1.0,315000000.0,176,150,46
,1.0,1,Point,1.0,112000000.0,179,150,46
,1.0,1,Pcs,1.0,2800.0,203,150,46
,1.0,1,Pcs,1.0,5600.0,0,157,46
,1.0,1,Pcs,1.0,350.0,20,157,46
,1.0,1,Pcs,1.0,1400.0,22,157,46
,1.0,1,Pcs,1.0,1050.0,29,157,46
,1.0,1,Pcs,1.0,24500.0,36,157,46
,1.0,1,Pcs,1.0,560.0,37,157,46
,1.0,1,Pcs,1.0,1400.0,39,157,46
,1.0,1,Pcs,1.0,210.0,40,157,46
,1.0,1,Pcs,1.0,1400.0,41,157,46
,1.0,1,Pcs,1.0,210.0,42,157,46
,1.0,1,Pcs,1.0,3500.0,43,157,46
,1.0,1,Pcs,1.0,350.0,45,157,46
,1.0,1,Pcs,1.0,3500.0,47,157,46
,1.0,1,Pcs,1.0,1400.0,48,157,46
,1.0,1,Pcs,1.0,3500.0,49,157,46
,1.0,1,Pcs,1.0,245.0,50,157,46
,1.0,1,Pcs,1.0,700.0,51,157,46
,1.0,1,Pcs,1.0,700.0,52,157,46
,1.0,1,Pcs,1.0,350.0,54,157,46
,1.0,1,Pcs,1.0,700.0,59,157,46
,1.0,1,Pcs,1.0,1680.0,63,157,46
,1.0,1,Pcs,1.0,3500.0,64,157,46
,1.0,1,Pcs,1.0,2800.0,66,157,46
,1.0,1,Pcs,1.0,3500.0,69,157,46
,1.0,1,Pcs,1.0,3500.0,70,157,46
,1.0,1,Pcs,1.0,560.0,71,157,46
,1.0,1,Pcs,1.0,3500.0,72,157,46
,1.0,1,Pcs,1.0,560.0,73,157,46
,1.0,1,Pcs,1.0,3500.0,74,157,46
,1.0,1,Pcs,1.0,630.0,75,157,46
,1.0,1,Pcs,1.0,420.0,76,157,46
,1.0,1,Pcs,1.0,3500.0,77,157,46
,1.0,1,Pcs,1.0,315.0,78,157,46
,1.0,1,Pcs,1.0,210.0,79,157,46
,1.0,1,Pcs,1.0,3500.0,80,157,46
,1.0,1,Pcs,1.0,560.0,82,157,46
,1.0,1,Pcs,1.0,105.0,83,157,46
,1.0,1,Pcs,1.0,3500.0,84,157,46
,1.0,1,Pcs,1.0,2100.0,89,157,46
,1.0,1,Pcs,1.0,3500.0,90,157,46
,1.0,1,Pcs,1.0,840.0,91,157,46
,1.0,1,Pcs,1.0,3500.0,92,157,46
,1.0,1,Pcs,1.0,700.0,93,157,46
,1.0,1,Pcs,1.0,3500.0,94,157,46
,1.0,1,Pcs,1.0,980.0,95,157,46
,1.0,1,Pcs,1.0,3500.0,97,157,46
,1.0,1,Pcs,1.0,952.0,98,157,46
,1.0,1,Pcs,1.0,700.0,101,157,46
,1.0,1,Pcs,1.0,3500.0,102,157,46
,1.0,1,Pcs,1.0,455.0,104,157,46
,1.0,1,Pcs,1.0,560.0,106,157,46
,1.0,1,Pcs,1.0,2800.0,111,157,46
,1.0,1,Pcs,1.0,1400.0,114,157,46
,1.0,1,Pcs,1.0,3360.0,119,157,46
,1.0,1,Pcs,1.0,3500.0,123,157,46
,1.0,1,Pcs,1.0,350.0,124,157,46
,1.0,1,Pcs,1.0,2240.0,170,157,46
,1.0,1,Pcs,1.0,1050.0,171,157,46
,1.0,1,Point,1.0,315000000.0,176,157,46
,1.0,1,Point,1.0,112000000.0,179,157,46
,1.0,1,Pcs,1.0,2800.0,203,157,46
,1.0,1,Pcs,1.0,5600.0,0,164,46
,1.0,1,Pcs,1.0,350.0,20,164,46
,1.0,1,Pcs,1.0,1400.0,22,164,46
,1.0,1,Pcs,1.0,1050.0,29,164,46
,1.0,1,Pcs,1.0,24500.0,36,164,46
,1.0,1,Pcs,1.0,560.0,37,164,46
,1.0,1,Pcs,1.0,1400.0,39,164,46
,1.0,1,Pcs,1.0,210.0,40,164,46
,1.0,1,Pcs,1.0,1400.0,41,164,46
,1.0,1,Pcs,1.0,210.0,42,164,46
,1.0,1,Pcs,1.0,3500.0,43,164,46
,1.0,1,Pcs,1.0,350.0,45,164,46
,1.0,1,Pcs,1.0,3500.0,47,164,46
,1.0,1,Pcs,1.0,1400.0,48,164,46
,1.0,1,Pcs,1.0,3500.0,49,164,46
,1.0,1,Pcs,1.0,245.0,50,164,46
,1.0,1,Pcs,1.0,700.0,51,164,46
,1.0,1,Pcs,1.0,700.0,52,164,46
,1.0,1,Pcs,1.0,350.0,54,164,46
,1.0,1,Pcs,1.0,700.0,59,164,46
,1.0,1,Pcs,1.0,1680.0,63,164,46
,1.0,1,Pcs,1.0,3500.0,64,164,46
,1.0,1,Pcs,1.0,2800.0,66,164,46
,1.0,1,Pcs,1.0,3500.0,69,164,46
,1.0,1,Pcs,1.0,3500.0,70,164,46
,1.0,1,Pcs,1.0,560.0,71,164,46
,1.0,1,Pcs,1.0,3500.0,72,164,46
,1.0,1,Pcs,1.0,560.0,73,164,46
,1.0,1,Pcs,1.0,3500.0,74,164,46
,1.0,1,Pcs,1.0,630.0,75,164,46
,1.0,1,Pcs,1.0,420.0,76,164,46
,1.0,1,Pcs,1.0,3500.0,77,164,46
,1.0,1,Pcs,1.0,315.0,78,164,46
,1.0,1,Pcs,1.0,210.0,79,164,46
,1.0,1,Pcs,1.0,3500.0,80,164,46
,1.0,1,Pcs,1.0,560.0,82,164,46
,1.0,1,Pcs,1.0,105.0,83,164,46
,1.0,1,Pcs,1.0,3500.0,84,164,46
,1.0,1,Pcs,1.0,2100.0,89,164,46
,1.0,1,Pcs,1.0,3500.0,90,164,46
,1.0,1,Pcs,1.0,840.0,91,164,46
,1.0,1,Pcs,1.0,3500.0,92,164,46
,1.0,1,Pcs,1.0,700.0,93,164,46
,1.0,1,Pcs,1.0,3500.0,94,164,46
,1.0,1,Pcs,1.0,980.0,95,164,46
,1.0,1,Pcs,1.0,3500.0,97,164,46
,1.0,1,Pcs,1.0,952.0,98,164,46
,1.0,1,Pcs,1.0,700.0,101,164,46
,1.0,1,Pcs,1.0,3500.0,102,164,46
,1.0,1,Pcs,1.0,455.0,104,164,46
,1.0,1,Pcs,1.0,560.0,106,164,46
,1.0,1,Pcs,1.0,2800.0,111,164,46
,1.0,1,Pcs,1.0,1400.0,114,164,46
,1.0,1,Pcs,1.0,3360.0,119,164,46
,1.0,1,Pcs,1.0,3500.0,123,164,46
,1.0,1,Pcs,1.0,350.0,124,164,46
,1.0,1,Pcs,1.0,2240.0,170,164,46
,1.0,1,Pcs,1.0,1050.0,171,164,46
,1.0,1,Point,1.0,315000000.0,176,164,46
,1.0,1,Point,1.0,112000000.0,179,164,46
,1.0,1,Pcs,1.0,2800.0,203,164,46
