period,bucket,order_demand,forecast_demand_with_fr,item_code
56,0,0,3928,1172
84,0,0,540,1172
24,0,0,209,1173
25,0,0,254,1173
26,0,0,2298,1173
28,0,0,2000,1173
29,0,0,15895,1173
30,0,0,2640,1173
31,0,0,120,1173
33,0,0,166,1173
34,0,100000,0,1173
39,0,0,2480,1173
44,0,0,2540,1173
56,0,0,13988,1173
63,0,0,1040,1173
77,0,30000,0,1173
24,0,0,240,1174
25,0,0,716,1174
26,0,0,16,1174
29,0,0,700,1174
30,0,0,4110,1174
24,0,0,1366,1175
25,0,0,1960,1175
26,0,0,6180,1175
29,0,0,5940,1175
30,0,0,480,1175
31,0,0,30,1175
33,0,0,3154,1175
34,0,290000,0,1175
53,0,0,13200,1175
77,0,80000,0,1175
24,0,0,1530,1176
25,0,0,1408,1176
26,0,0,2900,1176
29,0,0,2230,1176
33,0,0,7470,1176
25,0,0,15,1178
29,0,0,138,1178
30,0,0,75,1178
56,0,0,120,1178
24,0,47000,1478,1179
25,0,30600,1428,1179
26,0,240000,12082,1179
27,0,0,189,1179
28,0,0,4664,1179
29,0,0,105671,1179
30,0,0,36282,1179
31,0,0,6178,1179
32,0,0,4783,1179
35,0,0,19500,1179
36,0,0,19500,1179
37,0,0,19500,1179
38,0,0,19500,1179
39,0,0,19500,1179
44,0,0,9880,1179
55,0,0,45,1179
56,0,0,24272,1179
119,0,0,516,1179
23,0,110000,0,1180
24,0,0,41641,1180
25,0,0,37174,1180
26,0,0,80483,1180
27,0,0,15930,1180
28,0,0,91394,1180
29,0,0,512163,1180
30,0,0,31646,1180
31,0,0,42232,1180
32,0,0,23836,1180
33,0,0,664,1180
34,0,1908000,0,1180
35,0,0,1812,1180
36,0,0,17970,1180
37,0,0,8997,1180
38,0,0,143,1180
39,0,0,27290,1180
41,0,305,0,1180
44,0,35000,69080,1180
45,0,0,21000,1180
46,0,0,12705,1180
49,0,0,90,1180
51,0,0,690,1180
52,0,0,12120,1180
53,0,0,11700,1180
56,0,0,209829,1180
63,0,0,15600,1180
77,0,486000,0,1180
84,0,0,10895,1180
98,0,0,960,1180
25,0,61800,36,1181
29,0,0,60,1181
24,0,0,252,1182
25,0,0,60,1182
26,0,0,180,1182
27,0,0,692,1182
29,0,0,9145,1182
30,0,0,320,1182
32,0,0,300,1182
36,0,0,180,1182
44,0,5000,180,1182
45,0,0,600,1182
56,0,0,30,1182
63,0,0,320,1182
24,0,0,60,1183
25,0,0,100,1183
26,0,0,582,1183
28,0,0,420,1183
29,0,0,14115,1183
30,0,0,580,1183
31,0,0,60,1183
52,0,0,1062,1183
84,0,0,240,1183
119,0,0,12,1183
25,0,30900,0,1186
28,0,0,360,1186
29,0,0,820,1186
51,0,5000,0,1186
119,0,0,8,1186
23,0,1000,0,1187
24,0,0,120,1187
25,0,0,1720,1187
26,0,0,750,1187
28,0,0,276,1187
29,0,0,9173,1187
30,0,0,1300,1187
31,0,0,360,1187
32,0,0,214,1187
34,0,5000,0,1187
36,0,0,1192,1187
37,0,0,102,1187
38,0,0,18,1187
44,0,5000,435,1187
45,0,0,250,1187
53,0,0,420,1187
56,0,0,4091,1187
63,0,0,480,1187
84,0,0,1480,1187
29,0,0,250,1188
30,0,5000,0,1188
27,0,0,108,1189
29,0,0,193,1189
30,0,0,162,1189
31,0,0,18,1189
35,0,0,36,1189
37,0,0,144,1189
26,0,10000,2288,1190
28,0,0,360,1190
29,0,10000,3784,1190
35,0,0,1330,1190
36,0,0,1330,1190
37,0,0,1330,1190
38,0,0,1329,1190
39,0,0,1329,1190
44,0,0,2280,1190
52,0,0,708,1190
56,0,0,2,1190
84,0,0,120,1190
24,0,0,884,1191
25,0,0,2994,1191
26,0,144,3757,1191
27,0,0,2845,1191
28,0,0,4128,1191
29,0,0,20808,1191
30,0,0,3932,1191
31,0,0,360,1191
32,0,0,64,1191
33,0,0,1826,1191
36,0,0,990,1191
37,0,0,1083,1191
38,0,0,26,1191
39,0,0,1860,1191
44,0,2000,1155,1191
45,0,0,500,1191
51,0,0,30,1191
52,0,0,150,1191
53,0,0,420,1191
56,0,0,12186,1191
63,0,0,240,1191
84,0,0,1080,1191
24,0,0,96,1192
25,0,30900,0,1192
26,0,0,382,1192
29,0,0,30,1192
84,0,0,240,1192
24,0,0,735,1193
25,0,0,492,1193
26,0,0,995,1193
27,0,0,63,1193
28,0,0,644,1193
29,0,0,8432,1193
30,0,0,307,1193
31,0,0,60,1193
32,0,0,463,1193
34,0,6000,0,1193
36,0,0,580,1193
39,0,0,950,1193
41,0,10,0,1193
44,0,1000,2010,1193
45,0,0,250,1193
51,0,0,120,1193
52,0,0,50,1193
53,0,0,720,1193
56,0,0,1659,1193
84,0,0,625,1193
23,0,0,2,1194
25,0,20600,0,1195
24,0,0,275,1196
29,0,0,1505,1196
30,0,0,30,1196
31,0,0,140,1196
44,0,0,60,1196
45,0,0,100,1196
24,0,0,144,1197
28,0,0,700,1197
29,0,5000,8324,1197
30,0,0,750,1197
39,0,0,80,1197
40,0,0,750,1197
119,0,0,80,1197
23,0,8000,0,1198
24,0,0,2925,1198
25,0,0,2176,1198
26,0,0,1416,1198
27,0,0,471,1198
28,0,0,100,1198
29,0,0,11020,1198
30,0,0,744,1198
31,0,0,672,1198
32,0,0,1050,1198
34,0,470000,0,1198
37,0,0,661,1198
39,0,0,10,1198
41,0,10,0,1198
44,0,10000,630,1198
45,0,0,650,1198
46,0,0,220,1198
51,0,0,60,1198
52,0,0,50,1198
53,0,0,360,1198
56,0,0,11777,1198
77,0,135000,0,1198
84,0,0,2015,1198
98,0,0,90,1198
27,0,0,10,1199
29,0,0,4512,1199
24,0,0,840,1201
31,0,0,588,1201
24,0,0,3400,1202
25,0,41200,0,1202
26,0,0,966,1202
28,0,0,420,1202
29,0,0,2280,1202
30,0,0,1218,1202
31,0,0,60,1202
39,0,0,160,1202
40,0,0,10,1202
44,0,0,60,1202
119,0,0,20,1202
23,0,10000,0,1203
24,0,0,6550,1203
25,0,0,2662,1203
26,0,0,2817,1203
27,0,0,7775,1203
28,0,0,784,1203
29,0,0,73673,1203
30,0,0,2892,1203
31,0,0,1940,1203
32,0,0,1301,1203
34,0,1615000,0,1203
35,0,0,72,1203
36,0,0,2396,1203
37,0,0,1287,1203
38,0,0,5,1203
39,0,0,610,1203
44,0,5000,2205,1203
45,0,0,750,1203
46,0,0,1335,1203
51,0,0,60,1203
52,0,0,100,1203
53,0,0,2400,1203
56,0,0,8293,1203
77,0,460000,0,1203
84,0,0,1910,1203
25,0,41200,0,1204
29,0,0,90,1204
23,0,1000,0,1205
24,0,0,126,1205
26,0,0,445,1205
27,0,0,702,1205
29,0,0,7429,1205
30,0,0,540,1205
31,0,0,36,1205
32,0,0,450,1205
34,0,10000,0,1205
44,0,0,350,1205
45,0,0,600,1205
52,0,0,150,1205
56,0,0,12,1205
26,0,0,20,1208
29,0,0,535,1208
44,0,0,50,1208
23,0,0,2,1209
24,0,0,100,1210
26,0,0,105,1210
27,0,0,20,1210
29,0,0,256,1210
31,0,0,24,1210
37,0,0,24,1210
56,0,0,60,1210
24,0,0,12,1211
27,0,0,120,1212
30,0,0,24,1212
31,0,0,12,1212
37,0,0,12,1212
24,0,0,25,1213
25,0,10300,0,1213
26,0,0,96,1213
29,0,10000,0,1213
39,0,0,270,1213
52,0,0,236,1213
119,0,0,4,1213
24,0,0,310,1214
25,0,0,364,1214
26,0,0,60,1214
27,0,0,80,1214
28,0,0,148,1214
29,0,0,523,1214
30,0,0,1312,1214
31,0,0,54,1214
35,0,0,8,1214
36,0,0,720,1214
37,0,0,56,1214
38,0,0,1,1214
39,0,0,5,1214
41,0,5,0,1214
44,0,0,170,1214
45,0,0,200,1214
46,0,0,110,1214
56,0,0,1769,1214
98,0,0,10,1214
24,0,0,219,1215
25,0,20000,96,1215
26,0,0,984,1215
27,0,0,18,1215
28,0,0,100,1215
29,0,20000,7763,1215
30,0,0,2787,1215
35,0,0,2635,1215
36,0,0,2635,1215
37,0,0,2635,1215
38,0,0,2635,1215
39,0,0,2635,1215
40,0,0,240,1215
44,0,0,100,1215
52,0,0,236,1215
55,0,0,12,1215
56,0,0,2,1215
84,0,0,120,1215
119,0,0,12,1215
24,0,0,2682,1216
25,0,0,3398,1216
26,0,0,4195,1216
27,0,0,965,1216
28,0,0,6954,1216
29,0,0,28478,1216
30,0,0,2100,1216
31,0,0,1870,1216
32,0,0,1579,1216
34,0,584000,0,1216
35,0,0,244,1216
36,0,0,2030,1216
37,0,0,1016,1216
38,0,0,21,1216
39,0,0,1470,1216
44,0,2000,6485,1216
45,0,0,200,1216
46,0,0,385,1216
49,0,0,54,1216
51,0,0,30,1216
52,0,0,150,1216
53,0,0,1440,1216
56,0,0,15325,1216
63,0,0,1280,1216
77,0,164000,0,1216
84,0,0,765,1216
98,0,0,140,1216
25,0,20600,0,1217
29,0,0,40,1217
27,0,0,300,1218
29,0,0,1206,1218
30,0,0,116,1218
34,0,5000,0,1218
44,0,0,165,1218
45,0,0,150,1218
30,0,0,33,1219
35,0,0,4,1219
37,0,0,16,1219
24,0,0,110,1223
25,0,0,20,1223
29,0,0,2604,1223
30,0,0,150,1223
31,0,0,14,1223
44,0,2000,60,1223
23,0,1600,0,1224
24,0,0,175,1224
25,0,0,50,1224
29,0,0,10,1224
30,0,10000,0,1224
25,0,10300,0,1225
29,0,0,2880,1225
23,0,5000,0,1226
28,0,0,240,1226
29,0,0,1100,1226
56,0,0,32,1226
29,0,0,30,1227
119,0,0,4,1227
24,0,0,700,1228
25,0,0,400,1228
26,0,0,16,1228
28,0,0,2,1228
29,0,0,475,1228
30,0,0,180,1228
46,0,0,55,1228
56,0,0,313,1228
84,0,0,45,1228
25,0,51500,18,1229
29,0,0,125,1229
24,0,0,1216,1230
25,0,0,130,1230
26,0,0,817,1230
27,0,0,45,1230
28,0,0,10,1230
29,0,0,375,1230
30,0,0,62,1230
31,0,0,1286,1230
32,0,0,20,1230
35,0,0,4,1230
36,0,0,200,1230
37,0,0,69,1230
39,0,0,30,1230
41,0,5,0,1230
44,0,0,60,1230
56,0,0,311,1230
23,0,0,1,1231
25,0,20600,0,1231
28,0,0,60,1231
29,0,0,14,1231
23,0,4000,0,1232
24,0,0,170,1232
25,0,0,80,1232
26,0,0,180,1232
27,0,0,40,1232
28,0,0,240,1232
29,0,0,849,1232
30,0,0,48,1232
36,0,0,90,1232
44,0,2000,310,1232
45,0,0,50,1232
52,0,0,50,1232
56,0,0,19,1232
23,0,0,1,1233
26,0,0,32,1233
29,0,0,10,1233
24,0,0,800,1235
25,0,72100,0,1235
26,0,15000,0,1235
29,0,0,812,1235
24,0,0,2721,1236
25,0,0,482,1236
26,0,0,1236,1236
27,0,0,3131,1236
29,0,0,40362,1236
30,0,0,2397,1236
31,0,0,221,1236
32,0,0,150,1236
34,0,20000,0,1236
36,0,0,450,1236
37,0,0,149,1236
39,0,0,240,1236
44,0,5000,2220,1236
45,0,0,350,1236
51,0,0,60,1236
52,0,0,50,1236
53,0,0,240,1236
56,0,0,3367,1236
25,0,0,18,1237
30,0,0,3630,1237
39,0,0,160,1237
40,0,0,3630,1237
23,0,1000,0,1238
24,0,0,60,1238
25,0,0,85,1238
26,0,0,362,1238
27,0,0,330,1238
29,0,0,3169,1238
30,0,0,228,1238
31,0,0,60,1238
34,0,2000,0,1238
35,0,0,4,1238
37,0,0,46,1238
44,0,1000,200,1238
24,0,0,7,1239
25,0,0,20,1239
29,0,0,682,1239
84,0,0,20,1239
119,0,0,12,1239
23,0,10000,0,1240
24,0,0,695,1240
25,0,0,960,1240
26,0,0,2105,1240
27,0,0,2688,1240
28,0,0,184,1240
29,0,0,2493,1240
30,0,0,58,1240
31,0,0,386,1240
32,0,0,750,1240
34,0,3000,0,1240
37,0,0,30,1240
44,0,1000,1020,1240
45,0,0,550,1240
56,0,0,431,1240
24,0,0,40,1241
25,0,0,80,1241
26,0,0,105,1241
29,0,0,1192,1241
31,0,0,16,1241
32,0,0,150,1241
44,0,0,140,1241
52,0,0,50,1241
56,0,0,460,1241
25,0,20600,0,1242
25,0,0,5,1243
27,0,0,6600,1243
29,0,0,135,1244
39,0,0,240,1244
44,0,0,120,1244
24,0,0,110,1245
25,0,0,89,1245
26,0,0,60,1245
28,0,0,370,1245
29,0,0,637,1245
30,0,0,60,1245
31,0,0,108,1245
32,0,0,150,1245
44,0,0,500,1245
45,0,0,150,1245
53,0,0,420,1245
56,0,0,319,1245
63,0,0,160,1245
29,0,0,3200,1247
26,0,0,15,1248
27,0,0,40,1248
29,0,0,783,1248
30,0,0,40,1248
31,0,0,2,1248
32,0,0,170,1248
34,0,5000,0,1248
36,0,0,90,1248
44,0,0,400,1248
45,0,0,50,1248
52,0,0,50,1248
56,0,0,4,1248
24,0,0,55,1250
26,0,0,75,1250
29,0,0,546,1250
32,0,0,150,1250
44,0,10000,0,1250
45,0,0,150,1250
56,0,0,20,1250
25,0,0,9,1251
29,0,0,65,1251
26,0,0,200,1252
27,0,0,1200,1252
29,0,0,5320,1252
30,0,0,30,1252
44,0,0,100,1252
23,0,0,573,1253
24,0,0,500,1253
25,0,10300,245,1253
26,0,10000,3470,1253
27,0,0,33,1253
28,0,0,1920,1253
29,0,10000,8336,1253
30,0,0,8880,1253
31,0,0,1500,1253
32,0,0,1620,1253
35,0,0,2580,1253
36,0,0,2580,1253
37,0,0,2580,1253
38,0,0,2580,1253
39,0,15,2580,1253
40,0,0,60,1253
44,0,0,240,1253
52,0,0,2360,1253
55,0,0,21,1253
56,0,0,313,1253
84,0,0,600,1253
119,0,0,44,1253
23,0,38000,0,1254
24,0,0,6027,1254
25,0,0,6896,1254
26,0,0,10254,1254
27,0,0,2619,1254
28,0,0,8202,1254
29,0,0,58072,1254
30,0,0,3886,1254
31,0,0,4323,1254
32,0,0,2141,1254
34,0,124000,0,1254
35,0,0,84,1254
36,0,0,4332,1254
37,0,0,1316,1254
38,0,0,21,1254
39,0,0,3145,1254
41,0,45,0,1254
44,0,3000,9235,1254
45,0,7000,1250,1254
46,0,0,2500,1254
49,0,0,108,1254
51,0,0,60,1254
52,0,0,50,1254
53,0,0,1980,1254
56,0,0,27361,1254
63,0,0,2480,1254
77,0,29000,0,1254
84,0,0,1120,1254
98,0,0,40,1254
25,0,0,90,1255
29,0,0,340,1255
30,0,0,30,1255
40,0,0,30,1255
84,0,0,20,1255
23,0,1980,4604,1256
24,0,0,1534,1256
25,0,0,1534,1256
28,0,0,1750,1256
29,0,5000,2170,1256
30,0,0,1808,1256
31,0,0,1750,1256
32,0,0,1750,1256
35,0,0,240,1256
36,0,0,240,1256
37,0,0,240,1256
38,0,0,240,1256
39,0,0,240,1256
24,0,0,1084,1257
26,0,0,60,1257
28,0,0,1056,1257
29,0,0,9703,1257
31,0,0,54,1257
37,0,0,12,1257
39,0,0,70,1257
44,0,0,3000,1257
56,0,0,40,1257
24,0,0,1335,1259
26,0,0,420,1259
27,0,0,10,1259
29,0,0,12795,1259
31,0,0,322,1259
44,0,4000,0,1259
56,0,0,62,1259
24,0,0,208,1260
25,0,41200,0,1260
26,0,0,15,1261
29,0,0,333,1261
44,0,0,200,1261
45,0,0,50,1261
24,0,0,72,1263
26,0,5000,390,1263
28,0,0,120,1263
29,0,0,885,1263
31,0,0,60,1263
35,0,0,728,1263
36,0,0,728,1263
37,0,0,728,1263
38,0,0,727,1263
39,0,0,727,1263
56,0,0,2408,1263
84,0,0,20,1263
119,0,0,4,1263
24,0,280,947,1264
25,0,5000,1680,1264
26,0,0,974,1264
27,0,0,195,1264
28,0,0,1540,1264
29,0,0,22167,1264
30,0,0,2583,1264
31,0,0,90,1264
32,0,0,72,1264
36,0,0,1352,1264
37,0,0,610,1264
41,0,5,0,1264
44,0,5000,4000,1264
45,0,0,250,1264
53,0,0,240,1264
56,0,0,10249,1264
84,0,0,1845,1264
24,0,0,180,1265
25,0,20600,30,1265
26,0,10000,786,1265
27,0,0,36,1265
28,0,0,292,1265
29,0,0,827,1265
30,0,0,466,1265
31,0,0,471,1265
32,0,0,291,1265
35,0,0,180,1265
36,0,0,180,1265
37,0,0,180,1265
38,0,0,180,1265
39,0,0,180,1265
44,0,0,3480,1265
56,0,0,3010,1265
23,0,12000,0,1266
24,0,0,400,1266
25,0,0,1346,1266
26,0,0,757,1266
27,0,0,145,1266
28,0,0,4802,1266
29,0,0,28855,1266
30,0,0,438,1266
31,0,0,369,1266
32,0,0,455,1266
35,0,0,24,1266
36,0,0,156,1266
37,0,0,162,1266
39,0,0,275,1266
44,0,10000,3760,1266
45,0,0,200,1266
49,0,0,18,1266
56,0,0,22551,1266
84,0,0,1215,1266
98,0,0,10,1266
24,0,0,144,1267
25,0,20600,0,1267
29,0,0,70,1267
24,0,0,370,1268
25,0,0,60,1268
26,0,0,110,1268
28,0,0,240,1268
29,0,0,9312,1268
30,0,0,144,1268
31,0,0,144,1268
41,0,5,0,1268
44,0,5000,245,1268
45,0,0,250,1268
56,0,0,58,1268
98,0,0,40,1268
24,0,0,48,1269
56,0,0,602,1270
119,0,0,24,1270
24,0,0,20,1271
25,0,0,64,1271
26,0,0,120,1271
27,0,0,10,1271
28,0,0,480,1271
29,0,0,557,1271
30,0,0,133,1271
31,0,0,32,1271
32,0,0,150,1271
34,0,1000,0,1271
56,0,0,308,1271
25,0,0,9,1272
29,0,0,50,1272
39,0,0,40,1272
119,0,0,4,1272
24,0,0,292,1273
25,0,0,175,1273
26,0,0,380,1273
27,0,0,185,1273
28,0,0,300,1273
29,0,0,2614,1273
30,0,0,237,1273
31,0,0,77,1273
32,0,0,40,1273
36,0,0,360,1273
37,0,5000,35,1273
38,0,0,1,1273
39,0,0,490,1273
44,0,0,10,1273
45,0,0,200,1273
53,0,0,180,1273
56,0,0,1034,1273
84,0,0,90,1273
98,0,0,80,1273
24,0,0,90,1274
25,0,0,20,1274
31,0,0,90,1274
24,0,0,110,1277
26,0,0,15,1277
27,0,0,900,1277
28,0,0,420,1277
29,0,0,835,1277
31,0,0,42,1277
44,0,1000,60,1277
84,0,0,40,1277
24,0,0,30,1278
25,0,0,650,1278
29,0,0,2076,1278
31,0,0,30,1278
36,0,0,180,1278
44,0,500,0,1278
45,0,0,150,1278
56,0,0,30,1278
25,0,0,24,1279
26,0,0,192,1279
29,0,0,70,1279
52,0,0,472,1279
24,0,0,416,1282
29,0,0,40,1284
25,0,0,20,1285
32,0,0,40,1285
24,0,0,20,1286
25,0,0,4,1286
26,0,0,190,1286
29,0,0,1730,1286
30,0,0,134,1286
31,0,0,14,1286
56,0,0,234,1286
84,0,0,90,1286
24,0,0,154,1288
25,0,0,9,1288
26,0,0,452,1288
28,0,0,320,1288
29,0,10000,2416,1288
31,0,0,60,1288
32,0,0,40,1288
52,0,0,1062,1288
84,0,0,40,1288
24,0,0,1380,1289
25,0,0,1598,1289
26,0,0,925,1289
27,0,0,235,1289
28,0,0,320,1289
29,0,0,13305,1289
30,0,0,1626,1289
31,0,0,3692,1289
32,0,0,1223,1289
34,0,16000,0,1289
35,0,0,444,1289
36,0,0,3388,1289
37,0,0,327,1289
38,0,0,10,1289
39,0,0,765,1289
44,0,1000,810,1289
45,0,0,200,1289
46,0,0,1245,1289
49,0,0,36,1289
53,0,0,780,1289
56,0,0,5128,1289
63,0,0,4240,1289
84,0,0,225,1289
98,0,0,490,1289
24,0,0,160,1292
25,0,41200,0,1292
26,0,0,120,1292
24,0,0,420,1293
27,0,0,1200,1293
29,0,0,320,1293
31,0,0,420,1293
39,0,0,40,1294
29,0,0,1100,1295
30,0,0,82,1295
24,0,0,20,1296
29,0,0,1165,1296
30,0,0,60,1296
31,0,0,14,1296
24,0,0,30,1297
26,0,0,64,1297
29,0,0,80,1297
30,0,0,116,1297
31,0,0,30,1297
24,0,0,25,1298
25,0,30900,0,1298
25,0,0,5,1299
26,0,0,140,1299
27,0,0,300,1299
29,0,0,100,1299
39,0,0,10,1299
29,0,0,480,1301
30,0,0,60,1301
32,0,0,1350,1301
25,0,0,80,1303
28,0,0,1232,1303
29,0,0,2150,1303
39,0,0,310,1303
44,0,0,4340,1303
84,0,0,20,1303
24,0,0,115,1305
29,0,0,374,1305
30,0,0,30,1305
31,0,0,56,1305
44,0,0,120,1305
25,0,0,18,1306
29,0,0,145,1306
84,0,0,60,1306
24,0,0,24,1307
25,0,20600,74,1307
26,0,0,452,1307
28,0,0,229,1307
29,0,10000,2854,1307
30,0,0,169,1307
31,0,0,169,1307
32,0,0,169,1307
35,0,0,60,1307
36,0,0,60,1307
37,0,0,60,1307
38,0,0,60,1307
39,0,0,60,1307
52,0,0,354,1307
84,0,0,60,1307
24,0,0,174,1308
25,0,0,1030,1308
26,0,0,1010,1308
27,0,0,55,1308
28,0,0,428,1308
29,0,0,4815,1308
30,0,0,1632,1308
31,0,0,194,1308
32,0,0,42,1308
33,0,0,166,1308
34,0,360000,0,1308
36,0,0,428,1308
37,0,0,326,1308
44,0,10000,580,1308
45,0,10000,50,1308
46,0,0,200,1308
51,0,0,30,1308
53,0,0,180,1308
56,0,0,2000,1308
77,0,110000,0,1308
84,0,0,540,1308
23,0,0,16160,1309
24,0,420000,6598,1309
25,0,133900,7465,1309
26,0,20000,1440,1309
27,0,0,165,1309
28,0,0,5740,1309
29,0,250000,97575,1309
30,0,0,10712,1309
31,0,0,6220,1309
32,0,0,8140,1309
40,0,0,4920,1309
55,0,0,6,1309
56,0,0,1630,1309
23,0,200000,0,1310
24,0,0,52129,1310
25,0,0,109160,1310
26,0,0,155110,1310
27,0,0,46521,1310
28,0,0,46602,1310
29,0,0,634110,1310
30,0,0,98533,1310
31,0,0,57313,1310
32,0,0,36160,1310
34,0,941002,0,1310
35,0,0,1362,1310
36,0,0,44024,1310
37,0,0,29044,1310
38,0,0,740,1310
39,0,0,48069,1310
41,0,1695,0,1310
44,0,14000,67200,1310
45,0,0,15850,1310
46,0,0,28040,1310
49,0,0,252,1310
51,0,0,360,1310
52,0,0,30864,1310
53,0,0,54400,1310
56,0,0,318972,1310
63,0,0,50400,1310
77,0,216000,0,1310
84,0,0,34085,1310
98,0,0,500,1310
29,0,0,1350,1311
30,0,0,120,1311
40,0,0,120,1311
24,0,0,60,1312
29,0,0,3463,1312
30,0,0,276,1312
31,0,0,60,1312
32,0,0,40,1312
34,0,195000,0,1312
35,0,0,28,1312
36,0,0,200,1312
37,0,0,112,1312
56,0,0,20,1312
77,0,55000,0,1312
25,0,20600,0,1313
24,0,0,425,1314
25,0,0,225,1314
26,0,0,120,1314
27,0,0,70,1314
29,0,0,4910,1314
30,0,0,270,1314
44,0,2000,550,1314
51,0,0,210,1314
56,0,0,242,1314
25,0,82400,18,1315
27,0,0,20,1315
29,0,0,30,1315
119,0,0,4,1315
24,0,0,150,1316
25,0,0,60,1316
26,0,0,57,1316
27,0,0,46,1316
29,0,0,4193,1316
30,0,0,60,1316
31,0,0,70,1316
36,0,0,40,1316
37,0,0,30,1316
44,0,0,60,1316
45,0,0,100,1316
56,0,0,333,1316
84,0,0,45,1316
25,0,103000,9,1317
28,0,0,120,1317
29,0,0,1175,1317
30,0,0,120,1317
40,0,0,120,1317
24,0,0,195,1318
25,0,0,100,1318
26,0,0,93,1318
27,0,0,53,1318
29,0,0,5396,1318
44,0,5000,0,1318
51,0,0,30,1318
56,0,0,54,1318
84,0,0,90,1318
25,0,30900,36,1319
26,0,20000,0,1319
29,0,0,385,1319
84,0,0,20,1319
24,0,0,940,1320
25,0,0,647,1320
26,0,5000,880,1320
27,0,0,3073,1320
28,0,0,10,1320
29,0,0,8023,1320
30,0,0,2251,1320
31,0,0,1410,1320
32,0,0,195,1320
34,0,7000,0,1320
35,0,0,24,1320
36,0,0,360,1320
37,0,0,298,1320
38,0,0,8,1320
39,0,0,410,1320
41,0,25,0,1320
44,0,0,720,1320
45,0,0,300,1320
46,0,0,475,1320
53,0,0,480,1320
56,0,0,2275,1320
25,0,10300,0,1321
29,0,0,750,1321
29,0,0,440,1322
36,0,0,90,1322
56,0,0,15,1322
24,0,0,420,1323
25,0,10444,85,1323
26,0,0,1382,1323
27,0,0,3,1323
28,0,0,200,1323
29,0,0,12254,1323
30,0,10000,948,1323
35,0,0,449,1323
36,0,0,448,1323
37,0,0,448,1323
38,0,0,448,1323
39,0,0,718,1323
44,0,0,300,1323
52,0,0,1062,1323
84,0,0,60,1323
24,0,0,1540,1324
25,0,0,2393,1324
26,0,0,3601,1324
27,0,0,1675,1324
28,0,0,4420,1324
29,0,0,17688,1324
30,0,0,1252,1324
31,0,0,1184,1324
32,0,0,4192,1324
35,0,0,256,1324
36,0,0,1560,1324
37,0,0,999,1324
38,0,0,5,1324
39,0,0,935,1324
41,0,45,0,1324
44,0,10000,2740,1324
45,0,0,1000,1324
46,0,0,620,1324
51,0,0,120,1324
52,0,0,250,1324
53,0,0,600,1324
56,0,0,7139,1324
63,0,0,320,1324
84,0,0,960,1324
98,0,0,70,1324
23,0,0,2,1326
29,0,10000,48,1326
84,0,0,340,1326
119,0,0,216,1326
26,0,0,50,1328
29,0,0,75,1328
30,0,0,4,1328
44,0,0,120,1328
84,0,0,20,1328
23,0,0,2,1330
28,0,0,580,1330
29,0,0,30,1330
30,0,0,212,1330
44,0,0,300,1330
119,0,0,8,1330
24,0,0,20,1331
25,0,0,40,1331
28,0,0,68,1331
29,0,0,261,1331
30,0,0,146,1331
32,0,0,150,1331
34,0,2000,0,1331
41,0,10,0,1331
45,0,0,150,1331
56,0,0,50,1331
39,0,0,160,1332
25,0,0,10,1333
29,0,0,3095,1333
25,0,0,18,1334
29,0,0,395,1334
24,0,0,80,1335
25,0,0,150,1335
26,0,0,120,1335
27,0,0,45,1335
29,0,0,703,1335
30,0,0,44,1335
31,0,0,110,1335
32,0,0,20,1335
37,0,0,69,1335
39,0,0,30,1335
41,0,30,0,1335
45,0,0,150,1335
53,0,0,60,1335
56,0,0,50,1335
24,0,0,42,1336
25,0,20600,20,1336
26,0,0,48,1336
28,0,0,20,1336
29,0,0,55,1336
31,0,0,30,1336
52,0,0,118,1336
84,0,0,60,1336
23,0,10000,0,1337
24,0,0,25,1337
25,0,0,1364,1337
26,0,0,387,1337
27,0,0,120,1337
28,0,0,2,1337
29,0,0,1849,1337
30,0,0,30,1337
31,0,0,40,1337
32,0,0,320,1337
34,0,92000,0,1337
37,0,0,249,1337
44,0,0,60,1337
45,0,4000,50,1337
46,0,0,110,1337
53,0,0,60,1337
56,0,0,936,1337
77,0,30000,0,1337
84,0,0,225,1337
119,0,0,8,1337
25,0,0,50,1338
29,0,0,490,1338
30,0,0,53,1338
23,0,8000,0,1339
24,0,0,100,1339
25,0,0,60,1339
26,0,0,785,1339
28,0,0,52,1339
29,0,0,1851,1339
30,0,0,140,1339
31,0,0,630,1339
32,0,0,90,1339
34,0,2000,0,1339
36,0,0,148,1339
39,0,0,30,1339
44,0,0,230,1339
45,0,0,150,1339
53,0,0,480,1339
56,0,0,173,1339
26,0,0,432,1340
29,0,0,15,1340
52,0,0,1062,1340
24,0,0,25,1345
26,0,0,480,1345
29,0,0,1210,1345
30,0,0,60,1345
44,0,5000,0,1345
23,0,0,735,1346
24,0,0,420,1346
25,0,72,244,1346
26,0,0,128,1346
27,0,0,3,1346
28,0,0,250,1346
29,0,0,1165,1346
30,0,0,307,1346
31,0,0,250,1346
32,0,0,250,1346
55,0,0,6,1346
24,0,0,1200,1347
25,0,0,108,1347
26,0,0,217,1347
27,0,0,113,1347
28,0,0,1928,1347
29,0,0,12838,1347
30,0,0,318,1347
31,0,0,782,1347
32,0,0,644,1347
34,0,7000,0,1347
35,0,0,40,1347
36,0,0,120,1347
37,0,0,190,1347
44,0,2000,810,1347
45,0,0,100,1347
46,0,0,200,1347
52,0,0,50,1347
56,0,0,1232,1347
63,0,0,160,1347
