set,period,plant,line,shift,i_shift,capacity_type,work_day,max_capacity
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,35,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,36,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,37,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,38,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,39,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,40,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,41,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,42,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,43,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,44,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,45,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,46,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,47,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,48,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,49,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
38,50,64,,1.0,1,Pcs,1.0,1600.0
