plant,qty,item_code
76,10000,1445
78,60022,1445
110,2364443,1445
123,981,1445
156,23833,1445
169,4110,1445
217,20000,1445
3,5444,1446
41,3281,1446
45,1501,1446
46,4950,1446
60,20785,1446
64,54771,1446
76,19758,1446
78,4130,1446
80,65096,1446
110,3175457,1446
156,67967,1446
167,2338,1446
169,51774,1446
27,4942,1447
41,316,1447
45,2624,1447
60,44957,1447
64,60400,1447
76,12569,1447
78,5675,1447
80,24337,1447
110,456087,1447
123,965,1447
156,5782,1447
167,589,1447
169,2878,1447
3,6117,1448
60,21762,1448
64,9711,1448
76,9509,1448
80,17815,1448
110,288669,1448
156,1539,1448
167,4294,1448
169,4732,1448
41,35359,1449
45,50408,1449
46,3730,1449
59,10000,1449
60,33571,1449
64,38324,1449
76,31257,1449
78,42258,1449
80,2683,1449
110,1153311,1449
116,5662,1449
123,630,1449
80,363,1450
110,2969,1450
3,2096,1452
41,3879,1452
64,59846,1452
72,5299,1452
76,8633,1452
78,6421,1452
110,45614,1452
169,1588,1452
3,41249,1453
27,79496,1453
41,32881,1453
46,2232,1453
59,8361,1453
60,35106,1453
64,13344,1453
76,1616,1453
78,2388,1453
80,64508,1453
110,414836,1453
114,2688,1453
156,1327,1453
169,100000,1453
27,6130,1454
41,589,1454
45,107108,1454
60,533657,1454
64,208944,1454
72,41663,1454
76,77575,1454
78,182276,1454
80,128820,1454
86,9692,1454
110,3259884,1454
114,16236,1454
116,7645,1454
123,6224,1454
150,19800,1454
156,15030,1454
167,3057,1454
169,15008,1454
45,9642,1455
60,10766,1455
78,2565,1455
80,3755,1455
110,3360,1455
123,10000,1455
3,1911,1456
41,254,1456
45,11557,1456
60,15455,1456
64,31563,1456
72,13246,1456
78,2116,1456
80,4495,1456
110,178228,1456
116,13189,1456
123,15888,1456
169,1305,1456
3,9581,1457
27,155419,1457
41,1950,1457
45,26210,1457
46,5894,1457
59,9970,1457
60,157901,1457
64,24835,1457
76,38270,1457
78,288870,1457
80,29146,1457
110,1663486,1457
114,15940,1457
116,24170,1457
123,4360,1457
150,5490,1457
156,22730,1457
167,6699,1457
3,18037,1458
27,3243,1458
45,99281,1458
46,7783,1458
59,9770,1458
60,392768,1458
64,69983,1458
72,37500,1458
76,21508,1458
78,981814,1458
80,305219,1458
110,8502776,1458
114,17152,1458
116,5589,1458
150,1830,1458
220,4509,1458
3,1651,1459
41,1266,1459
60,7465,1459
87,360,1459
110,103921,1459
156,1482,1459
41,7901,1460
46,7764,1460
60,17358,1460
64,29871,1460
72,20378,1460
76,4450,1460
78,16041,1460
80,39702,1460
110,1220981,1460
150,6480,1460
156,5552,1460
167,5353,1460
3,6989,1461
41,82349,1461
46,744,1461
60,295212,1461
64,61607,1461
72,70950,1461
76,9928,1461
78,3970,1461
80,19743,1461
87,113,1461
110,2055806,1461
114,2462,1461
116,5000,1461
126,12735,1461
156,877,1461
167,10948,1461
169,24541,1461
3,130,1462
27,4201,1462
41,1287,1462
45,10564,1462
46,3368,1462
60,168807,1462
64,56721,1462
72,16354,1462
76,67686,1462
78,91273,1462
80,10503,1462
87,2802,1462
110,2230204,1462
114,9128,1462
116,3871,1462
123,3962,1462
149,6718,1462
150,181,1462
167,1270,1462
169,9234,1462
3,7675,1463
9,9546,1463
27,9182,1463
41,3980,1463
45,9774,1463
46,1637,1463
60,70425,1463
64,174888,1463
72,94550,1463
76,21008,1463
78,22194,1463
80,39838,1463
110,5083194,1463
114,32830,1463
123,4892,1463
150,8499,1463
156,5229,1463
169,15432,1463
3,7395,1464
9,8963,1464
27,17247,1464
45,135687,1464
46,13566,1464
60,141104,1464
64,215347,1464
72,8669,1464
76,78116,1464
78,636842,1464
80,330769,1464
110,1941119,1464
114,17142,1464
116,9983,1464
126,230600,1464
150,29132,1464
156,22534,1464
167,3261,1464
169,1195,1464
3,88805,1465
41,8435,1465
45,26243,1465
59,29480,1465
60,96064,1465
64,43064,1465
72,85371,1465
76,9900,1465
78,31632,1465
80,173194,1465
110,86077,1465
114,58636,1465
116,2240,1465
123,71440,1465
150,600,1465
156,88171,1465
169,9121,1465
3,769,1466
45,97161,1466
46,4985,1466
60,35395,1466
64,176415,1466
76,44715,1466
78,615400,1466
80,50048,1466
110,4607669,1466
114,1808,1466
116,11747,1466
123,37977,1466
150,17650,1466
156,5675,1466
169,18992,1466
60,4776,1467
64,4575,1467
80,4318,1467
87,360,1467
110,4325,1467
169,650,1467
41,7013,1468
60,13378,1468
76,10000,1468
78,4336,1468
80,33984,1468
87,8865,1468
110,189960,1468
156,8053,1468
169,1256,1468
41,9548,1469
76,9489,1469
78,6558,1469
80,11990,1469
110,42681,1469
156,683,1469
169,4711,1469
3,22278,1470
9,4037,1470
27,25387,1470
41,595,1470
45,154537,1470
46,6946,1470
59,16370,1470
60,279733,1470
72,286095,1470
76,24020,1470
78,100994,1470
110,156870572,1470
114,26655,1470
116,12291,1470
123,15305,1470
150,5081,1470
167,2836280,1470
169,24192,1470
3,208972,1471
20,8637,1471
45,970164,1471
50,39312,1471
59,4600,1471
60,3257335,1471
64,225823,1471
76,103018,1471
78,164197,1471
110,304149257,1471
126,19990,1471
150,4971,1471
3,2129,1472
41,429,1472
60,84317,1472
76,65454,1472
78,7476,1472
87,3000,1472
110,1189497,1472
156,8952,1472
169,315,1472
3,4246,1473
60,46611,1473
76,29673,1473
78,78120,1473
80,29358,1473
87,39286,1473
110,2599464,1473
116,10528,1473
3,7024,1474
41,405,1474
45,7803,1474
46,5140,1474
59,4600,1474
60,48954,1474
64,35672,1474
76,42403,1474
78,92225,1474
80,16306,1474
87,19260,1474
110,38559804,1474
114,2846,1474
116,1200,1474
123,6207,1474
169,4566,1474
3,5707,1475
27,2660,1475
41,40001,1475
45,1000834,1475
46,4811,1475
59,4920,1475
60,334828,1475
64,28741,1475
76,25128,1475
78,85925,1475
87,151368,1475
110,28090217,1475
114,5859,1475
116,25007,1475
123,18546,1475
167,18376,1475
3,4164,1476
41,1803,1476
45,9717,1476
60,36131,1476
78,3940,1476
80,13339,1476
110,203272,1476
116,7640,1476
167,18905,1476
169,4468,1476
3,5000,1477
45,24092,1477
46,4041,1477
60,23577,1477
64,4189,1477
76,12324,1477
78,159310,1477
110,2257178,1477
114,2925,1477
123,1363,1477
150,3596,1477
156,9753,1477
41,7120,1478
45,10000,1478
46,9782,1478
60,160956,1478
76,84829,1478
78,14513,1478
80,100982,1478
110,455079,1478
114,823,1478
150,7498,1478
156,2214,1478
169,7257,1478
3,17535,1479
27,9026,1479
45,95381,1479
46,14,1479
60,253208,1479
64,65904,1479
76,67280,1479
78,321744,1479
80,4880,1479
110,4738343,1479
114,9546,1479
116,12800,1479
123,31809,1479
150,7994,1479
156,3360,1479
167,421,1479
220,14668,1479
3,14504,1480
46,19938,1480
60,80041,1480
64,30059,1480
78,14839,1480
80,26203,1480
110,371134,1480
116,9610,1480
123,20920,1480
156,21139,1480
169,92,1480
3,11390,1481
27,8880,1481
45,42732,1481
60,57610,1481
64,181304,1481
76,29978,1481
78,650426,1481
80,255987,1481
110,681830,1481
114,13290,1481
116,9433,1481
123,11153,1481
150,13360,1481
156,5500,1481
169,112,1481
220,10192,1481
3,3771,1482
45,50540,1482
46,1975,1482
60,47372,1482
64,15697,1482
72,15992,1482
76,38326,1482
78,4678,1482
80,15111,1482
110,1375071,1482
114,697,1482
123,62579,1482
150,9700,1482
156,9222,1482
169,79346,1482
3,17483,1483
9,2468,1483
27,7224,1483
41,5710,1483
45,88447,1483
46,1690,1483
60,284132,1483
64,161613,1483
76,29036,1483
78,150329,1483
110,14342422,1483
114,8437,1483
123,75761,1483
156,11425,1483
220,9960,1483
60,6092,1484
64,5000,1484
78,8941,1484
80,5870,1484
87,240,1484
110,1820798,1484
156,2914,1484
167,3957,1484
169,6379,1484
9,8581,1485
41,1154,1485
46,5928,1485
60,14990,1485
64,32282,1485
76,29375,1485
78,11188,1485
80,24653,1485
87,6496,1485
110,199,1485
169,2456,1485
41,40,1486
60,5301,1486
80,13338,1486
110,2156,1486
156,4367,1486
3,5000,1487
41,490,1487
60,6504,1487
78,3425,1487
110,116101,1487
156,1061,1487
169,3524,1487
46,8387,1488
60,11467,1488
76,23533,1488
78,15697,1488
80,38127,1488
110,555263,1488
156,3254,1488
169,14127,1488
3,18748,1489
9,14820,1489
27,3829,1489
41,89,1489
45,6562,1489
46,8974,1489
59,17610,1489
60,187105,1489
64,76671,1489
72,40465,1489
76,52406,1489
78,115775,1489
80,132146,1489
110,3713058,1489
114,2127,1489
116,13141,1489
123,1715,1489
150,2311,1489
167,259,1489
169,29730,1489
3,27098,1490
9,15391,1490
27,3433,1490
41,679,1490
45,5002386,1490
46,55982,1490
59,9520,1490
60,1108877,1490
64,200960,1490
76,49599,1490
78,487780,1490
110,14048845,1490
114,22799,1490
116,20921,1490
123,48802,1490
150,2285,1490
169,11391,1490
220,2908,1490
41,8175,1491
60,5190,1491
64,24432,1491
72,81107,1491
78,9969,1491
110,5345812,1491
114,5405,1491
116,5232,1491
156,33486,1491
167,12,1491
169,4945,1491
3,4749,1492
41,27532,1492
46,671,1492
60,16499,1492
76,15932,1492
78,6693,1492
80,6342,1492
110,1511665,1492
114,3774,1492
149,9850,1492
167,359,1492
3,16,1493
27,7958,1493
41,8562,1493
45,97715,1493
46,9950,1493
60,174057,1493
64,9174,1493
76,80000,1493
78,11667,1493
80,10477,1493
110,484280,1493
114,9380,1493
150,30180,1493
156,200,1493
169,10000,1493
3,1908,1494
27,24294,1494
45,1010894,1494
59,9860,1494
60,144250,1494
64,105838,1494
76,77418,1494
78,521447,1494
80,55585,1494
110,4167542,1494
114,9833,1494
116,19481,1494
150,4758,1494
167,6416,1494
169,15786,1494
3,10000,1495
27,18256,1495
41,144443,1495
45,28860,1495
60,195364,1495
64,64585,1495
72,57434,1495
76,46588,1495
78,86029,1495
80,205899,1495
110,1865211,1495
114,25095,1495
116,84751,1495
123,96144,1495
126,65509,1495
150,4739,1495
156,72149,1495
3,16144,1496
9,5908,1496
27,19269,1496
41,6330,1496
45,509554,1496
59,9880,1496
60,405068,1496
64,41983,1496
72,40776,1496
76,55224,1496
78,387575,1496
80,124156,1496
110,6812345,1496
114,15519,1496
116,4139,1496
123,25556,1496
150,8288,1496
3,9342,1497
9,19294,1497
27,6784,1497
45,76572,1497
46,642,1497
59,5810,1497
60,594715,1497
72,227215,1497
76,37301,1497
78,121808,1497
110,69367107,1497
114,844,1497
116,12870,1497
123,3140,1497
150,5272,1497
156,64513,1497
167,586476,1497
169,9356,1497
3,74506,1498
9,4715,1498
41,18976,1498
45,969228,1498
59,19750,1498
60,2326985,1498
64,1397220,1498
76,62220,1498
78,183954,1498
110,258282532,1498
150,7660,1498
27,3516,1499
41,3245,1499
45,6937,1499
60,30217,1499
64,20042,1499
76,19542,1499
78,12728,1499
80,15547,1499
110,1427887,1499
123,3577,1499
156,5198,1499
167,2891,1499
169,4700,1499
27,577,1500
41,3858,1500
45,14419,1500
60,42334,1500
64,30454,1500
72,3464,1500
76,13303,1500
78,60301,1500
110,8642627,1500
114,6024,1500
116,4000,1500
169,2127,1500
3,6014,1501
27,5268,1501
41,443,1501
46,5642,1501
59,4130,1501
60,48213,1501
64,28601,1501
72,41697,1501
76,62810,1501
78,7073,1501
87,5160,1501
110,45688976,1501
114,3091,1501
116,8117,1501
123,877,1501
150,4640,1501
169,794,1501
9,613,1502
27,8821,1502
33,1313,1502
41,37933,1502
45,52437,1502
60,500366,1502
64,164117,1502
76,12726,1502
78,117690,1502
87,87782,1502
110,28448237,1502
114,7250,1502
3,5000,1503
41,13047,1503
46,8360,1503
60,18287,1503
64,1218,1503
76,40000,1503
80,5382,1503
110,1925530,1503
156,2201,1503
167,7311,1503
169,14938,1503
3,4834,1504
46,456,1504
59,4500,1504
60,343330,1504
64,50797,1504
76,13424,1504
78,503793,1504
80,7097,1504
110,7446032,1504
150,7313,1504
156,163,1504
167,1486,1504
3,7142,1505
41,28158,1505
45,10000,1505
60,68698,1505
64,54025,1505
76,25531,1505
78,60688,1505
80,56032,1505
110,799308,1505
114,8296,1505
116,6140,1505
123,25,1505
156,31399,1505
169,9094,1505
3,11099,1506
27,4512,1506
45,101678,1506
46,19249,1506
60,374236,1506
64,132832,1506
76,41249,1506
78,497219,1506
80,827154,1506
110,9188801,1506
114,372,1506
116,10237,1506
123,33350,1506
156,7333,1506
169,6065,1506
3,1570,1507
41,3394,1507
46,2617,1507
60,45645,1507
64,58737,1507
76,3908,1507
78,38915,1507
80,19769,1507
110,422624,1507
114,6158,1507
169,3070,1507
3,95442,1508
9,738,1508
27,102463,1508
41,78542,1508
45,10000,1508
46,20881,1508
59,4420,1508
60,264726,1508
64,11288,1508
72,97712,1508
76,41830,1508
78,165926,1508
80,33834,1508
110,5703136,1508
114,15470,1508
116,80000,1508
123,5163,1508
150,98613,1508
169,37450,1508
3,60645,1509
9,6016,1509
27,4295,1509
41,12554,1509
45,498234,1509
59,9400,1509
60,1247157,1509
64,276112,1509
72,7547,1509
76,46496,1509
78,252000,1509
110,71958198,1509
149,23530,1509
150,32151,1509
169,37050,1509
220,5328,1509
27,418,1510
41,19956,1510
60,4237,1510
64,53657,1510
78,4190,1510
110,27665,1510
156,20487,1510
169,3580,1510
45,4149,1511
60,39757,1511
64,7661,1511
78,8611,1511
110,138096,1511
3,36142,1512
9,27086,1512
20,1746,1512
27,6614,1512
41,3234,1512
45,53102,1512
46,11165,1512
59,9405,1512
60,1133556,1512
64,216220,1512
72,68228,1512
76,36173,1512
78,95496,1512
110,120316122,1512
114,29860,1512
116,27770,1512
123,8436,1512
167,928541,1512
169,21220,1512
3,928827,1513
20,7366,1513
27,14122,1513
45,4942138,1513
59,6945,1513
60,3431846,1513
64,57831,1513
76,88700,1513
78,18934,1513
110,789780763,1513
149,21192,1513
150,6326,1513
3,16925,1514
27,12865,1514
45,71585,1514
46,4779,1514
59,10000,1514
60,231305,1514
64,39435,1514
76,48122,1514
78,96672,1514
110,9291947,1514
114,22968,1514
116,10000,1514
123,41936,1514
150,887,1514
156,126737,1514
167,141365,1514
20,6919,1515
27,7780,1515
45,994205,1515
59,9220,1515
60,654825,1515
64,1058208,1515
76,74496,1515
78,973349,1515
110,213666960,1515
150,1637,1515
167,4060,1515
220,43921,1515
60,9867,1516
76,38991,1516
78,25986,1516
80,8162,1516
87,17940,1516
110,55046,1516
123,1736,1516
156,5396,1516
167,7211,1516
169,3394,1516
3,2518,1517
27,5931,1517
45,5000,1517
46,818,1517
60,55004,1517
64,12524,1517
72,9095,1517
76,7819,1517
78,7993,1517
80,25865,1517
110,750276,1517
114,6931,1517
116,3200,1517
150,5764,1517
156,7211,1517
167,2080,1517
169,1625,1517
27,18116,1518
41,3189,1518
45,30965,1518
59,9400,1518
60,286112,1518
64,100360,1518
76,35308,1518
78,457451,1518
80,42458,1518
110,12766557,1518
123,1499,1518
149,6158,1518
150,2392,1518
169,38573,1518
3,49,1519
41,3970,1519
60,4532,1519
76,2475,1519
78,8359,1519
80,14664,1519
110,292990,1519
114,4922,1519
156,6753,1519
167,8028,1519
169,1005,1519
3,3870,1520
27,227,1520
41,11908,1520
60,14720,1520
64,20197,1520
76,10000,1520
78,8930,1520
80,21870,1520
110,1461398,1520
123,5000,1520
156,151446,1520
167,1227,1520
169,4342,1520
3,5186,1521
9,4794,1521
27,4102,1521
60,38590,1521
64,121915,1521
76,8736,1521
78,213406,1521
80,40649,1521
110,2208981,1521
114,8156,1521
116,3680,1521
156,4520,1521
167,620,1521
3,8302,1522
27,16,1522
41,11394,1522
45,1384,1522
46,7747,1522
60,78610,1522
64,76044,1522
72,9093,1522
76,1540,1522
78,43538,1522
80,47806,1522
110,538594,1522
114,12201,1522
123,2517,1522
156,1275,1522
3,9215,1523
9,3464,1523
27,6376,1523
41,79560,1523
45,38147,1523
60,457888,1523
64,54078,1523
76,24516,1523
78,548168,1523
80,108943,1523
110,9214433,1523
114,11074,1523
116,9149,1523
123,13697,1523
150,450,1523
167,117,1523
3,4430,1524
41,18795,1524
45,64560,1524
46,3711,1524
60,321216,1524
64,193080,1524
76,29077,1524
78,216153,1524
80,172636,1524
110,5284184,1524
114,15214,1524
116,27538,1524
123,18561,1524
156,5607,1524
167,1380,1524
169,17285,1524
3,1198,1525
27,4583,1525
41,1398,1525
60,17122,1525
64,11920,1525
76,10000,1525
78,3992,1525
80,4231,1525
110,900774,1525
156,5082,1525
167,12068,1525
169,638,1525
3,9990,1526
27,5000,1526
60,4663,1526
64,51316,1526
76,14190,1526
78,6298,1526
80,10193,1526
110,829154,1526
156,2140,1526
167,3951,1526
60,541,1527
80,4400,1527
110,4273,1527
167,9114,1527
3,2243,1528
60,152799,1528
64,2898,1528
76,14618,1528
78,7899,1528
110,3781270,1528
116,2934,1528
150,1086,1528
167,4029,1528
169,7691,1528
41,29,1529
45,21046,1529
59,5000,1529
60,35444,1529
64,2905,1529
76,50819,1529
78,66082,1529
110,1135884,1529
114,14920,1529
156,11879,1529
169,4914,1529
3,2256,1530
27,4531,1530
41,8415,1530
60,26939,1530
64,32222,1530
76,19874,1530
78,175443,1530
110,1993449,1530
123,10387,1530
3,88950,1531
27,39578,1531
41,85632,1531
45,64509,1531
46,414,1531
59,9700,1531
60,237397,1531
64,18627,1531
76,186371,1531
78,118105,1531
80,76404,1531
110,5399588,1531
114,59300,1531
116,107470,1531
123,9681,1531
150,2552,1531
156,1323,1531
167,7380,1531
169,8371,1531
20,10049,1532
27,7690,1532
45,107024,1532
59,19070,1532
60,275508,1532
64,153279,1532
76,74632,1532
78,813894,1532
110,23545238,1532
114,6037,1532
123,7685,1532
150,9083,1532
167,13387,1532
3,4152,1533
41,155081,1533
45,197634,1533
60,10725,1533
64,3798,1533
72,9805,1533
76,19408,1533
78,8837,1533
87,360,1533
110,19263101,1533
116,8540,1533
123,8778,1533
156,446,1533
167,488,1533
169,8218,1533
41,5481,1534
45,37548,1534
60,55317,1534
64,70065,1534
76,12022,1534
78,30071,1534
87,6845,1534
110,1403532,1534
114,6905,1534
116,958,1534
123,4882,1534
156,22040,1534
167,5702401,1534
27,2112,1535
41,68,1535
45,94,1535
46,4150,1535
59,4900,1535
60,10720,1535
76,10165,1535
78,38193,1535
80,6396,1535
87,480,1535
110,151083,1535
156,3556,1535
167,2446,1535
169,3175,1535
41,33790,1536
45,9980,1536
60,21760,1536
76,13547,1536
78,24544,1536
80,2344,1536
87,6884,1536
110,1258115,1536
156,18353,1536
169,515,1536
220,4683,1536
3,5940,1537
27,7576,1537
41,17588,1537
46,6181,1537
60,6259,1537
64,27631,1537
72,18604,1537
76,20323,1537
110,291146,1537
114,9424,1537
156,7280,1537
169,2575,1537
3,17886,1538
9,2940,1538
27,26976,1538
33,4348,1538
41,4341,1538
45,40674,1538
46,9240,1538
60,27369,1538
64,32018,1538
76,34022,1538
78,58703,1538
110,2230775,1538
114,10970,1538
123,9482,1538
169,5480,1538
27,4151,1540
41,3654,1540
45,15088,1540
60,19555,1540
64,14217,1540
76,28632,1540
78,59753,1540
80,31286,1540
87,10794,1540
110,1306101,1540
116,3466,1540
123,8451,1540
156,9350,1540
169,5288,1540
3,9560,1541
9,4984,1541
27,278362,1541
41,22362,1541
45,136257,1541
46,90460,1541
60,125374,1541
64,118784,1541
72,254185,1541
76,67658,1541
78,134796,1541
80,18813,1541
110,2095820,1541
114,4058,1541
123,63979,1541
156,37776,1541
167,8657,1541
169,197931,1541
9,7037,1542
27,1273,1542
45,506261,1542
59,19770,1542
60,1040768,1542
64,154145,1542
76,64848,1542
78,514649,1542
80,347671,1542
110,21138346,1542
114,22039,1542
116,24924,1542
149,4718,1542
156,12542,1542
3,1924,1543
27,46,1543
41,9200,1543
45,37967,1543
46,64937,1543
60,122572,1543
64,49745,1543
76,49422,1543
78,16989,1543
110,6849189,1543
114,180965,1543
123,56247,1543
156,29029,1543
167,8696,1543
3,100865,1544
9,2729,1544
45,992776,1544
46,18287,1544
60,284923,1544
64,113853,1544
76,47364,1544
78,195617,1544
110,47221355,1544
114,7573,1544
116,8370,1544
169,25178,1544
45,4989,1545
64,56394,1545
76,24987,1545
78,7692,1545
80,14293,1545
87,388,1545
110,214704,1545
114,5831,1545
123,902,1545
156,961,1545
167,2205,1545
3,3668,1546
9,5160,1546
27,26867,1546
41,12330,1546
45,10000,1546
46,2964,1546
59,10936,1546
60,199346,1546
64,49687,1546
72,2496,1546
76,37551,1546
78,48333,1546
110,879873,1546
114,45671,1546
123,8829,1546
150,6332,1546
156,9969,1546
167,7495,1546
169,4090,1546
3,354,1547
9,18497,1547
27,7706,1547
45,108749,1547
46,36776,1547
59,9470,1547
60,477224,1547
64,180768,1547
76,77807,1547
78,540314,1547
110,27669183,1547
114,6270,1547
116,6006,1547
123,3209,1547
150,5516,1547
156,6261,1547
167,27278,1547
27,99130,1548
41,7179,1548
46,4019,1548
60,37789,1548
76,10000,1548
78,7748,1548
80,31467,1548
110,99783,1548
114,148873,1548
156,16899,1548
3,8222,1549
41,18381,1549
45,19869,1549
60,126678,1549
64,195908,1549
76,49916,1549
78,145262,1549
80,111231,1549
110,1036825,1549
114,6719,1549
116,1816,1549
123,8492,1549
167,2453,1549
41,4370,1550
60,9897,1550
110,704648,1550
156,514,1550
169,2022,1550
46,5795,1551
60,7627,1551
76,23365,1551
78,20500,1551
80,3860,1551
110,946790,1551
167,13910,1551
169,17422,1551
3,17361,1552
9,7236,1552
27,14429,1552
41,6625,1552
45,2258,1552
46,1925,1552
60,71606,1552
64,76329,1552
76,122229,1552
78,18564,1552
110,3036611,1552
114,20760,1552
123,13435,1552
150,16400,1552
156,71435,1552
167,80000,1552
169,5706,1552
9,11782,1553
27,11704,1553
41,9799,1553
45,299676,1553
46,9721,1553
60,625651,1553
64,148640,1553
72,40649,1553
76,37752,1553
78,821846,1553
110,15351108,1553
114,14733,1553
116,6907,1553
123,199129,1553
150,3694,1553
167,9322,1553
169,5960,1553
3,4117,1554
41,8347,1554
46,8629,1554
60,57759,1554
72,85844,1554
76,29880,1554
78,24387,1554
80,50108,1554
110,14635517,1554
114,17344,1554
156,47502,1554
167,5860,1554
169,7746,1554
9,4200,1555
27,26396,1555
41,29181,1555
45,86867,1555
59,9750,1555
60,796244,1555
64,334523,1555
72,16381,1555
76,72345,1555
78,68562,1555
110,46247097,1555
123,5403,1555
167,15287,1555
169,11930,1555
220,14692,1555
3,9190,1556
41,5810,1556
60,95060,1556
64,80759,1556
76,20000,1556
78,101925,1556
80,13880,1556
110,856516,1556
114,7129,1556
156,13759,1556
167,3853,1556
41,11915,1557
46,5206,1557
60,31135,1557
76,16806,1557
78,5524,1557
79,8835,1557
110,480338,1557
114,4413,1557
167,2299,1557
169,1190,1557
3,2221,1558
27,1931,1558
46,5029,1558
60,63059,1558
64,55279,1558
76,17637,1558
78,8196,1558
80,11010,1558
110,218532,1558
114,924,1558
167,2085,1558
3,5000,1559
60,12953,1559
64,50348,1559
78,4718,1559
80,16213,1559
87,183,1559
110,63340,1559
169,3509,1559
3,2011,1560
41,3826,1560
64,13630,1560
76,1896,1560
78,3125,1560
80,7900,1560
87,1489,1560
110,13477,1560
123,2403,1560
3,5298,1561
9,17105,1561
27,9369,1561
41,16344,1561
45,262196,1561
46,9770,1561
60,557927,1561
64,52776,1561
76,29926,1561
78,820679,1561
110,43910729,1561
114,24474,1561
116,11409,1561
123,437365,1561
156,2350,1561
3,2435,1562
27,128950,1562
41,105305,1562
45,23036,1562
46,745,1562
59,4800,1562
60,17944,1562
64,12741,1562
72,19590,1562
76,11523,1562
78,13475,1562
80,14231,1562
110,83345,1562
114,720,1562
123,4091,1562
156,23461,1562
167,4929,1562
169,1545,1562
3,1818,1563
9,4320,1563
27,4339,1563
41,12836,1563
45,100387,1563
46,19550,1563
60,684034,1563
64,59871,1563
72,2781,1563
76,32972,1563
78,96922,1563
80,14413,1563
110,4868729,1563
114,1220,1563
116,1349,1563
220,9518,1563
60,2814,1564
76,12000,1564
78,14712,1564
110,803098,1564
114,3192,1564
156,6005,1564
3,22682,1565
27,104383,1565
41,29690,1565
45,71492,1565
46,4248,1565
59,10000,1565
60,223504,1565
64,381441,1565
72,7896,1565
76,28598,1565
78,102645,1565
110,2786319,1565
114,5324,1565
116,7206,1565
123,16757,1565
140,1608,1565
150,28291,1565
156,19107,1565
167,314,1565
169,9520,1565
220,240,1565
3,109004,1566
9,2600,1566
27,37936,1566
41,7289,1566
45,1007737,1566
46,15621,1566
59,9780,1566
60,438214,1566
64,135483,1566
76,57642,1566
78,357994,1566
110,73882297,1566
114,19185,1566
149,7312,1566
150,3053,1566
156,8972,1566
169,10000,1566
220,716,1566
45,62,1567
60,3933,1567
78,856,1567
80,1213,1567
110,67,1567
123,3260,1567
3,9860,1568
27,10000,1568
41,35490,1568
45,12622,1568
60,125412,1568
64,25259,1568
76,29279,1568
78,70326,1568
80,46071,1568
110,890008,1568
220,573,1568
27,31404,1569
41,6031,1569
46,1455,1569
60,14294,1569
64,33572,1569
76,9960,1569
78,34143,1569
80,74012,1569
110,2677006,1569
114,8129,1569
123,16075,1569
169,252,1569
3,7654,1570
27,9644,1570
41,18486,1570
45,97488,1570
46,3275,1570
60,139458,1570
64,111757,1570
72,25989,1570
76,58843,1570
78,122396,1570
110,8858015,1570
114,11041,1570
116,195,1570
123,155223,1570
169,2335,1570
3,9982,1572
9,80103,1572
27,33987,1572
41,185310,1572
45,156301,1572
60,39934,1572
64,36707,1572
76,26974,1572
78,64055,1572
80,68458,1572
110,1273030,1572
114,416,1572
123,2908,1572
156,65980,1572
167,7693,1572
27,19702,1573
45,84235,1573
46,19116,1573
60,70228,1573
64,79607,1573
76,28788,1573
78,176452,1573
80,29241,1573
110,3282074,1573
114,17871,1573
123,25672,1573
27,17342,1574
46,18920,1574
60,24194,1574
64,38706,1574
78,24307,1574
80,40824,1574
110,728320,1574
156,1222,1574
3,22842,1575
27,3789,1575
45,55311,1575
59,19800,1575
60,223663,1575
64,93592,1575
76,29160,1575
78,127501,1575
80,49130,1575
110,13012362,1575
114,17945,1575
116,7460,1575
123,135001,1575
220,8456,1575
27,9571,1576
60,7048,1576
80,4523,1576
3,6464,1577
45,10000,1577
60,18011,1577
64,34235,1577
72,17595,1577
76,36160,1577
78,18718,1577
80,66242,1577
110,2763417,1577
116,8340,1577
123,10695,1577
156,4858,1577
169,5818,1577
9,8000,1578
20,34276,1578
27,4000,1578
41,9870,1578
45,84281,1578
46,233,1578
59,19960,1578
60,370516,1578
64,66748,1578
76,53814,1578
78,169169,1578
110,13395311,1578
114,17784,1578
116,4270,1578
123,122810,1578
156,9857,1578
169,10774,1578
220,2275,1578
3,20000,1579
27,120950,1579
41,49912,1579
46,9240,1579
60,47767,1579
64,203124,1579
72,9708,1579
76,49526,1579
78,23177,1579
80,11084,1579
110,37875,1579
114,15254,1579
116,16262,1579
156,8413,1579
167,7691,1579
3,8899,1580
27,4143,1580
41,9855,1580
45,56166,1580
60,114986,1580
64,144832,1580
72,20370,1580
76,57230,1580
78,542820,1580
80,66030,1580
110,1553781,1580
114,10753,1580
116,17478,1580
156,7520,1580
167,38878,1580
169,1870,1580
3,136996,1581
20,23741,1581
27,14822,1581
41,112187,1581
45,157611,1581
46,8316,1581
59,21680,1581
60,52797,1581
64,54679,1581
72,26464,1581
76,44604,1581
78,130507,1581
80,184043,1581
110,3061454,1581
114,9979,1581
116,12301,1581
123,5447,1581
150,79462,1581
156,23722,1581
167,11733,1581
169,3175,1581
3,5397,1582
9,14511,1582
20,7157,1582
27,17641,1582
41,15914,1582
45,99170,1582
59,9842,1582
60,568630,1582
64,148889,1582
76,62067,1582
78,559800,1582
80,129098,1582
110,10260034,1582
114,10325,1582
116,10330,1582
150,11067,1582
167,1838,1582
27,78093,1583
41,2125,1583
