qty,plant,assembly,component
2.0,220,864,2029
2.0,217,864,2029
2.0,117,864,2029
4.0,117,863,2029
4.0,117,862,2029
3.0,3,488,2029
3.0,3,487,2029
2.0,64,470,2029
4.0,123,463,2029
2.0,156,462,2029
1.0,64,460,2029
2.0,123,458,2029
2.0,156,451,2029
1.0,156,450,2029
1.0,64,436,2029
3.0,156,97,2029
1.0,72,95,2029
14.0,41,91,2029
4.0,41,91,2029
8.0,167,75,2029
7.0,167,75,2029
6.0,167,75,2029
1.0,126,57,2029
1.0,50,57,2029
1.0,126,51,2029
1.0,126,44,2029
1.0,50,44,2029
18.0,117,896,1987
18.0,117,895,1987
5.0,217,886,1987
5.0,117,886,1987
5.0,217,885,1987
5.0,117,885,1987
947.0,64,574,1987
947.0,64,574,1987
947.0,64,573,1987
947.0,64,573,1987
24.0,213,568,1987
24.0,163,568,1987
4.0,64,503,1987
18.0,64,489,1987
5.0,3,488,1987
5.0,3,487,1987
9.0,3,480,1987
20.0,64,479,1987
4.0,64,467,1987
6.0,64,436,1987
2.0,117,896,1888
2.0,117,895,1888
2.0,72,889,1888
2.0,72,888,1888
2.0,117,863,1888
2.0,117,862,1888
2.0,3,528,1888
6.0,3,523,1888
9.0,64,489,1888
2.0,123,463,1888
4.0,64,459,1888
2.0,123,458,1888
2.0,169,160,1888
1.0,117,896,1867
1.0,117,895,1867
1.0,41,91,1867
1.0,117,896,1854
1.0,117,895,1854
2.0,72,889,1854
2.0,72,888,1854
6.0,217,886,1854
6.0,117,886,1854
6.0,217,885,1854
6.0,117,885,1854
1.0,123,584,1854
1.0,3,584,1854
1.0,46,575,1854
11.0,3,542,1854
1.0,46,539,1854
1.0,46,538,1854
1.0,46,537,1854
1.0,46,536,1854
1.0,46,533,1854
2.0,3,528,1854
2.0,41,524,1854
2.0,3,523,1854
1.0,64,503,1854
6.0,3,488,1854
6.0,3,487,1854
3.0,64,471,1854
1.0,64,467,1854
2.0,64,455,1854
21.0,156,97,1854
1.0,117,896,1838
1.0,117,895,1838
2.0,117,896,1836
2.0,117,895,1836
6.0,61,540,1836
6.0,3,523,1836
17.0,10,517,1836
1.0,64,503,1836
5.0,64,489,1836
6.0,64,479,1836
1.0,64,467,1836
6.0,64,455,1836
1.0,156,97,1836
1.0,72,95,1836
2.0,41,91,1836
8.0,167,75,1836
1.0,117,896,1703
1.0,117,895,1703
1.0,72,95,1703
1.0,41,91,1703
1.0,117,896,1495
1.0,117,895,1495
1.0,220,865,1495
1.0,217,865,1495
1.0,117,865,1495
1.0,220,864,1495
1.0,217,864,1495
1.0,117,864,1495
8.0,64,479,1495
1.0,64,471,1495
1.0,64,470,1495
1.0,117,896,1489
1.0,117,895,1489
1.0,217,886,1489
1.0,117,886,1489
1.0,217,885,1489
1.0,117,885,1489
1.0,220,865,1489
1.0,217,865,1489
1.0,117,865,1489
1.0,220,864,1489
1.0,217,864,1489
1.0,117,864,1489
2.0,117,863,1489
2.0,117,862,1489
1.0,64,551,1489
1.0,3,529,1489
1.0,41,524,1489
8.0,10,517,1489
1.0,3,488,1489
1.0,3,487,1489
2.0,3,480,1489
1.0,64,471,1489
1.0,64,470,1489
2.0,123,463,1489
1.0,64,460,1489
1.0,64,459,1489
2.0,123,458,1489
1.0,72,95,1489
1.0,72,95,1489
1.0,117,896,1323
1.0,117,895,1323
1.0,123,584,1323
1.0,3,584,1323
7.0,10,550,1323
7.0,10,549,1323
2.0,41,524,1323
4.0,10,517,1323
6.0,64,516,1323
44.0,64,514,1323
11.0,64,503,1323
25.0,64,489,1323
17.0,3,480,1323
11.0,64,467,1323
11.0,64,460,1323
2.0,64,459,1323
12.0,64,455,1323
1.0,156,450,1323
6.0,156,97,1323
3.0,156,97,1323
3.0,72,95,1323
1.0,41,91,1323
1.0,117,896,1217
1.0,117,895,1217
2.0,169,160,1217
1.0,156,97,1217
2.0,41,91,1217
1.0,117,896,1179
1.0,117,895,1179
4.0,220,865,1179
4.0,217,865,1179
4.0,117,865,1179
4.0,220,864,1179
4.0,217,864,1179
4.0,117,864,1179
2.0,117,863,1179
2.0,117,862,1179
7.0,123,584,1179
7.0,3,584,1179
502.0,213,568,1179
502.0,163,568,1179
80.0,64,551,1179
37.0,10,550,1179
37.0,10,549,1179
73.0,3,542,1179
433.0,3,523,1179
22.0,10,517,1179
224.0,64,514,1179
3.0,64,503,1179
8.0,64,491,1179
74.0,3,480,1179
73.0,64,479,1179
27.0,3,474,1179
18.0,64,471,1179
4.0,64,470,1179
3.0,64,467,1179
2.0,123,463,1179
1.0,156,462,1179
11.0,64,460,1179
1.0,64,459,1179
2.0,123,458,1179
3.0,64,455,1179
114.0,64,453,1179
1.0,156,451,1179
1.0,156,450,1179
15.0,64,435,1179
4.0,169,160,1179
2.0,156,97,1179
2.0,117,896,1148
2.0,117,895,1148
6.0,72,889,1148
6.0,72,888,1148
6.0,3,528,1148
8.0,3,523,1148
4.0,156,97,1148
10.0,167,75,1148
2.0,167,75,1148
1.0,117,896,1140
1.0,117,895,1140
2.0,117,896,1138
2.0,117,895,1138
1.0,117,896,1134
1.0,117,895,1134
4.0,46,575,1134
3.0,46,539,1134
3.0,46,538,1134
4.0,46,537,1134
4.0,46,536,1134
4.0,46,533,1134
1.0,117,896,1127
1.0,117,895,1127
2.0,117,896,1066
2.0,117,895,1066
4.0,72,889,1066
4.0,72,888,1066
4.0,3,528,1066
2.0,64,455,1066
2.0,117,896,1059
2.0,117,895,1059
3.0,117,896,1034
3.0,117,895,1034
1.0,46,575,1034
1.0,46,539,1034
1.0,46,538,1034
1.0,46,537,1034
1.0,46,536,1034
1.0,46,533,1034
1.0,117,896,1025
1.0,117,895,1025
5.0,72,889,1025
5.0,72,888,1025
5.0,3,528,1025
4.0,64,479,1025
1.0,117,896,1018
1.0,117,895,1018
6.0,46,575,1018
6.0,46,539,1018
6.0,46,538,1018
6.0,46,537,1018
6.0,46,536,1018
6.0,46,533,1018
1.0,117,896,1003
1.0,117,895,1003
2.0,117,896,1001
2.0,117,895,1001
2.0,217,886,1001
2.0,117,886,1001
2.0,217,885,1001
2.0,117,885,1001
1.0,220,865,1001
1.0,217,865,1001
1.0,117,865,1001
1.0,220,864,1001
1.0,217,864,1001
1.0,117,864,1001
2.0,3,488,1001
2.0,3,487,1001
1.0,3,474,1001
1.0,64,470,1001
1.0,117,896,998
1.0,117,895,998
7.0,117,896,995
7.0,117,895,995
3.0,3,480,995
1.0,117,896,981
1.0,117,895,981
1.0,117,896,956
1.0,117,895,956
1.0,117,863,956
1.0,117,862,956
1.0,123,463,956
1.0,123,458,956
1.0,117,896,943
1.0,117,895,943
1.0,217,886,943
1.0,117,886,943
1.0,217,885,943
1.0,117,885,943
2.0,117,877,943
2.0,117,876,943
1.0,3,488,943
1.0,3,487,943
2.0,64,457,943
1.0,117,896,916
1.0,117,895,916
1.0,64,514,916
2.0,64,479,916
2.0,72,95,916
1.0,72,95,916
6.0,41,91,916
1.0,167,75,916
1.0,167,75,916
1.0,167,75,916
1.0,117,896,325
1.0,117,895,325
6.0,72,889,4071
6.0,72,888,4071
6.0,213,568,4071
6.0,163,568,4071
1.0,64,551,4071
1.0,3,542,4071
6.0,3,528,4071
8.0,64,514,4071
2.0,64,489,4071
1.0,72,889,4066
1.0,72,888,4066
1.0,3,528,4066
1.0,72,889,4034
1.0,72,888,4034
4.0,64,514,4034
2.0,72,889,4005
2.0,72,888,4005
3.0,64,574,4005
3.0,64,574,4005
3.0,64,573,4005
3.0,64,573,4005
1.0,64,551,4005
1.0,3,542,4005
2.0,3,528,4005
2.0,64,514,4005
1.0,72,889,3922
1.0,72,888,3922
1.0,61,567,3922
1.0,60,567,3922
1.0,3,528,3922
1.0,3,523,3922
2.0,64,489,3922
1.0,72,889,3912
1.0,72,888,3912
2.0,64,514,3912
1.0,72,889,3875
1.0,72,888,3875
1.0,220,865,3875
1.0,217,865,3875
1.0,117,865,3875
1.0,220,864,3875
1.0,217,864,3875
1.0,117,864,3875
1.0,64,541,3875
1.0,3,528,3875
1.0,72,889,3853
1.0,72,888,3853
1.0,3,528,3853
1.0,72,889,3830
1.0,72,888,3830
1.0,213,568,3830
1.0,163,568,3830
2.0,64,514,3830
6.0,72,889,3779
6.0,72,888,3779
4.0,213,568,3779
4.0,163,568,3779
1.0,64,516,3779
3.0,64,514,3779
2.0,64,489,3779
26.0,72,889,3773
26.0,72,888,3773
15.0,64,489,3773
2.0,72,889,3769
2.0,72,888,3769
4.0,213,568,3769
4.0,163,568,3769
1.0,64,514,3769
1.0,64,489,3769
2.0,72,889,3752
2.0,72,888,3752
4.0,72,889,3726
4.0,72,888,3726
2.0,64,514,3726
3.0,72,889,3681
3.0,72,888,3681
6.0,64,574,3681
6.0,64,574,3681
6.0,64,573,3681
6.0,64,573,3681
3.0,3,528,3681
2.0,3,523,3681
2.0,72,889,3616
2.0,72,888,3616
2.0,3,528,3616
1.0,156,97,3616
3.0,167,75,3616
5.0,72,889,3602
5.0,72,888,3602
8.0,213,568,3602
2.0,213,568,3602
8.0,163,568,3602
2.0,163,568,3602
1.0,72,889,3600
1.0,72,888,3600
1.0,3,528,3600
1.0,3,523,3600
1.0,72,889,3593
1.0,72,888,3593
1.0,3,528,3593
1.0,64,514,3593
1.0,72,889,3587
1.0,72,888,3587
2.0,64,574,3587
2.0,64,574,3587
2.0,64,573,3587
2.0,64,573,3587
1.0,64,570,3587
1.0,3,570,3587
1.0,213,568,3587
1.0,163,568,3587
1.0,3,528,3587
1.0,72,889,3580
1.0,72,888,3580
1.0,3,528,3580
6.0,72,889,3526
6.0,72,888,3526
6.0,213,568,3526
6.0,163,568,3526
6.0,3,528,3526
1.0,64,489,3526
1.0,72,889,3522
1.0,72,888,3522
1.0,3,528,3522
1.0,3,523,3522
1.0,64,514,3522
1.0,64,479,3522
1.0,72,889,3496
1.0,72,888,3496
1.0,3,560,3496
1.0,3,542,3496
1.0,64,541,3496
1.0,3,528,3496
1.0,123,509,3496
1.0,123,506,3496
1.0,72,889,3384
1.0,72,888,3384
1.0,64,574,3384
1.0,64,574,3384
1.0,64,573,3384
1.0,64,573,3384
1.0,213,568,3384
1.0,163,568,3384
2.0,64,459,3384
1.0,72,889,3383
1.0,72,888,3383
3.0,64,594,3383
3.0,64,593,3383
7.0,61,581,3383
7.0,61,580,3383
1.0,64,574,3383
1.0,64,574,3383
1.0,64,573,3383
1.0,64,573,3383
1.0,64,570,3383
1.0,213,568,3383
1.0,213,568,3383
1.0,163,568,3383
1.0,163,568,3383
7.0,61,557,3383
3.0,64,514,3383
1.0,72,889,3370
1.0,72,888,3370
1.0,3,528,3370
1.0,3,523,3370
1.0,64,489,3370
2.0,64,239,3370
2.0,64,237,3370
1.0,169,160,3370
1.0,72,889,3361
1.0,72,888,3361
1.0,3,528,3361
2.0,72,889,3347
2.0,72,888,3347
2.0,3,528,3347
2.0,3,523,3347
1.0,64,489,3347
2.0,72,889,3346
2.0,72,888,3346
2.0,3,528,3346
2.0,3,523,3346
1.0,64,489,3346
8.0,72,889,3316
8.0,72,888,3316
8.0,3,528,3316
2.0,72,889,3287
2.0,72,888,3287
2.0,117,863,3287
2.0,117,862,3287
2.0,61,583,3287
2.0,61,582,3287
8.0,61,581,3287
8.0,61,580,3287
4.0,64,574,3287
4.0,64,574,3287
4.0,64,573,3287
4.0,64,573,3287
6.0,213,568,3287
2.0,213,568,3287
6.0,163,568,3287
2.0,163,568,3287
4.0,61,567,3287
4.0,60,567,3287
2.0,61,563,3287
8.0,61,557,3287
4.0,10,550,3287
4.0,10,549,3287
2.0,3,528,3287
2.0,3,523,3287
4.0,10,517,3287
4.0,64,489,3287
2.0,123,463,3287
2.0,123,458,3287
1.0,72,889,3276
1.0,72,888,3276
1.0,3,528,3276
1.0,3,523,3276
1.0,72,889,3215
1.0,72,888,3215
1.0,213,568,3215
1.0,163,568,3215
1.0,10,550,3215
1.0,10,549,3215
1.0,3,528,3215
1.0,3,523,3215
1.0,10,517,3215
2.0,72,889,3076
2.0,72,888,3076
2.0,3,528,3076
2.0,3,523,3076
1.0,169,160,3076
1.0,156,97,3076
58.0,72,889,3008
58.0,72,888,3008
1.0,220,865,3008
1.0,217,865,3008
1.0,117,865,3008
1.0,220,864,3008
1.0,217,864,3008
1.0,117,864,3008
13.0,3,542,3008
2.0,64,531,3008
1.0,3,529,3008
1.0,41,524,3008
59.0,64,489,3008
2.0,3,480,3008
21.0,64,479,3008
4.0,3,474,3008
23.0,64,460,3008
13.0,156,97,3008
1.0,156,97,3008
4.0,72,889,2923
4.0,72,888,2923
2.0,61,581,2923
2.0,61,580,2923
2.0,64,570,2923
2.0,3,570,2923
2.0,213,568,2923
1.0,213,568,2923
2.0,163,568,2923
1.0,163,568,2923
2.0,3,560,2923
2.0,61,557,2923
4.0,3,528,2923
3.0,3,523,2923
1.0,72,889,2898
1.0,72,888,2898
2.0,220,883,2898
2.0,117,883,2898
2.0,220,882,2898
2.0,117,882,2898
1.0,3,528,2898
1.0,3,523,2898
1.0,10,501,2898
1.0,10,500,2898
1.0,64,466,2898
3.0,72,95,2898
8.0,72,889,2890
8.0,72,888,2890
1.0,213,568,2890
1.0,163,568,2890
25.0,64,453,2890
2.0,156,97,2890
9.0,72,889,2868
9.0,72,888,2868
1.0,64,551,2868
2.0,64,541,2868
9.0,3,528,2868
9.0,3,523,2868
8.0,10,517,2868
10.0,64,503,2868
1.0,64,502,2868
1.0,156,97,2868
1.0,72,95,2868
1.0,41,91,2868
1.0,72,889,2867
1.0,72,888,2867
1.0,3,528,2867
2.0,72,889,2859
2.0,72,888,2859
2.0,3,528,2859
2.0,3,523,2859
2.0,72,889,2854
2.0,72,888,2854
4.0,220,883,2854
4.0,117,883,2854
4.0,220,882,2854
4.0,117,882,2854
2.0,3,528,2854
2.0,3,523,2854
4.0,123,478,2854
4.0,64,436,2854
10.0,72,889,2779
10.0,72,888,2779
6.0,64,594,2779
6.0,64,593,2779
10.0,3,528,2779
4.0,64,516,2779
4.0,64,514,2779
9.0,169,162,2779
1.0,169,162,2779
17.0,169,160,2779
4.0,169,119,2779
1.0,169,119,2779
4.0,167,119,2779
1.0,167,119,2779
4.0,72,119,2779
1.0,72,119,2779
4.0,41,119,2779
1.0,41,119,2779
1.0,156,97,2779
4.0,72,95,2779
1.0,72,95,2779
4.0,41,91,2779
1.0,41,91,2779
2.0,72,889,2772
2.0,72,888,2772
2.0,3,528,2772
1.0,64,516,2772
5.0,64,514,2772
2.0,72,889,2769
2.0,72,888,2769
2.0,61,581,2769
2.0,61,580,2769
3.0,64,574,2769
3.0,64,574,2769
3.0,64,573,2769
3.0,64,573,2769
2.0,61,557,2769
2.0,3,528,2769
2.0,3,523,2769
2.0,64,489,2769
9.0,64,455,2769
2.0,169,160,2769
34.0,72,889,2765
34.0,72,888,2765
6.0,220,879,2765
6.0,117,879,2765
6.0,220,878,2765
6.0,117,878,2765
13.0,64,594,2765
13.0,64,593,2765
22.0,64,574,2765
22.0,64,574,2765
22.0,64,573,2765
22.0,64,573,2765
5.0,64,570,2765
5.0,3,570,2765
5.0,3,560,2765
9.0,64,553,2765
34.0,3,528,2765
32.0,3,523,2765
7.0,64,516,2765
8.0,64,514,2765
4.0,169,162,2765
17.0,169,160,2765
11.0,169,160,2765
7.0,169,160,2765
4.0,169,160,2765
1.0,169,120,2765
1.0,41,120,2765
2.0,169,119,2765
2.0,167,119,2765
2.0,72,119,2765
2.0,41,119,2765
12.0,167,109,2765
12.0,156,109,2765
11.0,156,97,2765
2.0,72,95,2765
8.0,41,91,2765
8.0,41,91,2765
20.0,167,75,2765
12.0,167,75,2765
2.0,72,889,2747
2.0,72,888,2747
2.0,3,528,2747
1.0,72,889,2735
1.0,72,888,2735
4.0,61,581,2735
4.0,61,580,2735
1.0,64,574,2735
1.0,64,574,2735
1.0,64,573,2735
1.0,64,573,2735
4.0,61,557,2735
1.0,3,528,2735
1.0,3,523,2735
1.0,72,889,2707
1.0,72,888,2707
1.0,3,528,2707
2.0,72,889,2672
2.0,72,888,2672
2.0,3,528,2672
2.0,3,523,2672
1.0,72,889,2658
1.0,72,888,2658
1.0,64,594,2658
1.0,64,593,2658
1.0,61,581,2658
1.0,61,580,2658
1.0,64,574,2658
1.0,64,574,2658
1.0,64,573,2658
1.0,64,573,2658
1.0,61,557,2658
1.0,3,528,2658
1.0,3,523,2658
1.0,64,514,2658
1.0,64,489,2658
1.0,169,160,2658
2.0,72,889,2629
2.0,72,888,2629
2.0,3,528,2629
2.0,3,523,2629
2.0,72,889,2618
2.0,72,888,2618
2.0,220,868,2618
2.0,217,868,2618
2.0,117,868,2618
2.0,220,867,2618
2.0,217,867,2618
2.0,117,867,2618
2.0,220,865,2618
2.0,217,865,2618
2.0,117,865,2618
2.0,220,864,2618
2.0,217,864,2618
2.0,117,864,2618
2.0,123,584,2618
2.0,3,584,2618
1.0,46,575,2618
1.0,46,539,2618
1.0,46,538,2618
1.0,46,537,2618
1.0,46,536,2618
2.0,3,528,2618
2.0,3,523,2618
4.0,64,471,2618
2.0,64,470,2618
2.0,72,889,2617
2.0,72,888,2617
1.0,117,881,2617
1.0,117,880,2617
2.0,3,528,2617
2.0,3,523,2617
1.0,64,475,2617
2.0,72,889,2616
2.0,72,888,2616
1.0,117,881,2616
1.0,117,880,2616
3.0,3,529,2616
2.0,3,528,2616
2.0,3,523,2616
1.0,3,490,2616
3.0,64,483,2616
1.0,64,475,2616
2.0,64,435,2616
3.0,123,434,2616
3.0,64,434,2616
3.0,72,889,2608
3.0,72,888,2608
3.0,3,528,2608
4.0,3,523,2608
1.0,72,889,2605
1.0,72,888,2605
1.0,61,581,2605
1.0,61,580,2605
1.0,64,574,2605
1.0,64,574,2605
1.0,64,573,2605
1.0,64,573,2605
1.0,61,557,2605
1.0,3,528,2605
1.0,72,889,2592
1.0,72,888,2592
1.0,3,528,2592
1.0,3,523,2592
1.0,72,889,2591
1.0,72,888,2591
1.0,64,551,2591
1.0,3,528,2591
1.0,3,523,2591
1.0,72,889,2590
1.0,72,888,2590
1.0,3,528,2590
1.0,3,523,2590
1.0,72,889,2589
1.0,72,888,2589
1.0,3,528,2589
1.0,3,523,2589
4.0,72,889,2575
4.0,72,888,2575
4.0,3,528,2575
4.0,3,523,2575
3.0,72,889,2574
3.0,72,888,2574
3.0,3,528,2574
3.0,3,523,2574
1.0,3,474,2574
1.0,72,889,2566
1.0,72,888,2566
1.0,64,574,2566
1.0,64,574,2566
1.0,64,573,2566
1.0,64,573,2566
1.0,3,528,2566
1.0,72,889,2559
1.0,72,888,2559
1.0,3,528,2559
1.0,3,523,2559
1.0,72,889,2551
1.0,72,888,2551
1.0,64,570,2551
1.0,3,570,2551
1.0,213,568,2551
1.0,163,568,2551
1.0,3,560,2551
1.0,3,528,2551
1.0,3,523,2551
2.0,72,889,2548
2.0,72,888,2548
2.0,64,570,2548
2.0,3,570,2548
2.0,3,528,2548
3.0,64,514,2548
2.0,64,489,2548
2.0,72,889,2545
2.0,72,888,2545
2.0,3,528,2545
1.0,3,523,2545
1.0,72,889,2525
1.0,72,888,2525
1.0,220,879,2525
1.0,117,879,2525
1.0,220,878,2525
1.0,117,878,2525
1.0,64,570,2525
1.0,3,570,2525
1.0,213,568,2525
1.0,163,568,2525
1.0,3,528,2525
1.0,3,523,2525
1.0,72,889,2500
1.0,72,888,2500
1.0,61,581,2500
1.0,61,580,2500
1.0,64,574,2500
1.0,64,574,2500
1.0,64,573,2500
1.0,64,573,2500
1.0,61,557,2500
1.0,3,528,2500
1.0,72,889,2498
1.0,72,888,2498
1.0,3,528,2498
2.0,72,889,2497
2.0,72,888,2497
1.0,3,528,2497
2.0,3,523,2497
1.0,3,480,2497
1.0,3,474,2497
2.0,72,889,2487
2.0,72,888,2487
2.0,3,528,2487
2.0,3,523,2487
2.0,72,889,2486
2.0,72,888,2486
2.0,3,528,2486
2.0,3,523,2486
1.0,72,889,2470
1.0,72,888,2470
1.0,213,568,2470
1.0,163,568,2470
1.0,3,528,2470
1.0,3,523,2470
1.0,64,489,2470
1.0,72,889,2465
1.0,72,888,2465
1.0,213,568,2465
1.0,163,568,2465
1.0,3,528,2465
1.0,64,489,2465
1.0,72,889,2455
1.0,72,888,2455
2.0,213,568,2455
2.0,163,568,2455
1.0,3,528,2455
4.0,64,514,2455
2.0,3,480,2455
4.0,72,889,2449
4.0,72,888,2449
2.0,213,568,2449
1.0,213,568,2449
2.0,163,568,2449
1.0,163,568,2449
1.0,64,551,2449
1.0,3,542,2449
4.0,3,528,2449
1.0,10,517,2449
6.0,64,514,2449
1.0,64,479,2449
1.0,72,889,2443
1.0,72,888,2443
1.0,213,568,2443
1.0,163,568,2443
1.0,3,528,2443
1.0,72,889,2408
1.0,72,888,2408
14.0,64,594,2408
14.0,64,593,2408
2.0,64,574,2408
2.0,64,574,2408
2.0,64,573,2408
2.0,64,573,2408
6.0,61,567,2408
6.0,60,567,2408
8.0,61,563,2408
1.0,3,528,2408
1.0,3,523,2408
13.0,64,514,2408
3.0,3,480,2408
10.0,64,479,2408
5.0,64,436,2408
7.0,169,160,2408
1.0,169,120,2408
1.0,41,120,2408
1.0,169,119,2408
1.0,167,119,2408
1.0,72,119,2408
1.0,41,119,2408
1.0,72,95,2408
1.0,41,91,2408
3.0,72,889,2405
3.0,72,888,2405
8.0,46,575,2405
1.0,46,539,2405
1.0,46,538,2405
8.0,46,537,2405
8.0,46,536,2405
8.0,46,533,2405
3.0,3,528,2405
9.0,64,460,2405
8.0,72,889,2402
8.0,72,888,2402
2.0,220,879,2402
2.0,117,879,2402
2.0,220,878,2402
2.0,117,878,2402
1.0,117,863,2402
1.0,117,862,2402
18.0,64,594,2402
18.0,64,593,2402
3.0,64,570,2402
3.0,3,570,2402
2.0,3,560,2402
1.0,64,553,2402
2.0,3,529,2402
8.0,3,528,2402
8.0,3,523,2402
16.0,64,514,2402
5.0,123,507,2402
5.0,3,507,2402
30.0,64,479,2402
1.0,123,463,2402
5.0,64,460,2402
1.0,123,458,2402
2.0,64,455,2402
6.0,169,160,2402
4.0,169,160,2402
11.0,72,889,2371
11.0,72,888,2371
11.0,3,528,2371
22.0,72,889,2366
22.0,72,888,2366
12.0,64,594,2366
12.0,64,593,2366
22.0,3,528,2366
22.0,3,523,2366
11.0,64,514,2366
11.0,64,489,2366
4.0,72,889,2350
4.0,72,888,2350
3.0,61,555,2350
4.0,3,528,2350
6.0,3,523,2350
4.0,64,489,2350
4.0,72,889,2314
4.0,72,888,2314
4.0,3,528,2314
6.0,64,503,2314
16.0,64,479,2314
6.0,64,467,2314
1.0,156,97,2314
3.0,72,889,2308
3.0,72,888,2308
3.0,220,879,2308
3.0,117,879,2308
3.0,220,878,2308
3.0,117,878,2308
3.0,3,560,2308
3.0,3,528,2308
3.0,3,523,2308
1.0,72,889,2306
1.0,72,888,2306
1.0,3,528,2306
1.0,3,523,2306
4.0,123,507,2306
4.0,3,507,2306
1.0,72,889,2285
1.0,72,888,2285
6.0,64,594,2285
6.0,64,593,2285
1.0,64,570,2285
1.0,3,570,2285
1.0,213,568,2285
1.0,163,568,2285
1.0,3,528,2285
3.0,3,523,2285
6.0,64,514,2285
4.0,123,507,2285
4.0,3,507,2285
3.0,64,489,2285
44.0,72,889,2247
44.0,72,888,2247
59.0,213,568,2247
59.0,163,568,2247
44.0,3,528,2247
44.0,3,523,2247
45.0,64,489,2247
3.0,3,480,2247
14.0,64,479,2247
4.0,64,460,2247
6.0,72,889,2245
6.0,72,888,2245
19.0,213,568,2245
19.0,163,568,2245
6.0,3,528,2245
5.0,3,523,2245
1.0,10,517,2245
2.0,64,503,2245
9.0,64,489,2245
1.0,3,480,2245
2.0,64,479,2245
1.0,3,474,2245
2.0,64,467,2245
1.0,64,460,2245
1.0,64,459,2245
1.0,64,455,2245
2.0,41,91,2245
1.0,167,75,2245
10.0,72,889,2238
10.0,72,888,2238
1.0,220,865,2238
1.0,217,865,2238
1.0,117,865,2238
1.0,220,864,2238
1.0,217,864,2238
1.0,117,864,2238
7.0,213,568,2238
7.0,163,568,2238
10.0,3,528,2238
4.0,3,523,2238
2.0,64,503,2238
3.0,64,489,2238
6.0,64,479,2238
1.0,64,470,2238
2.0,64,467,2238
2.0,64,460,2238
2.0,64,459,2238
15.0,72,889,2217
15.0,72,888,2217
612.0,64,594,2217
612.0,64,593,2217
12.0,213,568,2217
12.0,163,568,2217
15.0,3,528,2217
12.0,3,523,2217
2.0,64,503,2217
2.0,64,467,2217
190.0,72,889,2168
190.0,72,888,2168
220.0,61,581,2168
220.0,61,580,2168
892.0,213,568,2168
892.0,163,568,2168
220.0,61,557,2168
190.0,3,528,2168
174.0,3,523,2168
40.0,3,480,2168
29.0,64,436,2168
14.0,72,889,2149
14.0,72,888,2149
25.0,46,575,2149
184.0,213,568,2149
184.0,163,568,2149
29.0,61,563,2149
111.0,61,555,2149
133.0,10,550,2149
133.0,10,549,2149
22.0,46,539,2149
22.0,46,538,2149
25.0,46,537,2149
25.0,46,536,2149
25.0,46,533,2149
4.0,3,529,2149
14.0,3,528,2149
6.0,3,523,2149
79.0,64,514,2149
184.0,64,489,2149
104.0,3,480,2149
34.0,64,436,2149
9.0,72,889,2131
9.0,72,888,2131
1.0,226,871,2131
1.0,221,871,2131
1.0,220,871,2131
1.0,217,871,2131
1.0,117,871,2131
1.0,226,870,2131
1.0,221,870,2131
1.0,220,870,2131
1.0,217,870,2131
1.0,117,870,2131
1.0,220,868,2131
1.0,217,868,2131
1.0,117,868,2131
1.0,220,867,2131
1.0,217,867,2131
1.0,117,867,2131
3.0,61,563,2131
4.0,64,551,2131
3.0,3,542,2131
1.0,3,529,2131
9.0,3,528,2131
8.0,3,523,2131
13.0,64,516,2131
4.0,64,514,2131
1.0,123,504,2131
1.0,64,503,2131
1.0,64,499,2131
1.0,64,498,2131
1.0,64,479,2131
1.0,64,467,2131
1.0,64,435,2131
6.0,72,95,2131
31.0,72,889,2115
31.0,72,888,2115
31.0,3,528,2115
31.0,3,523,2115
139.0,72,889,2094
139.0,72,888,2094
67.0,213,568,2094
67.0,163,568,2094
139.0,3,528,2094
133.0,3,523,2094
13.0,64,489,2094
56.0,64,479,2094
280.0,72,889,1998
280.0,72,888,1998
1.0,46,575,1998
356.0,213,568,1998
356.0,163,568,1998
5.0,3,542,1998
1.0,46,539,1998
1.0,46,538,1998
1.0,46,537,1998
1.0,46,536,1998
1.0,46,533,1998
280.0,3,528,1998
286.0,3,523,1998
37.0,10,517,1998
6.0,64,516,1998
94.0,64,514,1998
4.0,64,503,1998
221.0,64,489,1998
32.0,64,479,1998
4.0,64,467,1998
6.0,72,889,1961
6.0,72,888,1961
6.0,3,528,1961
6.0,3,523,1961
2.0,169,160,1961
1.0,167,75,1961
8.0,72,889,1918
8.0,72,888,1918
8.0,3,528,1918
6.0,3,523,1918
1.0,156,97,1918
2.0,72,889,1886
2.0,72,888,1886
3.0,10,548,1886
2.0,3,528,1886
2.0,3,523,1886
2.0,64,454,1886
1.0,72,95,1886
10.0,72,889,1852
10.0,72,888,1852
4.0,64,551,1852
10.0,10,550,1852
10.0,10,549,1852
17.0,3,542,1852
1.0,3,529,1852
10.0,3,528,1852
4.0,41,524,1852
5.0,3,523,1852
13.0,10,517,1852
7.0,64,516,1852
37.0,64,514,1852
2.0,64,503,1852
7.0,10,501,1852
7.0,10,500,1852
30.0,64,489,1852
2.0,64,467,1852
7.0,64,466,1852
1.0,64,455,1852
4.0,64,453,1852
1.0,64,435,1852
1.0,169,160,1852
17.0,156,97,1852
10.0,72,95,1852
5.0,72,95,1852
15.0,41,91,1852
5.0,41,91,1852
2.0,72,889,1847
2.0,72,888,1847
2.0,3,528,1847
6.0,3,523,1847
12.0,64,514,1847
4.0,64,489,1847
