plant,proportion,start_date,end_date,cumulate_production,inclusive,item_code
13,0.0,84,90,0,1,247
64,100.0,84,90,0,1,247
13,0.0,63,69,0,1,247
64,100.0,63,69,0,1,247
13,0.0,70,76,0,1,247
64,100.0,70,76,0,1,247
13,0.0,91,119,0,1,247
64,100.0,91,119,0,1,247
13,0.0,49,55,0,1,247
64,100.0,49,55,0,1,247
64,100.0,77,83,0,1,251
64,100.0,84,90,0,1,251
64,100.0,63,69,0,1,251
64,100.0,42,48,0,1,251
64,100.0,35,41,0,1,251
64,100.0,70,76,0,1,251
64,100.0,49,55,0,1,251
64,100.0,56,62,0,1,251
64,100.0,23,27,608,1,251
64,100.0,28,34,79,1,251
64,100.0,91,119,0,1,251
64,100.0,70,76,0,1,241
64,100.0,35,41,0,1,241
64,100.0,91,119,0,1,241
64,100.0,84,90,0,1,241
64,100.0,63,69,0,1,241
64,100.0,56,62,0,1,241
64,100.0,49,55,0,1,241
64,100.0,77,83,0,1,241
64,100.0,28,34,0,1,241
64,100.0,23,27,8,1,241
64,100.0,42,48,0,1,241
64,100.0,84,90,0,1,136
64,100.0,70,76,0,1,136
64,100.0,56,62,0,1,136
64,100.0,49,55,0,1,136
64,100.0,28,34,0,1,136
64,100.0,42,48,0,1,136
64,100.0,63,69,0,1,136
64,100.0,77,83,0,1,136
64,100.0,35,41,0,1,136
64,100.0,91,119,0,1,136
64,100.0,23,27,18,1,136
126,90.0,63,69,0,1,44
50,10.0,63,69,0,1,44
126,90.0,35,41,0,1,44
50,10.0,35,41,0,1,44
126,90.0,77,83,0,1,44
50,10.0,77,83,0,1,44
126,90.0,23,27,0,1,44
50,10.0,23,27,0,1,44
126,90.0,56,62,0,1,44
50,10.0,56,62,0,1,44
126,90.0,28,34,0,1,44
50,10.0,28,34,0,1,44
126,90.0,84,90,0,1,44
50,10.0,84,90,0,1,44
126,90.0,70,76,0,1,44
50,10.0,70,76,0,1,44
126,90.0,91,119,0,1,44
50,10.0,91,119,0,1,44
126,90.0,42,48,0,1,44
50,10.0,42,48,0,1,44
126,90.0,49,55,0,1,44
50,10.0,49,55,0,1,44
64,100.0,70,76,0,1,34
64,100.0,91,119,0,1,34
64,100.0,63,69,0,1,34
64,100.0,77,83,0,1,34
64,100.0,49,55,0,1,34
64,100.0,42,48,0,1,34
64,100.0,56,62,0,1,34
64,100.0,84,90,0,1,34
64,100.0,23,27,10,1,34
64,100.0,28,34,0,1,34
64,100.0,35,41,0,1,34
46,100.0,28,34,0,1,101
61,0.0,28,34,0,1,101
46,100.0,42,48,0,1,101
61,0.0,42,48,0,1,101
46,100.0,77,83,0,1,101
61,0.0,77,83,0,1,101
46,100.0,84,90,0,1,101
61,0.0,84,90,0,1,101
46,100.0,70,76,0,1,101
61,0.0,70,76,0,1,101
46,100.0,56,62,0,1,101
61,0.0,56,62,0,1,101
46,100.0,23,27,0,1,101
61,0.0,23,27,0,1,101
46,100.0,49,55,0,1,101
61,0.0,49,55,0,1,101
46,100.0,35,41,0,1,101
61,0.0,35,41,0,1,101
46,100.0,91,119,0,1,101
61,0.0,91,119,0,1,101
46,100.0,63,69,0,1,101
61,0.0,63,69,0,1,101
46,100.0,49,55,0,1,538
61,0.0,49,55,0,1,538
46,100.0,70,76,0,1,538
61,0.0,70,76,0,1,538
46,100.0,23,27,0,1,538
61,0.0,23,27,0,1,538
46,100.0,35,41,0,1,538
61,0.0,35,41,0,1,538
46,100.0,84,90,0,1,538
61,0.0,84,90,0,1,538
46,100.0,28,34,0,1,538
61,0.0,28,34,0,1,538
46,100.0,91,119,0,1,538
61,0.0,91,119,0,1,538
46,100.0,56,62,0,1,538
61,0.0,56,62,0,1,538
46,100.0,42,48,0,1,538
61,0.0,42,48,0,1,538
46,100.0,77,83,0,1,538
61,0.0,77,83,0,1,538
46,100.0,63,69,0,1,538
61,0.0,63,69,0,1,538
64,100.0,56,62,0,1,459
64,100.0,23,27,0,1,459
64,100.0,35,41,0,1,459
64,100.0,63,69,0,1,459
64,100.0,49,55,0,1,459
64,100.0,28,34,0,1,459
64,100.0,91,119,0,1,459
64,100.0,84,90,0,1,459
64,100.0,70,76,0,1,459
64,100.0,42,48,0,1,459
64,100.0,77,83,0,1,459
13,100.0,63,69,0,1,159
13,100.0,42,48,0,1,159
13,100.0,23,27,2400,1,159
13,100.0,70,76,0,1,159
13,100.0,84,90,0,1,159
13,100.0,91,119,0,1,159
13,100.0,28,34,0,1,159
13,100.0,35,41,0,1,159
13,100.0,49,55,0,1,159
13,100.0,56,62,0,1,159
13,100.0,77,83,0,1,159
64,100.0,42,48,0,1,209
64,100.0,63,69,0,1,209
64,100.0,70,76,0,1,209
64,100.0,91,119,0,1,209
64,100.0,77,83,0,1,209
64,100.0,35,41,0,1,209
64,100.0,49,55,0,1,209
64,100.0,23,27,0,1,209
64,100.0,28,34,0,1,209
64,100.0,56,62,0,1,209
64,100.0,84,90,0,1,209
72,100.0,23,27,0,1,182
72,100.0,49,55,0,1,182
72,100.0,84,90,0,1,182
72,100.0,42,48,0,1,182
72,100.0,77,83,0,1,182
72,100.0,28,34,0,1,182
72,100.0,91,119,0,1,182
72,100.0,56,62,0,1,182
72,100.0,35,41,0,1,182
72,100.0,70,76,0,1,182
72,100.0,63,69,0,1,182
72,0.0,70,76,0,1,91
167,0.0,70,76,0,1,91
169,0.0,70,76,0,1,91
41,100.0,70,76,0,1,91
86,0.0,70,76,0,1,91
72,0.0,77,83,0,1,91
167,0.0,77,83,0,1,91
169,0.0,77,83,0,1,91
41,100.0,77,83,0,1,91
86,0.0,77,83,0,1,91
72,0.0,63,69,0,1,91
167,0.0,63,69,0,1,91
169,0.0,63,69,0,1,91
41,100.0,63,69,0,1,91
86,0.0,63,69,0,1,91
72,0.0,35,41,0,1,91
167,0.0,35,41,0,1,91
169,0.0,35,41,0,1,91
41,100.0,35,41,0,1,91
86,0.0,35,41,0,1,91
72,0.0,28,34,0,1,91
167,0.0,28,34,0,1,91
169,0.0,28,34,0,1,91
41,100.0,28,34,0,1,91
86,0.0,28,34,0,1,91
72,0.0,84,90,0,1,91
167,0.0,84,90,0,1,91
169,0.0,84,90,0,1,91
41,100.0,84,90,0,1,91
86,0.0,84,90,0,1,91
72,0.0,56,62,0,1,91
167,0.0,56,62,0,1,91
169,0.0,56,62,0,1,91
41,100.0,56,62,0,1,91
86,0.0,56,62,0,1,91
72,0.0,23,27,0,1,91
167,0.0,23,27,0,1,91
169,0.0,23,27,0,1,91
41,100.0,23,27,0,1,91
86,0.0,23,27,0,1,91
72,0.0,49,55,0,1,91
167,0.0,49,55,0,1,91
169,0.0,49,55,0,1,91
41,100.0,49,55,0,1,91
86,0.0,49,55,0,1,91
72,0.0,91,119,0,1,91
167,0.0,91,119,0,1,91
169,0.0,91,119,0,1,91
41,100.0,91,119,0,1,91
86,0.0,91,119,0,1,91
72,0.0,42,48,0,1,91
167,0.0,42,48,0,1,91
169,0.0,42,48,0,1,91
41,100.0,42,48,0,1,91
86,0.0,42,48,0,1,91
50,0.0,49,55,0,1,51
126,100.0,49,55,0,1,51
50,0.0,23,27,0,1,51
126,100.0,23,27,0,1,51
50,0.0,35,41,0,1,51
126,100.0,35,41,0,1,51
50,0.0,91,119,0,1,51
126,100.0,91,119,0,1,51
50,0.0,56,62,0,1,51
126,100.0,56,62,0,1,51
50,0.0,42,48,0,1,51
126,100.0,42,48,0,1,51
50,0.0,84,90,0,1,51
126,100.0,84,90,0,1,51
50,0.0,70,76,0,1,51
126,100.0,70,76,0,1,51
50,0.0,28,34,0,1,51
126,100.0,28,34,0,1,51
50,0.0,77,83,0,1,51
126,100.0,77,83,0,1,51
50,0.0,63,69,0,1,51
126,100.0,63,69,0,1,51
50,100.0,91,119,0,1,49
50,100.0,35,41,0,1,49
50,100.0,84,90,0,1,49
50,100.0,49,55,0,1,49
50,100.0,56,62,0,1,49
50,100.0,70,76,0,1,49
50,100.0,28,34,0,1,49
50,100.0,77,83,0,1,49
50,100.0,23,27,0,1,49
50,100.0,42,48,0,1,49
50,100.0,63,69,0,1,49
64,100.0,28,34,0,1,77
64,100.0,84,90,0,1,77
64,100.0,56,62,0,1,77
64,100.0,70,76,0,1,77
64,100.0,63,69,0,1,77
64,100.0,35,41,0,1,77
64,100.0,77,83,0,1,77
64,100.0,91,119,0,1,77
64,100.0,42,48,0,1,77
64,100.0,23,27,0,1,77
64,100.0,49,55,0,1,77
64,100.0,56,62,0,1,196
64,100.0,49,55,0,1,196
64,100.0,63,69,0,1,196
64,100.0,70,76,0,1,196
64,100.0,91,119,0,1,196
64,100.0,42,48,0,1,196
64,100.0,35,41,0,1,196
64,100.0,77,83,0,1,196
64,100.0,84,90,0,1,196
64,100.0,23,27,0,1,196
64,100.0,28,34,0,1,196
61,100.0,84,90,0,1,580
61,100.0,63,69,0,1,580
61,100.0,91,119,0,1,580
61,100.0,56,62,0,1,580
61,100.0,77,83,0,1,580
61,100.0,49,55,0,1,580
61,100.0,23,27,0,1,580
61,100.0,35,41,0,1,580
61,100.0,42,48,0,1,580
61,100.0,28,34,0,1,580
61,100.0,70,76,0,1,580
64,100.0,63,69,0,1,260
64,100.0,35,41,0,1,260
64,100.0,91,119,0,1,260
64,100.0,70,76,0,1,260
64,100.0,28,34,0,1,260
64,100.0,84,90,0,1,260
64,100.0,42,48,0,1,260
64,100.0,49,55,0,1,260
64,100.0,56,62,0,1,260
64,100.0,23,27,19,1,260
64,100.0,77,83,0,1,260
64,100.0,63,69,0,1,213
64,100.0,56,62,0,1,213
64,100.0,84,90,0,1,213
64,100.0,35,41,0,1,213
64,100.0,49,55,0,1,213
64,100.0,70,76,0,1,213
64,100.0,28,34,0,1,213
64,100.0,23,27,0,1,213
64,100.0,91,119,0,1,213
64,100.0,42,48,0,1,213
64,100.0,77,83,0,1,213
126,100.0,56,62,0,1,57
50,0.0,56,62,0,1,57
126,100.0,42,48,0,1,57
50,0.0,42,48,0,1,57
126,70.0,91,119,0,1,57
50,30.0,91,119,0,1,57
126,100.0,28,34,87552,1,57
50,0.0,28,34,0,1,57
126,100.0,63,69,0,1,57
50,0.0,63,69,0,1,57
126,100.0,70,76,0,1,57
50,0.0,70,76,0,1,57
126,70.0,84,90,0,1,57
50,30.0,84,90,0,1,57
126,70.0,77,83,0,1,57
50,30.0,77,83,0,1,57
126,100.0,35,41,0,1,57
50,0.0,35,41,0,1,57
126,100.0,49,55,0,1,57
50,0.0,49,55,0,1,57
126,100.0,23,27,306432,1,57
50,0.0,23,27,0,1,57
64,100.0,84,90,0,1,242
64,100.0,77,83,0,1,242
64,100.0,70,76,0,1,242
64,100.0,42,48,0,1,242
64,100.0,91,119,0,1,242
64,100.0,35,41,0,1,242
64,100.0,28,34,0,1,242
64,100.0,63,69,0,1,242
64,100.0,23,27,13,1,242
64,100.0,49,55,0,1,242
64,100.0,56,62,0,1,242
61,100.0,77,83,0,1,611
61,100.0,49,55,0,1,611
61,100.0,35,41,0,1,611
61,100.0,63,69,0,1,611
61,100.0,91,119,0,1,611
61,100.0,42,48,0,1,611
61,100.0,56,62,0,1,611
61,100.0,23,27,3,1,611
61,100.0,70,76,0,1,611
61,100.0,28,34,0,1,611
61,100.0,84,90,0,1,611
64,100.0,91,119,0,1,618
64,100.0,49,55,0,1,618
64,100.0,84,90,0,1,618
64,100.0,28,34,0,1,618
64,100.0,42,48,0,1,618
64,100.0,56,62,0,1,618
64,100.0,63,69,0,1,618
64,100.0,70,76,0,1,618
64,100.0,23,27,0,1,618
64,100.0,35,41,0,1,618
64,100.0,77,83,0,1,618
64,100.0,63,69,0,1,207
17,0.0,63,69,0,1,207
64,100.0,23,27,13,1,207
17,0.0,23,27,0,1,207
64,100.0,49,55,0,1,207
17,0.0,49,55,0,1,207
64,100.0,91,119,0,1,207
17,0.0,91,119,0,1,207
64,100.0,84,90,0,1,207
17,0.0,84,90,0,1,207
64,100.0,35,41,0,1,207
17,0.0,35,41,0,1,207
64,100.0,77,83,0,1,207
17,0.0,77,83,0,1,207
64,100.0,42,48,0,1,207
17,0.0,42,48,0,1,207
64,100.0,28,34,0,1,207
17,0.0,28,34,0,1,207
64,100.0,70,76,0,1,207
17,0.0,70,76,0,1,207
64,100.0,56,62,0,1,207
17,0.0,56,62,0,1,207
64,100.0,63,69,0,1,593
64,100.0,42,48,0,1,593
64,100.0,28,34,0,1,593
64,100.0,91,119,0,1,593
64,100.0,84,90,0,1,593
64,100.0,70,76,0,1,593
64,100.0,77,83,0,1,593
64,100.0,35,41,0,1,593
64,100.0,56,62,0,1,593
64,100.0,49,55,0,1,593
64,100.0,23,27,0,1,593
61,0.0,42,48,0,1,148
46,100.0,42,48,0,1,148
61,0.0,28,34,0,1,148
46,100.0,28,34,0,1,148
61,0.0,77,83,0,1,148
46,100.0,77,83,0,1,148
61,0.0,84,90,0,1,148
46,100.0,84,90,0,1,148
61,0.0,56,62,0,1,148
46,100.0,56,62,0,1,148
61,0.0,49,55,0,1,148
46,100.0,49,55,0,1,148
61,0.0,70,76,0,1,148
46,100.0,70,76,0,1,148
61,0.0,23,27,0,1,148
46,100.0,23,27,0,1,148
61,0.0,35,41,0,1,148
46,100.0,35,41,0,1,148
61,0.0,91,119,0,1,148
46,100.0,91,119,0,1,148
61,0.0,63,69,0,1,148
46,100.0,63,69,0,1,148
167,100.0,63,69,0,1,75
167,100.0,84,90,0,1,75
167,100.0,77,83,0,1,75
167,100.0,91,119,0,1,75
167,100.0,70,76,0,1,75
167,100.0,56,62,0,1,75
167,100.0,49,55,0,1,75
167,100.0,23,27,0,1,75
167,100.0,35,41,0,1,75
167,100.0,28,34,0,1,75
167,100.0,42,48,0,1,75
167,9.0,23,27,0,1,119
72,40.0,23,27,11000,1,119
169,39.0,23,27,4500,1,119
41,12.0,23,27,1000,1,119
167,16.0,35,41,0,1,119
72,16.0,35,41,1000,1,119
169,52.0,35,41,0,1,119
41,16.0,35,41,1000,1,119
167,12.0,84,90,0,1,119
72,20.0,84,90,0,1,119
169,52.0,84,90,0,1,119
41,16.0,84,90,0,1,119
167,9.0,28,34,1600,1,119
72,40.0,28,34,4000,1,119
169,39.0,28,34,3000,1,119
41,12.0,28,34,0,1,119
167,12.0,91,119,0,1,119
72,20.0,91,119,0,1,119
169,52.0,91,119,0,1,119
41,16.0,91,119,0,1,119
167,16.0,63,69,0,1,119
72,16.0,63,69,0,1,119
169,52.0,63,69,0,1,119
41,16.0,63,69,0,1,119
167,16.0,42,48,0,1,119
72,16.0,42,48,0,1,119
169,52.0,42,48,0,1,119
41,16.0,42,48,0,1,119
167,12.0,70,76,0,1,119
72,20.0,70,76,0,1,119
169,52.0,70,76,0,1,119
41,16.0,70,76,0,1,119
167,16.0,56,62,0,1,119
72,16.0,56,62,0,1,119
169,52.0,56,62,0,1,119
41,16.0,56,62,0,1,119
167,16.0,49,55,0,1,119
72,16.0,49,55,0,1,119
169,52.0,49,55,0,1,119
41,16.0,49,55,0,1,119
167,12.0,77,83,0,1,119
72,20.0,77,83,0,1,119
169,52.0,77,83,0,1,119
41,16.0,77,83,0,1,119
64,100.0,70,76,0,1,179
64,100.0,56,62,0,1,179
64,100.0,42,48,0,1,179
64,100.0,91,119,0,1,179
64,100.0,77,83,0,1,179
64,100.0,84,90,0,1,179
64,100.0,35,41,0,1,179
64,100.0,63,69,0,1,179
64,100.0,23,27,0,1,179
64,100.0,49,55,0,1,179
64,100.0,28,34,0,1,179
156,100.0,35,41,0,1,97
156,100.0,70,76,0,1,97
156,100.0,56,62,0,1,97
156,100.0,42,48,0,1,97
156,100.0,84,90,0,1,97
156,100.0,23,27,0,1,97
156,100.0,91,119,0,1,97
156,100.0,63,69,0,1,97
156,100.0,49,55,0,1,97
156,100.0,28,34,0,1,97
156,100.0,77,83,0,1,97
64,100.0,56,62,0,1,193
64,100.0,28,34,0,1,193
64,100.0,84,90,0,1,193
64,100.0,63,69,0,1,193
64,100.0,35,41,0,1,193
64,100.0,91,119,0,1,193
64,100.0,49,55,0,1,193
64,100.0,77,83,0,1,193
64,100.0,42,48,0,1,193
64,100.0,23,27,3,1,193
64,100.0,70,76,0,1,193
61,100.0,56,62,0,1,557
61,100.0,42,48,0,1,557
61,100.0,23,27,10,1,557
61,100.0,84,90,0,1,557
61,100.0,49,55,0,1,557
61,100.0,63,69,0,1,557
61,100.0,35,41,0,1,557
61,100.0,70,76,0,1,557
61,100.0,77,83,0,1,557
61,100.0,28,34,0,1,557
61,100.0,91,119,0,1,557
10,100.0,35,41,0,1,595
10,100.0,42,48,0,1,595
10,100.0,49,55,0,1,595
10,100.0,56,62,0,1,595
10,100.0,84,90,0,1,595
10,100.0,23,27,0,1,595
10,100.0,91,119,0,1,595
10,100.0,63,69,0,1,595
10,100.0,70,76,0,1,595
10,100.0,77,83,0,1,595
10,100.0,28,34,0,1,595
13,30.0,70,76,0,1,236
17,70.0,70,76,0,1,236
13,30.0,56,62,0,1,236
17,70.0,56,62,0,1,236
13,50.0,35,41,0,1,236
17,50.0,35,41,0,1,236
13,30.0,91,119,0,1,236
17,70.0,91,119,0,1,236
13,30.0,77,83,0,1,236
17,70.0,77,83,0,1,236
13,50.0,28,34,2976,1,236
17,50.0,28,34,0,1,236
13,30.0,42,48,0,1,236
17,70.0,42,48,0,1,236
13,50.0,23,27,5208,1,236
17,50.0,23,27,11160,1,236
13,30.0,49,55,0,1,236
17,70.0,49,55,0,1,236
13,30.0,84,90,0,1,236
17,70.0,84,90,0,1,236
13,30.0,63,69,0,1,236
17,70.0,63,69,0,1,236
64,100.0,49,55,0,1,616
64,100.0,56,62,0,1,616
64,100.0,77,83,0,1,616
64,100.0,91,119,0,1,616
64,100.0,70,76,0,1,616
64,100.0,42,48,0,1,616
64,100.0,28,34,0,1,616
64,100.0,63,69,0,1,616
64,100.0,35,41,0,1,616
64,100.0,84,90,0,1,616
64,100.0,23,27,9,1,616
64,100.0,42,48,0,1,147
64,100.0,28,34,0,1,147
64,100.0,49,55,0,1,147
64,100.0,91,119,0,1,147
64,100.0,23,27,0,1,147
64,100.0,84,90,0,1,147
64,100.0,70,76,0,1,147
64,100.0,63,69,0,1,147
64,100.0,77,83,0,1,147
64,100.0,56,62,0,1,147
64,100.0,35,41,0,1,147
64,100.0,49,55,0,1,118
64,100.0,23,27,0,1,118
64,100.0,35,41,0,1,118
64,100.0,63,69,0,1,118
64,100.0,56,62,0,1,118
64,100.0,77,83,0,1,118
64,100.0,91,119,0,1,118
64,100.0,70,76,0,1,118
64,100.0,42,48,0,1,118
64,100.0,84,90,0,1,118
64,100.0,28,34,0,1,118
64,100.0,23,27,3,1,89
64,100.0,91,119,0,1,89
64,100.0,49,55,0,1,89
64,100.0,35,41,0,1,89
64,100.0,70,76,0,1,89
64,100.0,63,69,0,1,89
64,100.0,77,83,0,1,89
64,100.0,28,34,0,1,89
64,100.0,42,48,0,1,89
64,100.0,56,62,0,1,89
64,100.0,84,90,0,1,89
50,100.0,42,48,0,1,55
126,0.0,42,48,0,1,55
50,90.0,56,62,0,1,55
126,10.0,56,62,0,1,55
50,100.0,28,34,225000,1,55
126,0.0,28,34,25000,1,55
50,100.0,35,41,25000,1,55
126,0.0,35,41,0,1,55
50,90.0,63,69,0,1,55
126,10.0,63,69,0,1,55
50,100.0,49,55,0,1,55
126,0.0,49,55,0,1,55
50,90.0,91,119,0,1,55
126,10.0,91,119,0,1,55
50,90.0,70,76,0,1,55
126,10.0,70,76,0,1,55
50,90.0,84,90,0,1,55
126,10.0,84,90,0,1,55
50,100.0,23,27,489444,1,55
126,0.0,23,27,0,1,55
50,90.0,77,83,0,1,55
126,10.0,77,83,0,1,55
64,100.0,77,83,0,1,589
64,100.0,35,41,0,1,589
64,100.0,42,48,0,1,589
64,100.0,23,27,0,1,589
64,100.0,70,76,0,1,589
64,100.0,56,62,0,1,589
64,100.0,91,119,0,1,589
64,100.0,63,69,0,1,589
64,100.0,28,34,0,1,589
64,100.0,84,90,0,1,589
64,100.0,49,55,0,1,589
64,100.0,84,90,0,1,133
64,100.0,28,34,8,1,133
64,100.0,56,62,0,1,133
64,100.0,49,55,0,1,133
64,100.0,70,76,0,1,133
64,100.0,42,48,0,1,133
64,100.0,23,27,26,1,133
64,100.0,91,119,0,1,133
64,100.0,63,69,0,1,133
64,100.0,35,41,0,1,133
64,100.0,77,83,0,1,133
10,50.0,42,48,0,1,597
64,50.0,42,48,0,1,597
10,50.0,56,62,0,1,597
64,50.0,56,62,0,1,597
10,70.0,77,83,0,1,597
64,30.0,77,83,0,1,597
10,70.0,63,69,0,1,597
64,30.0,63,69,0,1,597
10,70.0,28,34,0,1,597
64,30.0,28,34,2000,1,597
10,70.0,23,27,0,1,597
64,30.0,23,27,2020,1,597
10,70.0,91,119,0,1,597
64,30.0,91,119,0,1,597
10,70.0,70,76,0,1,597
64,30.0,70,76,0,1,597
10,50.0,35,41,0,1,597
64,50.0,35,41,0,1,597
10,50.0,49,55,0,1,597
64,50.0,49,55,0,1,597
10,70.0,84,90,0,1,597
64,30.0,84,90,0,1,597
64,100.0,84,90,0,1,139
64,100.0,49,55,0,1,139
64,100.0,35,41,0,1,139
64,100.0,28,34,9,1,139
64,100.0,56,62,0,1,139
64,100.0,42,48,0,1,139
64,100.0,63,69,0,1,139
64,100.0,70,76,0,1,139
64,100.0,23,27,0,1,139
64,100.0,77,83,0,1,139
64,100.0,91,119,0,1,139
64,100.0,84,90,0,1,266
64,100.0,42,48,0,1,266
64,100.0,70,76,0,1,266
64,100.0,35,41,0,1,266
64,100.0,77,83,0,1,266
64,100.0,23,27,8,1,266
64,100.0,56,62,0,1,266
64,100.0,63,69,0,1,266
64,100.0,49,55,0,1,266
64,100.0,28,34,0,1,266
64,100.0,91,119,0,1,266
10,80.0,84,90,0,1,587
64,20.0,84,90,0,1,587
10,80.0,42,48,0,1,587
64,20.0,42,48,0,1,587
10,80.0,49,55,0,1,587
64,20.0,49,55,0,1,587
10,80.0,28,34,0,1,587
64,20.0,28,34,0,1,587
10,80.0,77,83,0,1,587
64,20.0,77,83,0,1,587
10,80.0,70,76,0,1,587
64,20.0,70,76,0,1,587
10,80.0,35,41,0,1,587
64,20.0,35,41,0,1,587
10,80.0,91,119,0,1,587
64,20.0,91,119,0,1,587
10,80.0,23,27,0,1,587
64,20.0,23,27,0,1,587
10,80.0,56,62,0,1,587
64,20.0,56,62,0,1,587
10,80.0,63,69,0,1,587
64,20.0,63,69,0,1,587
64,100.0,35,41,0,1,146
64,100.0,77,83,0,1,146
64,100.0,84,90,0,1,146
64,100.0,49,55,0,1,146
64,100.0,70,76,0,1,146
64,100.0,42,48,0,1,146
64,100.0,56,62,0,1,146
64,100.0,91,119,0,1,146
64,100.0,28,34,0,1,146
64,100.0,63,69,0,1,146
64,100.0,23,27,13,1,146
61,0.0,77,83,0,1,533
46,100.0,77,83,0,1,533
61,0.0,23,27,0,1,533
46,100.0,23,27,0,1,533
61,0.0,70,76,0,1,533
46,100.0,70,76,0,1,533
61,0.0,49,55,0,1,533
46,100.0,49,55,0,1,533
61,0.0,28,34,0,1,533
46,100.0,28,34,0,1,533
61,0.0,84,90,0,1,533
46,100.0,84,90,0,1,533
61,0.0,35,41,0,1,533
46,100.0,35,41,0,1,533
61,0.0,56,62,0,1,533
46,100.0,56,62,0,1,533
61,0.0,91,119,0,1,533
46,100.0,91,119,0,1,533
61,0.0,42,48,0,1,533
46,100.0,42,48,0,1,533
61,0.0,63,69,0,1,533
46,100.0,63,69,0,1,533
64,100.0,63,69,0,1,195
64,100.0,23,27,0,1,195
64,100.0,77,83,0,1,195
64,100.0,42,48,0,1,195
64,100.0,70,76,0,1,195
64,100.0,35,41,0,1,195
64,100.0,56,62,0,1,195
64,100.0,84,90,0,1,195
64,100.0,28,34,0,1,195
64,100.0,49,55,0,1,195
64,100.0,91,119,0,1,195
64,30.0,35,41,0,1,96
13,70.0,35,41,0,1,96
64,30.0,49,55,0,1,96
13,70.0,49,55,0,1,96
64,30.0,91,119,0,1,96
13,70.0,91,119,0,1,96
64,30.0,84,90,0,1,96
13,70.0,84,90,0,1,96
64,30.0,63,69,0,1,96
13,70.0,63,69,0,1,96
64,30.0,70,76,0,1,96
13,70.0,70,76,0,1,96
64,30.0,77,83,0,1,96
13,70.0,77,83,0,1,96
64,30.0,28,34,0,1,96
13,70.0,28,34,0,1,96
64,30.0,42,48,0,1,96
13,70.0,42,48,0,1,96
64,30.0,23,27,0,1,96
13,70.0,23,27,0,1,96
64,30.0,56,62,0,1,96
13,70.0,56,62,0,1,96
64,100.0,42,48,0,1,42
64,100.0,91,119,0,1,42
64,100.0,84,90,0,1,42
64,100.0,63,69,0,1,42
64,100.0,56,62,0,1,42
64,100.0,35,41,0,1,42
64,100.0,28,34,0,1,42
64,100.0,23,27,0,1,42
64,100.0,77,83,0,1,42
64,100.0,49,55,0,1,42
64,100.0,70,76,0,1,42
61,100.0,49,55,0,1,613
61,100.0,77,83,0,1,613
61,100.0,56,62,0,1,613
61,100.0,91,119,0,1,613
61,100.0,35,41,0,1,613
61,100.0,28,34,0,1,613
61,100.0,70,76,0,1,613
61,100.0,23,27,1,1,613
61,100.0,42,48,0,1,613
61,100.0,84,90,0,1,613
61,100.0,63,69,0,1,613
64,100.0,49,55,0,1,39
64,100.0,23,27,0,1,39
64,100.0,84,90,0,1,39
64,100.0,91,119,0,1,39
64,100.0,63,69,0,1,39
64,100.0,70,76,0,1,39
64,100.0,77,83,0,1,39
64,100.0,35,41,0,1,39
64,100.0,28,34,0,1,39
64,100.0,42,48,0,1,39
64,100.0,56,62,0,1,39
64,100.0,35,41,0,1,276
64,100.0,77,83,0,1,276
64,100.0,70,76,0,1,276
64,100.0,84,90,0,1,276
64,100.0,28,34,6,1,276
64,100.0,63,69,0,1,276
64,100.0,42,48,0,1,276
64,100.0,56,62,0,1,276
64,100.0,23,27,16,1,276
64,100.0,91,119,0,1,276
64,100.0,49,55,0,1,276
50,100.0,84,90,0,1,46
50,100.0,49,55,0,1,46
50,100.0,70,76,0,1,46
50,100.0,42,48,0,1,46
50,100.0,56,62,0,1,46
50,100.0,77,83,0,1,46
50,100.0,63,69,0,1,46
50,100.0,35,41,0,1,46
50,100.0,28,34,0,1,46
50,100.0,23,27,49538,1,46
50,100.0,91,119,0,1,46
61,100.0,28,34,0,1,582
61,100.0,56,62,0,1,582
61,100.0,70,76,0,1,582
61,100.0,84,90,0,1,582
61,100.0,35,41,0,1,582
61,100.0,23,27,0,1,582
61,100.0,91,119,0,1,582
61,100.0,63,69,0,1,582
61,100.0,42,48,0,1,582
61,100.0,49,55,0,1,582
61,100.0,77,83,0,1,582
64,100.0,35,41,0,1,219
64,100.0,70,76,0,1,219
64,100.0,56,62,0,1,219
64,100.0,49,55,0,1,219
64,100.0,23,27,0,1,219
64,100.0,63,69,0,1,219
64,100.0,91,119,0,1,219
64,100.0,28,34,0,1,219
64,100.0,77,83,0,1,219
64,100.0,84,90,0,1,219
64,100.0,42,48,0,1,219
64,100.0,70,76,0,1,222
64,100.0,42,48,0,1,222
64,100.0,91,119,0,1,222
64,100.0,23,27,9,1,222
64,100.0,77,83,0,1,222
64,100.0,49,55,0,1,222
64,100.0,84,90,0,1,222
64,100.0,63,69,0,1,222
64,100.0,28,34,0,1,222
64,100.0,56,62,0,1,222
64,100.0,35,41,0,1,222
64,100.0,70,76,0,1,254
64,100.0,77,83,0,1,254
64,100.0,56,62,0,1,254
64,100.0,23,27,10,1,254
64,100.0,42,48,0,1,254
64,100.0,35,41,0,1,254
64,100.0,91,119,0,1,254
64,100.0,63,69,0,1,254
64,100.0,28,34,0,1,254
64,100.0,84,90,0,1,254
64,100.0,49,55,0,1,254
64,100.0,84,90,0,1,175
64,100.0,28,34,0,1,175
64,100.0,77,83,0,1,175
