period,plant,qty,item_code
55,110,1000.0,3247
63,110,992.0,3247
24,110,5308.0,3248
24,110,1215.0,3249
28,110,1512.0,3249
35,110,2025.0,3249
42,110,2511.0,3249
48,110,2511.0,3249
55,110,2511.0,3249
56,110,2511.0,3249
63,110,2295.0,3249
24,110,480.0,3253
24,110,12874.0,3255
119,110,9202.0,3255
24,110,175.0,3257
48,110,450.0,3257
70,110,25.0,3257
24,110,2307.0,3258
48,110,410.0,3258
63,110,1500.0,3258
70,110,1186.0,3258
84,110,500.0,3258
24,110,1325.0,3259
25,110,990.0,3259
35,110,820.0,3259
48,110,1000.0,3259
55,110,1000.0,3259
56,110,1855.0,3259
63,110,1000.0,3259
70,110,1000.0,3259
77,110,908.0,3259
24,110,3013.0,3260
24,110,60460.0,3262
25,110,2800.0,3262
26,110,2800.0,3262
27,110,2800.0,3262
28,110,2800.0,3262
30,110,3000.0,3262
31,110,5800.0,3262
32,110,5800.0,3262
33,110,5800.0,3262
34,110,5800.0,3262
35,110,5800.0,3262
37,110,3000.0,3262
38,110,5800.0,3262
39,110,5800.0,3262
40,110,5800.0,3262
41,110,5800.0,3262
42,110,2800.0,3262
48,110,10000.0,3262
55,110,10000.0,3262
56,110,10500.0,3262
63,110,20958.0,3262
70,110,6425.0,3262
24,110,21106.0,3263
27,110,4120.0,3263
48,110,7020.0,3263
56,110,5994.0,3263
63,110,8363.0,3263
24,110,410.0,3264
24,110,45051.0,3265
30,110,2000.0,3265
31,110,2000.0,3265
32,110,2000.0,3265
33,110,2000.0,3265
34,110,2000.0,3265
35,110,2000.0,3265
37,110,2000.0,3265
38,110,2000.0,3265
39,110,2000.0,3265
40,110,2000.0,3265
41,110,2000.0,3265
42,110,2000.0,3265
43,110,2000.0,3265
48,110,3000.0,3265
55,110,3000.0,3265
56,110,5000.0,3265
63,110,6000.0,3265
70,110,8000.0,3265
77,110,8000.0,3265
84,110,10000.0,3265
91,110,10000.0,3265
98,110,10000.0,3265
105,110,10000.0,3265
112,110,2032.0,3265
24,110,6057.0,3267
25,110,480.0,3267
30,110,350.0,3267
31,110,1150.0,3267
32,110,350.0,3267
33,110,280.0,3267
37,110,1183.0,3267
48,110,3000.0,3267
55,110,3640.0,3267
119,110,1178.0,3267
24,110,136.0,3268
33,110,200.0,3268
34,110,200.0,3268
35,110,200.0,3268
37,110,200.0,3268
38,110,200.0,3268
39,110,200.0,3268
48,110,1500.0,3268
55,110,1500.0,3268
56,110,1401.0,3268
24,110,1989.0,3270
25,110,544.0,3270
48,110,216.0,3270
56,110,3905.0,3270
24,110,48349.0,3273
27,110,225058.0,3273
55,110,95903.0,3273
56,110,109868.0,3273
24,110,14800.0,3276
24,110,200.0,3277
41,110,607.0,3277
55,110,74.0,3277
56,110,294.0,3277
63,110,26.0,3277
70,110,22.0,3277
77,110,24.0,3277
84,110,29.0,3277
91,110,224.0,3277
98,110,10.0,3277
105,110,390.0,3277
24,110,14082.0,3278
42,110,2728.0,3278
55,110,9028.0,3278
56,110,8834.0,3278
63,110,3136.0,3278
70,110,3179.0,3278
77,110,3373.0,3278
84,110,1408.0,3278
91,110,325.0,3278
24,110,841.0,3279
34,110,1000.0,3279
48,110,1000.0,3279
55,110,550.0,3279
24,110,205000.0,3281
25,110,4000.0,3281
63,110,24048.0,3281
70,110,26952.0,3281
77,110,32126.0,3281
84,110,22474.0,3281
24,110,372626.0,3282
26,110,500000.0,3282
27,110,2500.0,3282
56,110,10000.0,3282
63,110,16500.0,3282
24,110,5000.0,3285
37,110,605.0,3285
38,110,601.0,3285
39,110,601.0,3285
40,110,601.0,3285
41,110,601.0,3285
42,110,601.0,3285
43,110,601.0,3285
48,110,2868.0,3285
55,110,3129.0,3285
56,110,1856.0,3285
63,110,2936.0,3285
24,110,124000.0,3286
26,110,22000.0,3286
24,110,350943.0,3287
26,110,500000.0,3287
30,110,20000.0,3287
31,110,20000.0,3287
32,110,20000.0,3287
33,110,290277.0,3287
34,110,20000.0,3287
35,110,20000.0,3287
55,110,200000.0,3287
119,110,10536.0,3287
24,110,10051.0,3288
24,110,18600.0,3290
55,110,4000.0,3290
56,110,7000.0,3290
112,110,22296.0,3290
24,110,24000.0,3292
24,110,167750.0,3293
25,110,4000.0,3293
24,110,343840.0,3295
25,110,12000.0,3295
42,110,30000.0,3295
48,110,50000.0,3295
55,110,32236.0,3295
24,110,37330.0,3296
56,110,17200.0,3296
24,110,630.0,3297
24,110,7608.0,3298
25,110,108.0,3298
77,110,284.0,3298
84,110,458.0,3298
91,110,456.0,3298
98,110,387.0,3298
105,110,570.0,3298
112,110,612.0,3298
119,110,799.0,3298
24,110,51904.0,3299
25,110,1056.0,3299
26,110,1728.0,3299
48,110,5000.0,3299
55,110,5000.0,3299
56,110,5000.0,3299
63,110,8000.0,3299
70,110,2551.0,3299
24,110,27088.0,3300
24,110,27690.0,3302
27,110,1680.0,3302
55,110,25000.0,3302
56,110,25000.0,3302
24,110,29444.0,3303
24,110,14303.0,3305
25,110,2850.0,3305
24,110,12085.0,3306
26,110,7987.0,3306
24,110,24161.0,3307
55,110,1000.0,3307
56,110,1000.0,3307
63,110,1140.0,3307
24,110,19256.0,3308
24,110,4493.0,3309
26,110,420.0,3309
77,110,693.0,3309
24,110,21802.0,3310
25,110,1050.0,3310
70,110,9429.0,3310
77,110,5652.0,3310
84,110,13518.0,3310
91,110,3271.0,3310
24,110,1956.0,3311
24,110,800.0,3312
56,110,790.0,3312
70,110,8.0,3312
77,110,4.0,3312
84,110,354.0,3312
91,110,14.0,3312
98,110,29.0,3312
105,110,29.0,3312
112,110,29.0,3312
119,110,29.0,3312
24,110,1753.0,3313
56,110,672.0,3313
63,110,4.0,3313
70,110,10.0,3313
77,110,25.0,3313
84,110,382.0,3313
91,110,115.0,3313
98,110,127.0,3313
105,110,143.0,3313
112,110,156.0,3313
119,110,154.0,3313
24,110,3066.0,3314
24,110,35016.0,3316
55,110,2962.0,3316
56,110,3576.0,3316
63,110,3912.0,3316
70,110,5424.0,3316
77,110,6864.0,3316
84,110,4384.0,3316
91,110,5472.0,3316
98,110,5944.0,3316
105,110,6416.0,3316
112,110,4500.0,3316
24,110,59.0,3317
25,110,59.0,3317
39,110,14.0,3317
40,110,42.0,3317
41,110,42.0,3317
42,110,42.0,3317
43,110,42.0,3317
48,110,532.0,3317
55,110,364.0,3317
56,110,464.0,3317
24,110,112.0,3318
48,110,29.0,3318
55,110,174.0,3318
56,110,193.0,3318
63,110,185.0,3318
70,110,187.0,3318
77,110,192.0,3318
84,110,20.0,3318
24,110,1316.0,3319
28,110,1400.0,3319
48,110,3000.0,3319
55,110,3408.0,3319
24,110,16158.0,3320
24,110,870.0,3321
91,110,661.0,3321
24,110,679.0,3323
37,110,29.0,3323
38,110,23.0,3323
39,110,23.0,3323
40,110,23.0,3323
41,110,23.0,3323
42,110,23.0,3323
43,110,23.0,3323
48,110,181.0,3323
55,110,349.0,3323
56,110,120.0,3323
63,110,121.0,3323
70,110,286.0,3323
77,110,300.0,3323
98,110,351.0,3323
24,110,560.0,3324
24,110,6867.0,3326
35,110,1089.0,3326
39,110,1100.0,3326
40,110,3000.0,3326
43,110,1200.0,3326
48,110,3000.0,3326
55,110,1733.0,3326
24,110,21.0,3330
24,110,1965.0,3331
24,110,91.0,3336
56,110,313.0,3336
24,110,72.0,3337
56,110,473.0,3337
24,110,5284.0,3338
56,110,3514.0,3338
24,110,588.0,3339
56,110,881.0,3339
24,110,13.0,3340
24,110,72.0,3341
70,110,47.0,3341
77,110,17.0,3341
84,110,34.0,3341
91,110,5795.0,3341
98,110,10.0,3341
105,110,134.0,3341
24,110,1568.0,3342
27,110,1000.0,3342
35,110,640.0,3342
24,110,1540.0,3343
25,110,280.0,3343
28,110,2720.0,3343
43,110,1200.0,3343
48,110,480.0,3343
55,110,218.0,3343
56,110,144.0,3343
24,110,480.0,3344
30,110,140.0,3344
38,110,256.0,3344
40,110,1169.0,3344
55,110,108.0,3344
56,110,141.0,3344
63,110,104.0,3344
70,110,63.0,3344
24,110,8099.0,3346
25,110,360.0,3346
27,110,3000.0,3346
30,110,3000.0,3346
43,110,2000.0,3346
48,110,2000.0,3346
55,110,2000.0,3346
56,110,1318.0,3346
63,110,1328.0,3346
70,110,1683.0,3346
77,110,2069.0,3346
84,110,1330.0,3346
91,110,899.0,3346
105,110,880.0,3346
24,110,3848.0,3347
25,110,1152.0,3347
30,110,1500.0,3347
41,110,3848.0,3347
55,110,1593.0,3347
56,110,1463.0,3347
63,110,1238.0,3347
70,110,1736.0,3347
77,110,1814.0,3347
84,110,73.0,3347
24,110,83.0,3349
25,110,24.0,3349
55,110,461.0,3349
56,110,157.0,3349
63,110,82.0,3349
70,110,70.0,3349
77,110,49.0,3349
24,110,840.0,3351
30,110,1114.0,3351
55,110,340.0,3351
56,110,362.0,3351
63,110,392.0,3351
70,110,201.0,3351
24,110,11370.0,3352
37,110,1500.0,3352
38,110,1500.0,3352
39,110,1500.0,3352
40,110,1500.0,3352
55,110,6973.0,3352
56,110,5421.0,3352
63,110,5429.0,3352
70,110,5503.0,3352
77,110,5203.0,3352
24,110,364.0,3353
56,110,3506.0,3353
24,110,1524.0,3355
25,110,1000.0,3355
27,110,1500.0,3355
32,110,1000.0,3355
35,110,1000.0,3355
38,110,353.0,3355
43,110,2000.0,3355
48,110,2000.0,3355
55,110,500.0,3355
24,110,3960.0,3356
25,110,1000.0,3356
26,110,1000.0,3356
27,110,1000.0,3356
28,110,1000.0,3356
43,110,5000.0,3356
48,110,5000.0,3356
55,110,5000.0,3356
56,110,5000.0,3356
63,110,8000.0,3356
70,110,6000.0,3356
77,110,5652.0,3356
24,110,320.0,3357
48,110,1800.0,3357
98,110,281.0,3357
24,110,1029.0,3358
28,110,10000.0,3358
32,110,10000.0,3358
56,110,3836.0,3358
24,110,19057.0,3359
25,110,9072.0,3359
24,110,38868.0,3360
43,110,5000.0,3360
48,110,4000.0,3360
55,110,8696.0,3360
56,110,6522.0,3360
24,110,5760.0,3362
24,110,510.0,3363
40,110,1000.0,3363
48,110,1000.0,3363
55,110,1610.0,3363
24,110,2100.0,3364
56,110,4434.0,3364
24,110,860.0,3365
26,110,2000.0,3365
27,110,2000.0,3365
28,110,2000.0,3365
30,110,2000.0,3365
31,110,2000.0,3365
32,110,2000.0,3365
33,110,2569.0,3365
37,110,2000.0,3365
38,110,2000.0,3365
39,110,2000.0,3365
40,110,2000.0,3365
41,110,2000.0,3365
42,110,2000.0,3365
48,110,10000.0,3365
55,110,12411.0,3365
56,110,10000.0,3365
63,110,13624.0,3365
70,110,13565.0,3365
77,110,14344.0,3365
84,110,10000.0,3365
91,110,9638.0,3365
24,110,2333.0,3366
77,110,152.0,3366
24,110,57600.0,3372
48,110,300000.0,3372
55,110,440400.0,3372
56,110,52000.0,3372
70,110,424000.0,3372
98,110,180000.0,3372
112,110,104000.0,3372
24,110,55000.0,3376
31,110,202000.0,3376
24,110,567000.0,3377
31,110,1000000.0,3377
55,110,1235000.0,3377
24,110,714000.0,3378
31,110,1500000.0,3378
55,110,1500000.0,3378
77,110,685000.0,3378
24,110,650400.0,3380
31,110,1000000.0,3380
55,110,1160000.0,3380
24,110,17150.0,3381
30,110,200000.0,3381
43,110,50000.0,3381
55,110,184050.0,3381
24,110,4000.0,3382
37,110,100000.0,3382
38,110,100000.0,3382
39,110,66000.0,3382
43,110,150000.0,3382
24,110,749473.0,3383
30,110,300000.0,3383
37,110,300000.0,3383
43,110,300000.0,3383
55,110,301164.0,3383
24,110,34200.0,3384
24,110,157000.0,3385
34,110,1262.0,3385
43,110,48532.0,3385
48,110,18623.0,3385
55,110,21738.0,3385
56,110,21420.0,3385
63,110,7153.0,3385
24,110,837000.0,3386
32,110,143000.0,3386
24,110,5500.0,3387
63,110,145500.0,3387
24,110,290770.0,3396
34,110,3000.0,3396
24,110,30.0,3397
30,110,47970.0,3397
24,110,473000.0,3398
30,110,337.0,3398
31,110,333.0,3398
32,110,333.0,3398
33,110,333.0,3398
34,110,333.0,3398
35,110,333.0,3398
36,110,333.0,3398
37,110,8430.0,3398
38,110,8427.0,3398
39,110,8427.0,3398
40,110,8427.0,3398
41,110,3954.0,3398
24,110,420000.0,3399
24,110,114800.0,3403
35,110,98000.0,3403
24,110,1300000.0,3406
35,110,70000.0,3406
24,110,719900.0,3422
26,110,669900.0,3422
32,110,200000.0,3422
33,110,90850.0,3422
24,110,480000.0,3423
24,110,1357910.0,3424
26,110,560210.0,3424
35,110,1600000.0,3424
24,110,2000.0,3429
24,110,10000.0,3439
24,110,26668.0,3440
63,110,426.0,3440
70,110,1574.0,3440
24,110,95.0,3449
25,110,65.0,3449
26,110,50.0,3449
27,110,50.0,3449
28,110,50.0,3449
29,110,50.0,3449
33,110,489.0,3449
40,110,573.0,3449
56,110,9.0,3449
24,110,701.0,3450
25,110,500.0,3450
24,110,2134.0,3451
25,110,778.0,3451
33,110,4302.0,3451
24,110,85.0,3452
25,110,496.0,3452
24,110,18.0,3455
33,110,34.0,3455
24,110,161.0,3456
33,110,183.0,3456
24,110,61.0,3457
24,110,293.0,3458
25,110,950.0,3458
33,110,649.0,3458
38,110,600.0,3458
40,110,1035.0,3458
24,110,192.0,3459
33,110,5.0,3459
38,110,69.0,3459
24,110,769.0,3460
25,110,200.0,3460
26,110,1000.0,3460
27,110,200.0,3460
28,110,200.0,3460
29,110,1500.0,3460
33,110,2100.0,3460
38,110,1520.0,3460
40,110,3512.0,3460
24,110,1545.0,3461
40,110,3258.0,3461
24,110,2411.0,3462
25,110,44.0,3462
26,110,44.0,3462
27,110,44.0,3462
28,110,44.0,3462
29,110,44.0,3462
30,110,115.0,3462
38,110,1640.0,3462
24,110,700.0,3475
24,110,5416.0,3479
112,110,10000.0,3479
24,110,237157.0,3480
56,110,24552.0,3480
63,110,18000.0,3480
70,110,18000.0,3480
77,110,18000.0,3480
84,110,14381.0,3480
105,110,20000.0,3480
112,110,20000.0,3480
119,110,20000.0,3480
24,110,4906.0,3481
30,110,4000.0,3481
31,110,2000.0,3481
37,110,6000.0,3481
48,110,5520.0,3481
55,110,6000.0,3481
56,110,14112.0,3481
70,110,14112.0,3481
84,110,5040.0,3481
91,110,9912.0,3481
105,110,4032.0,3481
24,110,510000.0,3497
27,110,480000.0,3497
24,110,1278000.0,3629
24,110,11945.0,3647
24,110,8430348.0,3693
31,110,2036503.0,3693
37,110,1960000.0,3693
38,110,504000.0,3693
48,110,3000.0,3693
55,110,3000000.0,3693
56,110,17001000.0,3693
70,110,3000000.0,3693
77,110,4061500.0,3693
98,110,3000000.0,3693
105,110,3000000.0,3693
119,110,2318100.0,3693
24,110,111995.0,3828
56,110,400000.0,3828
63,110,328000.0,3828
84,110,400000.0,3828
119,110,450000.0,3828
24,110,225008.0,3846
31,110,500000.0,3846
36,110,500000.0,3846
42,110,500000.0,3846
55,110,500000.0,3846
56,110,500000.0,3846
63,110,323727.0,3846
24,110,3034.0,3847
33,110,175136.0,3847
39,110,300000.0,3847
48,110,300000.0,3847
24,110,9600.0,3949
42,110,44800.0,3949
70,110,220000.0,3949
24,110,2445.0,3951
27,110,64928.0,3951
24,110,29402.0,3955
25,110,1805.0,3955
26,110,1805.0,3955
27,110,1805.0,3955
28,110,1805.0,3955
29,110,1805.0,3955
30,110,12166.0,3955
31,110,12162.0,3955
32,110,12162.0,3955
33,110,12162.0,3955
34,110,12162.0,3955
35,110,12162.0,3955
36,110,12162.0,3955
37,110,10576.0,3955
38,110,10571.0,3955
39,110,10571.0,3955
40,110,10571.0,3955
41,110,10571.0,3955
42,110,10571.0,3955
43,110,10571.0,3955
48,110,89490.0,3955
55,110,86827.0,3955
24,110,94435.0,3957
105,110,1.0,3957
24,110,46435.0,3958
24,110,42.0,3976
24,110,425000.0,4060
27,110,309930.0,4060
24,110,15500.0,4156
38,110,5000.0,4156
48,110,10000.0,4156
55,110,12200.0,4156
24,110,2100.0,4157
55,110,400.0,4157
56,110,400.0,4157
63,110,500.0,4157
70,110,500.0,4157
77,110,500.0,4157
84,110,500.0,4157
24,110,1543776.0,4159
48,110,500000.0,4159
55,110,500000.0,4159
56,110,500000.0,4159
63,110,500000.0,4159
70,110,500000.0,4159
77,110,500000.0,4159
84,110,500000.0,4159
112,110,56224.0,4159
24,110,500.0,4165
27,110,1000.0,4165
31,110,500.0,4165
24,110,756995.0,4168
77,110,110000.0,4168
91,110,200000.0,4168
98,110,100000.0,4168
25,110,8680.0,80
29,110,1600.0,80
30,110,836.0,80
31,110,834.0,80
32,110,834.0,80
33,110,834.0,80
34,110,834.0,80
35,110,834.0,80
36,110,834.0,80
37,110,89.0,80
38,110,85.0,80
39,110,85.0,80
40,110,85.0,80
41,110,85.0,80
42,110,85.0,80
43,110,18434.0,80
48,110,25734.0,80
55,110,12878.0,80
56,110,14793.0,80
63,110,5059.0,80
25,110,3239.0,376
34,110,1581.0,376
56,110,35.0,376
25,110,1640.0,395
26,110,1640.0,395
31,110,2448.0,395
32,110,2720.0,395
33,110,9670.0,395
34,110,7456.0,395
40,110,2538.0,395
41,110,2720.0,395
42,110,2720.0,395
43,110,2720.0,395
48,110,1130.0,395
84,110,1.0,395
25,110,100.0,423
34,110,620.0,423
55,110,720.0,423
77,110,2240.0,423
25,110,80.0,714
27,110,112.0,714
56,110,392.0,714
25,110,80000.0,1173
28,110,310000.0,1173
33,110,150000.0,1173
56,110,3620000.0,1173
70,110,1510000.0,1173
91,110,2270000.0,1173
25,110,6640000.0,2114
41,110,3820000.0,2114
42,110,4500000.0,2114
48,110,2770000.0,2114
55,110,7970000.0,2114
56,110,14550000.0,2114
70,110,4200000.0,2114
77,110,770000.0,2114
105,110,3750000.0,2114
25,110,60000.0,2118
48,110,332000.0,2118
25,110,99000.0,2281
35,110,26000.0,2281
36,110,40000.0,2281
42,110,40000.0,2281
43,110,40000.0,2281
48,110,70000.0,2281
55,110,70000.0,2281
56,110,70000.0,2281
63,110,70000.0,2281
70,110,60850.0,2281
77,110,30000.0,2281
84,110,30000.0,2281
91,110,16600.0,2281
25,110,13500.0,2344
35,110,11500.0,2344
42,110,11500.0,2344
48,110,11500.0,2344
55,110,11500.0,2344
56,110,11500.0,2344
63,110,26500.0,2344
70,110,26500.0,2344
77,110,24700.0,2344
84,110,11500.0,2344
91,110,3600.0,2344
25,110,46000.0,2456
28,110,34000.0,2456
34,110,17000.0,2456
39,110,36000.0,2456
42,110,31000.0,2456
48,110,63000.0,2456
70,110,312314.0,2456
84,110,133000.0,2456
91,110,25000.0,2456
25,110,94983.0,2484
29,110,616000.0,2484
36,110,300000.0,2484
43,110,300000.0,2484
48,110,300000.0,2484
55,110,300000.0,2484
56,110,300000.0,2484
63,110,300000.0,2484
70,110,300000.0,2484
77,110,300000.0,2484
84,110,500000.0,2484
91,110,500000.0,2484
98,110,800000.0,2484
105,110,800000.0,2484
112,110,800000.0,2484
119,110,800000.0,2484
25,110,32000.0,2505
27,110,13500.0,2505
34,110,64000.0,2505
48,110,58300.0,2505
56,110,13500.0,2505
77,110,13500.0,2505
91,110,12000.0,2505
112,110,8482.0,2505
119,110,5736.0,2505
25,110,5400.0,2548
27,110,30600.0,2548
30,110,8200.0,2548
34,110,34200.0,2548
25,110,31020.0,2551
27,110,4400.0,2551
34,110,23100.0,2551
48,110,31265.0,2551
77,110,1035.0,2551
84,110,1253.0,2551
91,110,1109.0,2551
98,110,1280.0,2551
105,110,1723.0,2551
112,110,2520.0,2551
119,110,3949.0,2551
25,110,2376.0,2564
34,110,7128.0,2564
63,110,9000.0,2564
25,110,50480.0,2659
26,110,67500.0,2659
30,110,2000000.0,2659
32,110,591379.0,2659
37,110,2000000.0,2659
48,110,2360000.0,2659
55,110,1051496.0,2659
56,110,360000.0,2659
63,110,360000.0,2659
70,110,360000.0,2659
77,110,360000.0,2659
84,110,360000.0,2659
91,110,335026.0,2659
119,110,1589287.0,2659
25,110,48000.0,2668
26,110,48000.0,2668
32,110,376293.0,2668
37,110,2000000.0,2668
41,110,360000.0,2668
48,110,2360000.0,2668
55,110,2360000.0,2668
56,110,2596125.0,2668
63,110,2184674.0,2668
70,110,360000.0,2668
77,110,420000.0,2668
84,110,316165.0,2668
119,110,375000.0,2668
25,110,20000.0,2682
26,110,20000.0,2682
37,110,400000.0,2682
48,110,400000.0,2682
56,110,400000.0,2682
70,110,200000.0,2682
25,110,2550.0,2709
26,110,2550.0,2709
32,110,56100.0,2709
40,110,79200.0,2709
55,110,79200.0,2709
56,110,67320.0,2709
25,110,1312.0,2710
26,110,1312.0,2710
27,110,2800.0,2710
32,110,3936.0,2710
40,110,28000.0,2710
48,110,28000.0,2710
55,110,41120.0,2710
56,110,41120.0,2710
63,110,28000.0,2710
70,110,28000.0,2710
77,110,34224.0,2710
112,110,25694.0,2710
119,110,27097.0,2710
25,110,4480.0,2732
26,110,4480.0,2732
41,110,20000.0,2732
48,110,20000.0,2732
55,110,20000.0,2732
56,110,24480.0,2732
63,110,20000.0,2732
70,110,7115.0,2732
112,110,19621.0,2732
119,110,22488.0,2732
25,110,788.0,3361
26,110,1189.0,3361
34,110,2043.0,3361
55,110,232.0,3361
56,110,3323.0,3361
63,110,167.0,3361
70,110,232.0,3361
77,110,293.0,3361
84,110,29.0,3361
25,110,76.0,3454
25,110,570.0,3463
25,110,44.0,3464
25,110,133237.0,3465
38,110,3000.0,3465
25,110,39852.0,3466
33,110,50.0,3466
25,110,76594.0,3956
26,110,2134.0,23
27,110,5000.0,23
28,110,5000.0,23
36,110,12000.0,23
41,110,846.0,23
43,110,15000.0,23
48,110,15000.0,23
55,110,15000.0,23
56,110,16600.0,23
63,110,2272.0,23
98,110,3363.0,23
26,110,712.0,353
31,110,2.0,353
34,110,798.0,353
55,110,3380.0,353
56,110,1320.0,353
26,110,110.0,360
33,110,132.0,360
34,110,252.0,360
48,110,160.0,360
98,110,80.0,360
26,110,2720.0,363
31,110,800.0,363
32,110,2720.0,363
34,110,4774.0,363
39,110,1538.0,363
40,110,520.0,363
55,110,1200.0,363
26,110,80.0,364
32,110,1760.0,364
33,110,320.0,364
34,110,7812.0,364
40,110,2100.0,364
48,110,640.0,364
26,110,1640.0,411
34,110,31360.0,411
41,110,4660.0,411
48,110,11100.0,411
55,110,2550.0,411
56,110,4460.0,411
26,110,2000.0,413
33,110,209475.0,413
34,110,145714.0,413
26,110,1564.0,425
31,110,1948.0,425
34,110,8756.0,425
37,110,53064.0,425
38,110,4740.0,425
39,110,4820.0,425
40,110,4520.0,425
41,110,2680.0,425
48,110,10840.0,425
55,110,35700.0,425
56,110,20304.0,425
26,110,60000.0,1189
43,110,15000.0,1189
48,110,155000.0,1189
55,110,330000.0,1189
77,110,135000.0,1189
84,110,190000.0,1189
91,110,80000.0,1189
26,110,5000.0,1194
105,110,5000.0,1194
26,110,10000.0,1224
27,110,10000.0,1224
36,110,10000.0,1224
43,110,10000.0,1224
50,110,10000.0,1224
105,110,170000.0,1224
26,110,15000.0,1334
26,110,45000.0,1353
36,110,25000.0,1353
105,110,310000.0,1353
26,110,15000.0,1507
27,110,125000.0,1507
36,110,15000.0,1507
105,110,44330.0,1507
119,110,13676.0,1507
26,110,125000.0,1517
27,110,155000.0,1517
34,110,180000.0,1517
36,110,50000.0,1517
91,110,2464.0,1517
98,110,9759.0,1517
105,110,8131.0,1517
112,110,20326.0,1517
119,110,20721.0,1517
26,110,350000.0,1550
27,110,400000.0,1550
36,110,45000.0,1550
105,110,227406.0,1550
119,110,83173.0,1550
26,110,10000.0,1587
36,110,10000.0,1587
43,110,10000.0,1587
26,110,10000.0,1639
26,110,10000.0,1660
26,110,16000.0,1702
27,110,4000.0,1702
36,110,4000.0,1702
26,110,155000.0,1711
32,110,470000.0,1711
33,110,780000.0,1711
34,110,600000.0,1711
41,110,70000.0,1711
42,110,385000.0,1711
77,110,90000.0,1711
91,110,60000.0,1711
98,110,540000.0,1711
26,110,80000.0,1713
36,110,80000.0,1713
55,110,8000.0,1713
77,110,133.0,1713
84,110,587.0,1713
91,110,200.0,1713
98,110,205.0,1713
105,110,209.0,1713
112,110,167.0,1713
119,110,409.0,1713
26,110,2000.0,1719
27,110,12000.0,1719
36,110,2000.0,1719
43,110,6000.0,1719
50,110,98000.0,1719
105,110,222607.0,1719
119,110,29014.0,1719
26,110,4000.0,1805
84,110,34000.0,1805
26,110,118000.0,1823
31,110,160000.0,1823
35,110,39000.0,1823
26,110,4740000.0,1888
26,110,235502.0,1938
34,110,430000.0,1938
36,110,120000.0,1938
43,110,390000.0,1938
48,110,200000.0,1938
55,110,30000.0,1938
56,110,70000.0,1938
63,110,20000.0,1938
70,110,30000.0,1938
77,110,30000.0,1938
84,110,74213.0,1938
91,110,847515.0,1938
98,110,31441.0,1938
105,110,31000.0,1938
112,110,15831.0,1938
26,110,5535800.0,1985
63,110,12390000.0,1985
26,110,42000.0,2008
26,110,957026.0,2179
36,110,1140000.0,2179
43,110,920000.0,2179
50,110,460000.0,2179
56,110,310000.0,2179
63,110,1420000.0,2179
70,110,2990000.0,2179
77,110,710000.0,2179
84,110,260000.0,2179
91,110,2390000.0,2179
105,110,580000.0,2179
112,110,291000.0,2179
119,110,300000.0,2179
26,110,60000.0,2222
27,110,520000.0,2222
35,110,2122000.0,2222
37,110,19464000.0,2222
41,110,5010000.0,2222
77,110,8532000.0,2222
26,110,186000.0,2315
28,110,50000.0,2315
70,110,170000.0,2315
112,110,1000.0,2315
26,110,278000.0,2362
34,110,276000.0,2362
42,110,40000.0,2362
56,110,196000.0,2362
63,110,196000.0,2362
70,110,256000.0,2362
84,110,308000.0,2362
91,110,140000.0,2362
26,110,141000.0,2465
28,110,141000.0,2465
32,110,69000.0,2465
42,110,90000.0,2465
43,110,180000.0,2465
50,110,93000.0,2465
63,110,324000.0,2465
26,110,48000.0,2472
27,110,57202.0,2472
28,110,137371.0,2472
35,110,192000.0,2472
40,110,387000.0,2472
42,110,30000.0,2472
56,110,855000.0,2472
70,110,75000.0,2472
91,110,297000.0,2472
112,110,78000.0,2472
26,110,4461.0,2475
36,110,27000.0,2475
37,110,12000.0,2475
41,110,30000.0,2475
42,110,69000.0,2475
70,110,6000.0,2475
77,110,15000.0,2475
84,110,51000.0,2475
91,110,326.0,2475
98,110,114000.0,2475
26,110,2410.0,2704
30,110,334200.0,2704
31,110,60000.0,2704
33,110,208320.0,2704
34,110,13800.0,2704
37,110,65400.0,2704
38,110,90000.0,2704
40,110,60000.0,2704
48,110,69600.0,2704
55,110,75600.0,2704
56,110,31800.0,2704
98,110,28280.0,2704
105,110,2480.0,2704
112,110,14980.0,2704
119,110,14980.0,2704
26,110,45000.0,2915
26,110,1050.0,3039
33,110,751.0,3039
26,110,5100.0,3053
105,110,1300.0,3053
119,110,8902.0,3053
26,110,20800.0,3145
33,110,30000.0,3145
38,110,6000.0,3145
40,110,30000.0,3145
48,110,40000.0,3145
55,110,40000.0,3145
56,110,33045.0,3145
26,110,10000.0,3146
33,110,20000.0,3146
34,110,20.0,3146
40,110,20000.0,3146
48,110,11000.0,3146
26,110,1000.0,3187
30,110,2000.0,3187
37,110,3000.0,3187
26,110,102.0,3271
27,110,112.0,3271
33,110,150.0,3271
37,110,150.0,3271
63,110,300.0,3271
91,110,310.0,3271
26,110,360.0,3374
55,110,504.0,3374
84,110,1067.0,3374
119,110,1803.0,3374
26,110,852.0,3470
27,110,164.0,328
33,110,86.0,328
37,110,80.0,328
48,110,1350.0,328
55,110,250.0,328
56,110,566.0,328
27,110,206.0,407
33,110,194.0,407
34,110,400.0,407
41,110,211.0,407
48,110,610.0,407
27,110,1760.0,412
33,110,1565.0,412
34,110,7400.0,412
27,110,24.0,422
34,110,304.0,422
41,110,256.0,422
27,110,227.0,755
27,110,2000.0,925
35,110,122500.0,925
