lead_time,transit_cost,orig_transit_cost,holding_cost,delta_flag,item_code,src_plant,dest_plant
2,0,0,0,0,4230,78,42
2,0,0,0,0,4230,78,16
1,0,0,0,0,4230,53,78
2,0,0,0,0,4231,78,84
1,0,0,0,0,4231,78,53
2,0,0,0,0,4231,78,131
2,0,0,0,0,4231,78,69
2,0,0,0,0,4231,78,42
2,0,0,0,0,4231,78,16
2,0,0,0,0,4231,84,78
1,0,0,0,0,4231,53,78
2,0,0,0,0,4233,78,84
1,0,0,0,0,4233,78,53
2,0,0,0,0,4233,78,131
2,0,0,0,0,4233,78,69
2,0,0,0,0,4233,78,42
2,0,0,0,0,4233,78,16
2,0,0,0,0,4233,84,78
2,0,0,0,0,4233,16,78
1,0,0,0,0,4233,53,78
2,0,0,0,0,4238,78,84
1,0,0,0,0,4238,78,53
2,0,0,0,0,4238,78,131
2,0,0,0,0,4238,78,69
2,0,0,0,0,4238,78,42
2,0,0,0,0,4238,78,16
2,0,0,0,0,4238,84,78
2,0,0,0,0,4238,16,78
1,0,0,0,0,4238,53,78
2,0,0,0,0,4242,78,84
1,0,0,0,0,4242,78,53
2,0,0,0,0,4242,78,131
2,0,0,0,0,4242,78,69
2,0,0,0,0,4242,78,42
2,0,0,0,0,4242,78,16
2,0,0,0,0,4242,84,78
1,0,0,0,0,4242,53,78
2,0,0,0,0,4243,78,84
1,0,0,0,0,4243,78,53
2,0,0,0,0,4243,78,131
2,0,0,0,0,4243,78,69
2,0,0,0,0,4243,78,42
2,0,0,0,0,4243,78,16
2,0,0,0,0,4243,84,78
1,0,0,0,0,4243,53,78
2,0,0,0,0,4244,78,84
1,0,0,0,0,4244,78,53
2,0,0,0,0,4244,78,131
2,0,0,0,0,4244,78,69
2,0,0,0,0,4244,78,42
2,0,0,0,0,4244,78,16
2,0,0,0,0,4244,84,78
1,0,0,0,0,4244,53,78
2,0,0,0,0,4245,78,84
1,0,0,0,0,4245,78,53
2,0,0,0,0,4245,78,131
2,0,0,0,0,4245,78,69
2,0,0,0,0,4245,78,42
2,0,0,0,0,4245,78,16
2,0,0,0,0,4245,84,78
1,0,0,0,0,4245,53,78
2,0,0,0,0,4246,78,84
1,0,0,0,0,4246,78,53
2,0,0,0,0,4246,78,131
2,0,0,0,0,4246,78,69
2,0,0,0,0,4246,78,42
2,0,0,0,0,4246,78,16
2,0,0,0,0,4246,84,78
1,0,0,0,0,4246,53,78
2,0,0,0,0,4247,78,84
1,0,0,0,0,4247,78,53
2,0,0,0,0,4247,78,131
2,0,0,0,0,4247,78,69
2,0,0,0,0,4247,78,42
2,0,0,0,0,4247,78,16
2,0,0,0,0,4247,84,78
2,0,0,0,0,4247,16,78
1,0,0,0,0,4247,53,78
2,0,0,0,0,4248,78,84
1,0,0,0,0,4248,78,53
2,0,0,0,0,4248,78,131
2,0,0,0,0,4248,78,69
2,0,0,0,0,4248,78,42
2,0,0,0,0,4248,78,16
2,0,0,0,0,4248,84,78
1,0,0,0,0,4248,53,78
2,0,0,0,0,4249,78,84
1,0,0,0,0,4249,78,53
2,0,0,0,0,4249,78,131
2,0,0,0,0,4249,78,69
2,0,0,0,0,4249,78,42
2,0,0,0,0,4249,78,16
2,0,0,0,0,4249,84,78
1,0,0,0,0,4249,53,78
2,0,0,0,0,4250,78,84
1,0,0,0,0,4250,78,53
2,0,0,0,0,4250,78,131
2,0,0,0,0,4250,78,69
2,0,0,0,0,4250,78,42
2,0,0,0,0,4250,78,16
1,0,0,0,0,4250,53,78
2,0,0,0,0,4251,78,84
1,0,0,0,0,4251,78,53
2,0,0,0,0,4251,78,131
2,0,0,0,0,4251,78,69
2,0,0,0,0,4251,78,42
2,0,0,0,0,4251,78,16
2,0,0,0,0,4251,84,78
1,0,0,0,0,4251,53,78
2,0,0,0,0,4252,78,84
1,0,0,0,0,4252,78,53
2,0,0,0,0,4252,78,131
2,0,0,0,0,4252,78,69
2,0,0,0,0,4252,78,42
2,0,0,0,0,4252,78,16
2,0,0,0,0,4252,84,78
1,0,0,0,0,4252,53,78
2,0,0,0,0,4254,78,84
1,0,0,0,0,4254,78,53
2,0,0,0,0,4254,78,131
2,0,0,0,0,4254,78,69
2,0,0,0,0,4254,78,42
2,0,0,0,0,4254,78,16
2,0,0,0,0,4254,84,78
2,0,0,0,0,4254,16,78
1,0,0,0,0,4254,53,78
2,0,0,0,0,4255,78,84
1,0,0,0,0,4255,78,53
2,0,0,0,0,4255,78,131
2,0,0,0,0,4255,78,69
2,0,0,0,0,4255,78,42
2,0,0,0,0,4255,78,16
1,0,0,0,0,4255,53,78
2,0,0,0,0,4257,78,84
1,0,0,0,0,4257,78,53
2,0,0,0,0,4257,78,131
2,0,0,0,0,4257,78,69
2,0,0,0,0,4257,78,42
2,0,0,0,0,4257,78,16
2,0,0,0,0,4257,84,78
1,0,0,0,0,4257,53,78
2,0,0,0,0,4258,78,84
1,0,0,0,0,4258,78,53
2,0,0,0,0,4258,78,131
2,0,0,0,0,4258,78,69
2,0,0,0,0,4258,78,42
2,0,0,0,0,4258,78,16
2,0,0,0,0,4258,84,78
2,0,0,0,0,4258,16,78
1,0,0,0,0,4258,53,78
2,0,0,0,0,4259,78,84
1,0,0,0,0,4259,78,53
2,0,0,0,0,4259,78,131
2,0,0,0,0,4259,78,69
2,0,0,0,0,4259,78,42
2,0,0,0,0,4259,78,16
2,0,0,0,0,4259,84,78
2,0,0,0,0,4259,16,78
1,0,0,0,0,4259,53,78
2,0,0,0,0,4260,78,84
1,0,0,0,0,4260,78,53
2,0,0,0,0,4260,78,131
2,0,0,0,0,4260,78,69
2,0,0,0,0,4260,78,42
2,0,0,0,0,4260,78,16
2,0,0,0,0,4260,84,78
1,0,0,0,0,4260,53,78
2,0,0,0,0,4261,78,84
1,0,0,0,0,4261,78,53
2,0,0,0,0,4261,78,131
2,0,0,0,0,4261,78,69
2,0,0,0,0,4261,78,42
2,0,0,0,0,4261,78,16
1,0,0,0,0,4261,53,78
2,0,0,0,0,4262,78,84
1,0,0,0,0,4262,78,53
2,0,0,0,0,4262,78,131
2,0,0,0,0,4262,78,69
2,0,0,0,0,4262,78,42
2,0,0,0,0,4262,78,16
2,0,0,0,0,4262,84,78
2,0,0,0,0,4262,16,78
1,0,0,0,0,4262,53,78
2,0,0,0,0,4263,78,84
1,0,0,0,0,4263,78,53
2,0,0,0,0,4263,78,131
2,0,0,0,0,4263,78,69
2,0,0,0,0,4263,78,42
2,0,0,0,0,4263,78,16
2,0,0,0,0,4263,84,78
1,0,0,0,0,4263,53,78
2,0,0,0,0,4264,78,84
1,0,0,0,0,4264,78,53
2,0,0,0,0,4264,78,131
2,0,0,0,0,4264,78,69
2,0,0,0,0,4264,78,42
2,0,0,0,0,4264,78,16
2,0,0,0,0,4264,84,78
1,0,0,0,0,4264,53,78
2,0,0,0,0,4265,78,84
1,0,0,0,0,4265,78,53
2,0,0,0,0,4265,78,131
2,0,0,0,0,4265,78,69
2,0,0,0,0,4265,78,42
2,0,0,0,0,4265,78,16
2,0,0,0,0,4265,84,78
1,0,0,0,0,4265,53,78
2,0,0,0,0,4266,78,84
1,0,0,0,0,4266,78,53
2,0,0,0,0,4266,78,131
2,0,0,0,0,4266,78,69
2,0,0,0,0,4266,78,42
2,0,0,0,0,4266,78,16
2,0,0,0,0,4266,84,78
2,0,0,0,0,4266,16,78
1,0,0,0,0,4266,53,78
2,0,0,0,0,4267,78,84
1,0,0,0,0,4267,78,53
2,0,0,0,0,4267,78,131
2,0,0,0,0,4267,78,69
2,0,0,0,0,4267,78,42
2,0,0,0,0,4267,78,16
2,0,0,0,0,4267,84,78
1,0,0,0,0,4267,53,78
2,0,0,0,0,4268,78,84
1,0,0,0,0,4268,78,53
2,0,0,0,0,4268,78,131
2,0,0,0,0,4268,78,69
2,0,0,0,0,4268,78,42
2,0,0,0,0,4268,78,16
2,0,0,0,0,4268,84,78
1,0,0,0,0,4268,53,78
2,0,0,0,0,4269,78,84
1,0,0,0,0,4269,78,53
2,0,0,0,0,4269,78,131
2,0,0,0,0,4269,78,69
2,0,0,0,0,4269,78,42
2,0,0,0,0,4269,78,16
2,0,0,0,0,4269,84,78
2,0,0,0,0,4269,16,78
1,0,0,0,0,4269,53,78
2,0,0,0,0,4270,78,84
1,0,0,0,0,4270,78,53
2,0,0,0,0,4270,78,131
2,0,0,0,0,4270,78,69
2,0,0,0,0,4270,78,42
2,0,0,0,0,4270,78,16
2,0,0,0,0,4270,16,78
1,0,0,0,0,4270,53,78
2,0,0,0,0,4271,78,84
1,0,0,0,0,4271,78,53
2,0,0,0,0,4271,78,131
2,0,0,0,0,4271,78,69
2,0,0,0,0,4271,78,42
2,0,0,0,0,4271,78,16
2,0,0,0,0,4271,84,78
2,0,0,0,0,4271,16,78
1,0,0,0,0,4271,53,78
2,0,0,0,0,4272,78,84
1,0,0,0,0,4272,78,53
2,0,0,0,0,4272,78,131
2,0,0,0,0,4272,78,69
2,0,0,0,0,4272,78,42
2,0,0,0,0,4272,78,16
2,0,0,0,0,4272,84,78
1,0,0,0,0,4272,53,78
2,0,0,0,0,4273,78,84
1,0,0,0,0,4273,78,53
2,0,0,0,0,4273,78,131
2,0,0,0,0,4273,78,69
2,0,0,0,0,4273,78,42
2,0,0,0,0,4273,78,16
2,0,0,0,0,4273,84,78
2,0,0,0,0,4273,16,78
1,0,0,0,0,4273,53,78
2,0,0,0,0,4274,78,84
1,0,0,0,0,4274,78,53
2,0,0,0,0,4274,78,131
2,0,0,0,0,4274,78,69
2,0,0,0,0,4274,78,42
2,0,0,0,0,4274,78,16
2,0,0,0,0,4274,84,78
2,0,0,0,0,4274,16,78
1,0,0,0,0,4274,53,78
2,0,0,0,0,4275,78,84
1,0,0,0,0,4275,78,53
2,0,0,0,0,4275,78,131
2,0,0,0,0,4275,78,69
2,0,0,0,0,4275,78,42
2,0,0,0,0,4275,78,16
2,0,0,0,0,4275,84,78
2,0,0,0,0,4275,16,78
1,0,0,0,0,4275,53,78
2,0,0,0,0,4276,78,84
1,0,0,0,0,4276,78,53
2,0,0,0,0,4276,78,131
2,0,0,0,0,4276,78,69
2,0,0,0,0,4276,78,42
2,0,0,0,0,4276,78,16
2,0,0,0,0,4276,84,78
2,0,0,0,0,4276,16,78
1,0,0,0,0,4276,53,78
2,0,0,0,0,4282,78,84
1,0,0,0,0,4282,78,53
2,0,0,0,0,4282,78,131
2,0,0,0,0,4282,78,69
2,0,0,0,0,4282,78,42
2,0,0,0,0,4282,78,16
2,0,0,0,0,4282,84,78
2,0,0,0,0,4282,16,78
1,0,0,0,0,4282,53,78
2,0,0,0,0,4283,78,84
1,0,0,0,0,4283,78,53
2,0,0,0,0,4283,78,131
2,0,0,0,0,4283,78,69
2,0,0,0,0,4283,78,42
2,0,0,0,0,4283,78,16
1,0,0,0,0,4283,53,78
2,0,0,0,0,4284,78,84
1,0,0,0,0,4284,78,53
2,0,0,0,0,4284,78,131
2,0,0,0,0,4284,78,69
2,0,0,0,0,4284,78,42
2,0,0,0,0,4284,78,16
2,0,0,0,0,4284,84,78
2,0,0,0,0,4284,16,78
1,0,0,0,0,4284,53,78
2,0,0,0,0,4285,78,84
1,0,0,0,0,4285,78,53
2,0,0,0,0,4285,78,131
2,0,0,0,0,4285,78,69
2,0,0,0,0,4285,78,42
2,0,0,0,0,4285,78,16
2,0,0,0,0,4285,84,78
2,0,0,0,0,4285,16,78
1,0,0,0,0,4285,53,78
2,0,0,0,0,4289,78,84
1,0,0,0,0,4289,78,53
2,0,0,0,0,4289,78,131
2,0,0,0,0,4289,78,69
2,0,0,0,0,4289,78,42
2,0,0,0,0,4289,78,16
1,0,0,0,0,4289,53,78
2,0,0,0,0,4289,42,78
2,0,0,0,0,4290,78,84
1,0,0,0,0,4290,78,53
2,0,0,0,0,4290,78,131
2,0,0,0,0,4290,78,69
2,0,0,0,0,4290,78,42
2,0,0,0,0,4290,78,16
2,0,0,0,0,4290,84,78
2,0,0,0,0,4290,16,78
1,0,0,0,0,4290,53,78
2,0,0,0,0,4290,131,78
2,0,0,0,0,4291,78,84
1,0,0,0,0,4291,78,53
2,0,0,0,0,4291,78,131
2,0,0,0,0,4291,78,69
2,0,0,0,0,4291,78,42
2,0,0,0,0,4291,78,16
2,0,0,0,0,4291,84,78
1,0,0,0,0,4291,53,78
2,0,0,0,0,4292,78,84
1,0,0,0,0,4292,78,53
2,0,0,0,0,4292,78,131
2,0,0,0,0,4292,78,69
2,0,0,0,0,4292,78,42
2,0,0,0,0,4292,78,16
2,0,0,0,0,4292,84,78
2,0,0,0,0,4292,16,78
1,0,0,0,0,4292,53,78
2,0,0,0,0,4292,42,78
2,0,0,0,0,4292,131,78
2,0,0,0,0,4293,78,84
1,0,0,0,0,4293,78,53
2,0,0,0,0,4293,78,131
2,0,0,0,0,4293,78,69
2,0,0,0,0,4293,78,42
2,0,0,0,0,4293,78,16
2,0,0,0,0,4293,84,78
2,0,0,0,0,4293,16,78
1,0,0,0,0,4293,53,78
2,0,0,0,0,4293,42,78
2,0,0,0,0,4293,131,78
2,0,0,0,0,4294,78,84
1,0,0,0,0,4294,78,53
2,0,0,0,0,4294,78,131
2,0,0,0,0,4294,78,69
2,0,0,0,0,4294,78,42
2,0,0,0,0,4294,78,16
2,0,0,0,0,4294,84,78
1,0,0,0,0,4294,53,78
2,0,0,0,0,4295,78,84
1,0,0,0,0,4295,78,53
2,0,0,0,0,4295,78,131
2,0,0,0,0,4295,78,69
2,0,0,0,0,4295,78,42
2,0,0,0,0,4295,78,16
2,0,0,0,0,4295,84,78
2,0,0,0,0,4295,16,78
1,0,0,0,0,4295,53,78
2,0,0,0,0,4296,78,84
1,0,0,0,0,4296,78,53
2,0,0,0,0,4296,78,131
2,0,0,0,0,4296,78,69
2,0,0,0,0,4296,78,42
2,0,0,0,0,4296,78,16
2,0,0,0,0,4296,84,78
2,0,0,0,0,4296,16,78
1,0,0,0,0,4296,53,78
2,0,0,0,0,4296,42,78
2,0,0,0,0,4296,131,78
2,0,0,0,0,4297,78,84
1,0,0,0,0,4297,78,53
2,0,0,0,0,4297,78,131
2,0,0,0,0,4297,78,69
2,0,0,0,0,4297,78,42
2,0,0,0,0,4297,78,16
2,0,0,0,0,4297,84,78
1,0,0,0,0,4297,53,78
2,0,0,0,0,4298,78,84
1,0,0,0,0,4298,78,53
2,0,0,0,0,4298,78,131
2,0,0,0,0,4298,78,69
2,0,0,0,0,4298,78,42
2,0,0,0,0,4298,78,16
2,0,0,0,0,4298,84,78
2,0,0,0,0,4298,16,78
1,0,0,0,0,4298,53,78
2,0,0,0,0,4298,42,78
2,0,0,0,0,4299,78,84
1,0,0,0,0,4299,78,53
2,0,0,0,0,4299,78,131
2,0,0,0,0,4299,78,69
2,0,0,0,0,4299,78,42
2,0,0,0,0,4299,78,16
2,0,0,0,0,4299,84,78
1,0,0,0,0,4299,53,78
2,0,0,0,0,4300,78,84
1,0,0,0,0,4300,78,53
2,0,0,0,0,4300,78,131
2,0,0,0,0,4300,78,69
2,0,0,0,0,4300,78,42
2,0,0,0,0,4300,78,16
2,0,0,0,0,4300,84,78
2,0,0,0,0,4300,16,78
1,0,0,0,0,4300,53,78
2,0,0,0,0,4300,42,78
2,0,0,0,0,4300,131,78
2,0,0,0,0,4302,78,84
1,0,0,0,0,4302,78,53
2,0,0,0,0,4302,78,131
2,0,0,0,0,4302,78,69
2,0,0,0,0,4302,78,42
2,0,0,0,0,4302,78,16
2,0,0,0,0,4302,84,78
2,0,0,0,0,4302,16,78
1,0,0,0,0,4302,53,78
2,0,0,0,0,4303,78,84
1,0,0,0,0,4303,78,53
2,0,0,0,0,4303,78,131
2,0,0,0,0,4303,78,69
2,0,0,0,0,4303,78,42
2,0,0,0,0,4303,78,16
2,0,0,0,0,4303,84,78
2,0,0,0,0,4303,16,78
1,0,0,0,0,4303,53,78
2,0,0,0,0,4303,42,78
2,0,0,0,0,4303,131,78
2,0,0,0,0,4304,78,84
1,0,0,0,0,4304,78,53
2,0,0,0,0,4304,78,131
2,0,0,0,0,4304,78,69
2,0,0,0,0,4304,78,42
2,0,0,0,0,4304,78,16
1,0,0,0,0,4304,53,78
2,0,0,0,0,4306,78,84
1,0,0,0,0,4306,78,53
2,0,0,0,0,4306,78,131
2,0,0,0,0,4306,78,69
2,0,0,0,0,4306,78,42
2,0,0,0,0,4306,78,16
2,0,0,0,0,4306,84,78
2,0,0,0,0,4306,16,78
1,0,0,0,0,4306,53,78
2,0,0,0,0,4307,78,84
1,0,0,0,0,4307,78,53
2,0,0,0,0,4307,78,131
2,0,0,0,0,4307,78,69
2,0,0,0,0,4307,78,42
2,0,0,0,0,4307,78,16
2,0,0,0,0,4307,84,78
2,0,0,0,0,4307,16,78
1,0,0,0,0,4307,53,78
2,0,0,0,0,4307,42,78
2,0,0,0,0,4307,131,78
2,0,0,0,0,4308,78,84
1,0,0,0,0,4308,78,53
2,0,0,0,0,4308,78,131
2,0,0,0,0,4308,78,69
2,0,0,0,0,4308,78,42
2,0,0,0,0,4308,78,16
2,0,0,0,0,4308,84,78
1,0,0,0,0,4308,53,78
2,0,0,0,0,4308,42,78
2,0,0,0,0,4308,131,78
2,0,0,0,0,4309,78,84
1,0,0,0,0,4309,78,53
2,0,0,0,0,4309,78,131
2,0,0,0,0,4309,78,69
2,0,0,0,0,4309,78,42
2,0,0,0,0,4309,78,16
2,0,0,0,0,4309,84,78
1,0,0,0,0,4309,53,78
2,0,0,0,0,4309,42,78
2,0,0,0,0,4309,131,78
2,0,0,0,0,4310,78,84
1,0,0,0,0,4310,78,53
2,0,0,0,0,4310,78,131
2,0,0,0,0,4310,78,69
2,0,0,0,0,4310,78,42
2,0,0,0,0,4310,78,16
2,0,0,0,0,4310,84,78
1,0,0,0,0,4310,53,78
2,0,0,0,0,4311,78,84
1,0,0,0,0,4311,78,53
2,0,0,0,0,4311,78,131
2,0,0,0,0,4311,78,69
2,0,0,0,0,4311,78,42
2,0,0,0,0,4311,78,16
2,0,0,0,0,4311,84,78
1,0,0,0,0,4311,53,78
2,0,0,0,0,4311,42,78
2,0,0,0,0,4311,131,78
2,0,0,0,0,4312,78,84
1,0,0,0,0,4312,78,53
2,0,0,0,0,4312,78,131
2,0,0,0,0,4312,78,69
2,0,0,0,0,4312,78,42
2,0,0,0,0,4312,78,16
2,0,0,0,0,4312,84,78
1,0,0,0,0,4312,53,78
2,0,0,0,0,4312,42,78
2,0,0,0,0,4312,131,78
2,0,0,0,0,4313,78,84
1,0,0,0,0,4313,78,53
2,0,0,0,0,4313,78,131
2,0,0,0,0,4313,78,69
2,0,0,0,0,4313,78,42
2,0,0,0,0,4313,78,16
2,0,0,0,0,4313,84,78
2,0,0,0,0,4313,16,78
1,0,0,0,0,4313,53,78
2,0,0,0,0,4313,42,78
2,0,0,0,0,4313,131,78
2,0,0,0,0,4314,78,84
1,0,0,0,0,4314,78,53
2,0,0,0,0,4314,78,131
2,0,0,0,0,4314,78,69
2,0,0,0,0,4314,78,42
2,0,0,0,0,4314,78,16
2,0,0,0,0,4314,84,78
1,0,0,0,0,4314,53,78
2,0,0,0,0,4314,42,78
2,0,0,0,0,4314,131,78
2,0,0,0,0,4315,78,84
1,0,0,0,0,4315,78,53
2,0,0,0,0,4315,78,131
2,0,0,0,0,4315,78,69
2,0,0,0,0,4315,78,42
2,0,0,0,0,4315,78,16
2,0,0,0,0,4315,84,78
1,0,0,0,0,4315,53,78
2,0,0,0,0,4316,78,84
1,0,0,0,0,4316,78,53
2,0,0,0,0,4316,78,131
2,0,0,0,0,4316,78,69
2,0,0,0,0,4316,78,42
2,0,0,0,0,4316,78,16
2,0,0,0,0,4316,84,78
2,0,0,0,0,4316,16,78
1,0,0,0,0,4316,53,78
2,0,0,0,0,4316,42,78
2,0,0,0,0,4317,78,84
1,0,0,0,0,4317,78,53
2,0,0,0,0,4317,78,131
2,0,0,0,0,4317,78,69
2,0,0,0,0,4317,78,42
2,0,0,0,0,4317,78,16
2,0,0,0,0,4317,84,78
2,0,0,0,0,4317,16,78
1,0,0,0,0,4317,53,78
2,0,0,0,0,4317,42,78
2,0,0,0,0,4317,131,78
2,0.0004,0,0.0001,0,4318,78,84
1,0.0002,0,0.0001,0,4318,78,53
2,0.0004,0,0.0001,0,4318,78,131
2,0.0004,0,0.0001,0,4318,78,69
2,0.0003,0,0.0001,0,4318,78,42
2,0.0003,0,0.0001,0,4318,78,16
2,0.0004,0,0.0001,0,4318,84,78
2,0.0003,0,0.0001,0,4318,16,78
1,0.0002,0,0.0001,0,4318,53,78
2,0,0,0,0,4319,78,84
1,0,0,0,0,4319,78,53
2,0,0,0,0,4319,78,131
2,0,0,0,0,4319,78,69
2,0,0,0,0,4319,78,42
2,0,0,0,0,4319,78,16
2,0,0,0,0,4319,84,78
2,0,0,0,0,4319,16,78
1,0,0,0,0,4319,53,78
2,0,0,0,0,4321,78,84
1,0,0,0,0,4321,78,53
2,0,0,0,0,4321,78,131
2,0,0,0,0,4321,78,69
2,0,0,0,0,4321,78,42
2,0,0,0,0,4321,78,16
2,0,0,0,0,4321,84,78
2,0,0,0,0,4321,16,78
1,0,0,0,0,4321,53,78
2,0,0,0,0,4322,78,84
1,0,0,0,0,4322,78,53
2,0,0,0,0,4322,78,131
2,0,0,0,0,4322,78,69
2,0,0,0,0,4322,78,42
2,0,0,0,0,4322,78,16
1,0,0,0,0,4322,53,78
2,0,0,0,0,4322,42,78
2,0,0,0,0,4322,131,78
2,0,0,0,0,4323,78,84
1,0,0,0,0,4323,78,53
2,0,0,0,0,4323,78,131
2,0,0,0,0,4323,78,69
2,0,0,0,0,4323,78,42
2,0,0,0,0,4323,78,16
2,0,0,0,0,4323,84,78
2,0,0,0,0,4323,16,78
1,0,0,0,0,4323,53,78
2,0,0,0,0,4323,42,78
2,0,0,0,0,4323,131,78
2,0,0,0,0,4324,78,84
1,0,0,0,0,4324,78,53
2,0,0,0,0,4324,78,131
2,0,0,0,0,4324,78,69
2,0,0,0,0,4324,78,42
2,0,0,0,0,4324,78,16
2,0,0,0,0,4324,84,78
2,0,0,0,0,4324,16,78
1,0,0,0,0,4324,53,78
2,0,0,0,0,4324,42,78
2,0,0,0,0,4325,78,84
1,0,0,0,0,4325,78,53
2,0,0,0,0,4325,78,131
2,0,0,0,0,4325,78,69
2,0,0,0,0,4325,78,42
2,0,0,0,0,4325,78,16
2,0,0,0,0,4325,84,78
2,0,0,0,0,4325,16,78
1,0,0,0,0,4325,53,78
2,0,0,0,0,4326,78,84
1,0,0,0,0,4326,78,53
2,0,0,0,0,4326,78,131
2,0,0,0,0,4326,78,69
2,0,0,0,0,4326,78,42
2,0,0,0,0,4326,78,16
2,0,0,0,0,4326,84,78
2,0,0,0,0,4326,16,78
1,0,0,0,0,4326,53,78
2,0,0,0,0,4326,42,78
2,0,0,0,0,4327,78,84
1,0,0,0,0,4327,78,53
2,0,0,0,0,4327,78,131
2,0,0,0,0,4327,78,69
2,0,0,0,0,4327,78,42
2,0,0,0,0,4327,78,16
2,0,0,0,0,4327,84,78
2,0,0,0,0,4327,16,78
1,0,0,0,0,4327,53,78
2,0,0,0,0,4327,42,78
2,0,0,0,0,4327,131,78
2,0,0,0,0,4328,78,84
1,0,0,0,0,4328,78,53
2,0,0,0,0,4328,78,131
2,0,0,0,0,4328,78,69
2,0,0,0,0,4328,78,42
2,0,0,0,0,4328,78,16
2,0,0,0,0,4328,84,78
2,0,0,0,0,4328,16,78
1,0,0,0,0,4328,53,78
2,0,0,0,0,4328,42,78
2,0,0,0,0,4329,78,84
1,0,0,0,0,4329,78,53
2,0,0,0,0,4329,78,131
2,0,0,0,0,4329,78,69
2,0,0,0,0,4329,78,42
2,0,0,0,0,4329,78,16
2,0,0,0,0,4329,84,78
2,0,0,0,0,4329,16,78
1,0,0,0,0,4329,53,78
2,0,0,0,0,4329,42,78
2,0,0,0,0,4330,78,84
1,0,0,0,0,4330,78,53
2,0,0,0,0,4330,78,131
2,0,0,0,0,4330,78,69
2,0,0,0,0,4330,78,42
2,0,0,0,0,4330,78,16
2,0,0,0,0,4330,84,78
2,0,0,0,0,4330,16,78
1,0,0,0,0,4330,53,78
2,0,0,0,0,4330,42,78
2,0,0,0,0,4330,131,78
2,0,0,0,0,4331,78,84
1,0,0,0,0,4331,78,53
2,0,0,0,0,4331,78,131
2,0,0,0,0,4331,78,69
2,0,0,0,0,4331,78,42
2,0,0,0,0,4331,78,16
2,0,0,0,0,4331,16,78
1,0,0,0,0,4331,53,78
2,0,0,0,0,4332,78,84
1,0,0,0,0,4332,78,53
2,0,0,0,0,4332,78,131
2,0,0,0,0,4332,78,69
2,0,0,0,0,4332,78,42
2,0,0,0,0,4332,78,16
2,0,0,0,0,4332,84,78
2,0,0,0,0,4332,16,78
1,0,0,0,0,4332,53,78
2,0,0,0,0,4333,78,84
1,0,0,0,0,4333,78,53
2,0,0,0,0,4333,78,131
2,0,0,0,0,4333,78,69
2,0,0,0,0,4333,78,42
2,0,0,0,0,4333,78,16
2,0,0,0,0,4333,84,78
2,0,0,0,0,4333,16,78
1,0,0,0,0,4333,53,78
2,0,0,0,0,4334,78,84
1,0,0,0,0,4334,78,53
2,0,0,0,0,4334,78,131
2,0,0,0,0,4334,78,69
2,0,0,0,0,4334,78,42
2,0,0,0,0,4334,78,16
2,0,0,0,0,4334,84,78
2,0,0,0,0,4334,16,78
1,0,0,0,0,4334,53,78
2,0,0,0,0,4334,42,78
2,0,0,0,0,4334,131,78
2,0,0,0,0,4335,78,84
1,0,0,0,0,4335,78,53
2,0,0,0,0,4335,78,131
2,0,0,0,0,4335,78,69
2,0,0,0,0,4335,78,42
2,0,0,0,0,4335,78,16
2,0,0,0,0,4335,84,78
2,0,0,0,0,4335,16,78
1,0,0,0,0,4335,53,78
2,0,0,0,0,4336,78,84
1,0,0,0,0,4336,78,53
2,0,0,0,0,4336,78,131
2,0,0,0,0,4336,78,69
2,0,0,0,0,4336,78,42
2,0,0,0,0,4336,78,16
2,0,0,0,0,4336,84,78
2,0,0,0,0,4336,16,78
1,0,0,0,0,4336,53,78
2,0,0,0,0,4336,42,78
2,0,0,0,0,4337,78,84
1,0,0,0,0,4337,78,53
2,0,0,0,0,4337,78,131
2,0,0,0,0,4337,78,69
2,0,0,0,0,4337,78,42
2,0,0,0,0,4337,78,16
2,0,0,0,0,4337,84,78
2,0,0,0,0,4337,16,78
1,0,0,0,0,4337,53,78
2,0,0,0,0,4338,78,84
1,0,0,0,0,4338,78,53
2,0,0,0,0,4338,78,131
2,0,0,0,0,4338,78,69
2,0,0,0,0,4338,78,42
2,0,0,0,0,4338,78,16
2,0,0,0,0,4338,84,78
2,0,0,0,0,4338,16,78
1,0,0,0,0,4338,53,78
2,0,0,0,0,4339,78,84
1,0,0,0,0,4339,78,53
2,0,0,0,0,4339,78,131
2,0,0,0,0,4339,78,69
2,0,0,0,0,4339,78,42
2,0,0,0,0,4339,78,16
2,0,0,0,0,4339,84,78
2,0,0,0,0,4339,16,78
1,0,0,0,0,4339,53,78
2,0,0,0,0,4340,78,84
1,0,0,0,0,4340,78,53
2,0,0,0,0,4340,78,131
2,0,0,0,0,4340,78,69
2,0,0,0,0,4340,78,42
2,0,0,0,0,4340,78,16
2,0,0,0,0,4340,84,78
2,0,0,0,0,4340,16,78
1,0,0,0,0,4340,53,78
2,0,0,0,0,4340,42,78
2,0,0,0,0,4340,131,78
2,0,0,0,0,4341,78,84
1,0,0,0,0,4341,78,53
2,0,0,0,0,4341,78,131
2,0,0,0,0,4341,78,69
2,0,0,0,0,4341,78,42
2,0,0,0,0,4341,78,16
2,0,0,0,0,4341,84,78
2,0,0,0,0,4341,16,78
1,0,0,0,0,4341,53,78
2,0,0,0,0,4342,78,84
1,0,0,0,0,4342,78,53
